attendance_id,student_id,date,subject,status,present_flag
ATT055901,STU1119,2026-01-20,Python,Present,1
ATT055902,STU1119,2026-07-20,Python,Present,1
ATT055903,STU1119,2026-02-20,Web Development,Present,1
ATT055904,STU1119,2026-08-24,Python,Present,1
ATT055905,STU1119,2026-05-27,Networks,Present,1
ATT055906,STU1119,2026-05-19,DBMS,Present,1
ATT055907,STU1119,2026-08-08,Web Development,Absent,0
ATT055908,STU1119,2026-04-30,Python,Present,1
ATT055909,STU1119,2026-06-19,Python,Absent,0
ATT055910,STU1119,2026-08-05,Web Development,Present,1
ATT055911,STU1119,2026-06-07,Python,Present,1
ATT055912,STU1119,2026-05-31,Python,Present,1
ATT055913,STU1119,2026-07-09,Web Development,Present,1
ATT055914,STU1119,2026-01-15,Python,Present,1
ATT055915,STU1119,2026-05-08,Networks,Present,1
ATT055916,STU1119,2026-02-03,Networks,Present,1
ATT055917,STU1119,2026-08-16,Web Development,Present,1
ATT055918,STU1119,2026-04-02,Networks,Absent,0
ATT055919,STU1119,2026-03-15,Python,Absent,0
ATT055920,STU1119,2026-02-23,DBMS,Present,1
ATT055921,STU1119,2026-03-25,Networks,Absent,0
ATT055922,STU1119,2026-01-31,DBMS,Present,1
ATT055923,STU1119,2026-05-03,Python,Present,1
ATT055924,STU1119,2026-02-26,Web Development,Absent,0
ATT055925,STU1119,2026-07-15,Networks,Present,1
ATT055926,STU1119,2026-03-26,DBMS,Present,1
ATT055927,STU1119,2026-07-27,DBMS,Present,1
ATT055928,STU1119,2026-01-09,Python,Absent,0
ATT055929,STU1119,2026-06-12,Python,Present,1
ATT055930,STU1119,2026-03-05,Networks,Present,1
ATT055931,STU1119,2026-08-04,Networks,Present,1
ATT055932,STU1119,2026-02-24,Python,Present,1
ATT055933,STU1119,2026-06-24,Python,Absent,0
ATT055934,STU1119,2026-07-04,Networks,Present,1
ATT055935,STU1119,2026-08-19,Networks,Present,1
ATT055936,STU1119,2026-08-18,Python,Present,1
ATT055937,STU1119,2026-05-29,Python,Absent,0
ATT055938,STU1119,2026-07-05,Web Development,Present,1
ATT055939,STU1119,2026-03-22,DBMS,Present,1
ATT055940,STU1119,2026-02-18,Web Development,Present,1
ATT055941,STU1119,2026-04-29,Networks,Present,1
ATT055942,STU1119,2026-05-15,Networks,Present,1
ATT055943,STU1119,2026-03-30,Networks,Present,1
ATT055944,STU1119,2026-03-06,DBMS,Present,1
ATT055945,STU1119,2026-05-13,Web Development,Present,1
ATT055946,STU1119,2026-01-02,Python,Present,1
ATT055947,STU1119,2026-06-08,DBMS,Present,1
ATT055948,STU1119,2026-03-17,DBMS,Absent,0
ATT055949,STU1119,2026-05-26,Python,Present,1
ATT055950,STU1119,2026-02-17,Networks,Present,1
ATT055951,STU1120,2026-07-10,DSA,Present,1
ATT055952,STU1120,2026-02-16,DBMS,Absent,0
ATT055953,STU1120,2026-04-17,DBMS,Present,1
ATT055954,STU1120,2026-07-25,DSA,Present,1
ATT055955,STU1120,2026-06-03,Python,Present,1
ATT055956,STU1120,2026-08-12,OS,Absent,0
ATT055957,STU1120,2026-08-17,DSA,Present,1
ATT055958,STU1120,2026-03-06,OS,Present,1
ATT055959,STU1120,2026-03-04,DBMS,Present,1
ATT055960,STU1120,2026-06-21,DSA,Present,1
ATT055961,STU1120,2026-06-07,OS,Present,1
ATT055962,STU1120,2026-02-05,DBMS,Present,1
ATT055963,STU1120,2026-07-28,Python,Present,1
ATT055964,STU1120,2026-06-08,OS,Present,1
ATT055965,STU1120,2026-05-09,DBMS,Present,1
ATT055966,STU1120,2026-07-01,DBMS,Present,1
ATT055967,STU1120,2026-01-29,Python,Present,1
ATT055968,STU1120,2026-01-07,OS,Present,1
ATT055969,STU1120,2026-08-22,OS,Present,1
ATT055970,STU1120,2026-03-19,Python,Present,1
ATT055971,STU1120,2026-06-17,DSA,Present,1
ATT055972,STU1120,2026-08-09,OS,Present,1
ATT055973,STU1120,2026-02-06,OS,Present,1
ATT055974,STU1120,2026-08-06,Python,Present,1
ATT055975,STU1120,2026-07-22,DSA,Present,1
ATT055976,STU1120,2026-08-03,DBMS,Present,1
ATT055977,STU1120,2026-05-08,DSA,Absent,0
ATT055978,STU1120,2026-08-23,DSA,Absent,0
ATT055979,STU1120,2026-05-13,DBMS,Present,1
ATT055980,STU1120,2026-03-15,DBMS,Present,1
ATT055981,STU1120,2026-05-25,DBMS,Present,1
ATT055982,STU1120,2026-07-17,DSA,Present,1
ATT055983,STU1120,2026-04-24,DSA,Present,1
ATT055984,STU1120,2026-05-05,DSA,Present,1
ATT055985,STU1120,2026-03-23,DSA,Absent,0
ATT055986,STU1120,2026-02-01,OS,Present,1
ATT055987,STU1120,2026-04-08,DBMS,Present,1
ATT055988,STU1120,2026-02-07,DBMS,Present,1
ATT055989,STU1120,2026-04-07,DBMS,Present,1
ATT055990,STU1120,2026-04-20,Python,Absent,0
ATT055991,STU1120,2026-01-22,Python,Present,1
ATT055992,STU1120,2026-01-05,DSA,Absent,0
ATT055993,STU1120,2026-03-17,Python,Present,1
ATT055994,STU1120,2026-08-20,DBMS,Absent,0
ATT055995,STU1120,2026-08-19,DBMS,Present,1
ATT055996,STU1120,2026-07-20,DSA,Present,1
ATT055997,STU1120,2026-07-11,Python,Absent,0
ATT055998,STU1120,2026-06-09,OS,Present,1
ATT055999,STU1120,2026-01-30,DSA,Present,1
ATT056000,STU1120,2026-04-19,DSA,Present,1
ATT056001,STU1121,2026-01-23,Python,Present,1
ATT056002,STU1121,2026-06-15,DBMS,Absent,0
ATT056003,STU1121,2026-06-28,DSA,Absent,0
ATT056004,STU1121,2026-01-01,DSA,Absent,0
ATT056005,STU1121,2026-02-18,DSA,Present,1
ATT056006,STU1121,2026-06-23,Python,Present,1
ATT056007,STU1121,2026-04-30,OS,Absent,0
ATT056008,STU1121,2026-07-31,OS,Present,1
ATT056009,STU1121,2026-03-12,OS,Present,1
ATT056010,STU1121,2026-03-05,DBMS,Present,1
ATT056011,STU1121,2026-06-19,OS,Present,1
ATT056012,STU1121,2026-08-29,Python,Present,1
ATT056013,STU1121,2026-01-15,DBMS,Present,1
ATT056014,STU1121,2026-01-30,DSA,Present,1
ATT056015,STU1121,2026-05-30,OS,Present,1
ATT056016,STU1121,2026-04-14,OS,Present,1
ATT056017,STU1121,2026-02-09,DBMS,Absent,0
ATT056018,STU1121,2026-07-18,DBMS,Present,1
ATT056019,STU1121,2026-06-13,OS,Absent,0
ATT056020,STU1121,2026-08-15,OS,Present,1
ATT056021,STU1121,2026-07-14,Python,Absent,0
ATT056022,STU1121,2026-01-14,Python,Present,1
ATT056023,STU1121,2026-04-28,OS,Present,1
ATT056024,STU1121,2026-07-25,Python,Present,1
ATT056025,STU1121,2026-07-26,Python,Absent,0
ATT056026,STU1121,2026-05-25,DSA,Present,1
ATT056027,STU1121,2026-01-13,Python,Present,1
ATT056028,STU1121,2026-04-27,DSA,Absent,0
ATT056029,STU1121,2026-01-06,OS,Present,1
ATT056030,STU1121,2026-08-06,Python,Absent,0
ATT056031,STU1121,2026-07-29,DSA,Present,1
ATT056032,STU1121,2026-08-31,DSA,Present,1
ATT056033,STU1121,2026-05-17,DSA,Present,1
ATT056034,STU1121,2026-04-21,OS,Present,1
ATT056035,STU1121,2026-07-05,OS,Present,1
ATT056036,STU1121,2026-03-13,Python,Present,1
ATT056037,STU1121,2026-06-11,DBMS,Present,1
ATT056038,STU1121,2026-05-13,OS,Absent,0
ATT056039,STU1121,2026-08-12,Python,Present,1
ATT056040,STU1121,2026-06-03,Python,Present,1
ATT056041,STU1121,2026-03-16,DBMS,Present,1
ATT056042,STU1121,2026-03-06,OS,Absent,0
ATT056043,STU1121,2026-01-04,Python,Present,1
ATT056044,STU1121,2026-04-16,DBMS,Present,1
ATT056045,STU1121,2026-05-20,DSA,Present,1
ATT056046,STU1121,2026-06-24,DSA,Present,1
ATT056047,STU1121,2026-06-02,DSA,Present,1
ATT056048,STU1121,2026-07-17,DSA,Present,1
ATT056049,STU1121,2026-08-10,DSA,Present,1
ATT056050,STU1121,2026-08-19,DBMS,Absent,0
ATT056051,STU1122,2026-04-29,DBMS,Present,1
ATT056052,STU1122,2026-05-13,Networks,Present,1
ATT056053,STU1122,2026-06-25,Python,Present,1
ATT056054,STU1122,2026-04-18,Networks,Present,1
ATT056055,STU1122,2026-07-19,Python,Present,1
ATT056056,STU1122,2026-06-05,Networks,Absent,0
ATT056057,STU1122,2026-05-07,DBMS,Present,1
ATT056058,STU1122,2026-02-21,DBMS,Absent,0
ATT056059,STU1122,2026-06-21,Web Development,Present,1
ATT056060,STU1122,2026-05-06,Python,Present,1
ATT056061,STU1122,2026-01-15,Web Development,Present,1
ATT056062,STU1122,2026-08-02,Networks,Present,1
ATT056063,STU1122,2026-03-04,Web Development,Present,1
ATT056064,STU1122,2026-02-20,Python,Absent,0
ATT056065,STU1122,2026-07-25,DBMS,Present,1
ATT056066,STU1122,2026-02-22,Networks,Present,1
ATT056067,STU1122,2026-05-25,Web Development,Present,1
ATT056068,STU1122,2026-05-24,Python,Present,1
ATT056069,STU1122,2026-05-10,DBMS,Present,1
ATT056070,STU1122,2026-06-01,Web Development,Present,1
ATT056071,STU1122,2026-06-06,Python,Present,1
ATT056072,STU1122,2026-03-31,Web Development,Absent,0
ATT056073,STU1122,2026-03-30,Web Development,Present,1
ATT056074,STU1122,2026-07-06,DBMS,Present,1
ATT056075,STU1122,2026-04-02,Web Development,Present,1
ATT056076,STU1122,2026-02-26,Web Development,Present,1
ATT056077,STU1122,2026-04-01,Web Development,Absent,0
ATT056078,STU1122,2026-08-31,Python,Absent,0
ATT056079,STU1122,2026-08-04,Networks,Present,1
ATT056080,STU1122,2026-01-07,Web Development,Present,1
ATT056081,STU1122,2026-06-12,DBMS,Present,1
ATT056082,STU1122,2026-07-23,DBMS,Present,1
ATT056083,STU1122,2026-03-11,Python,Absent,0
ATT056084,STU1122,2026-03-15,DBMS,Present,1
ATT056085,STU1122,2026-08-21,Networks,Present,1
ATT056086,STU1122,2026-02-06,DBMS,Absent,0
ATT056087,STU1122,2026-07-17,Web Development,Present,1
ATT056088,STU1122,2026-05-01,Web Development,Present,1
ATT056089,STU1122,2026-01-03,Web Development,Present,1
ATT056090,STU1122,2026-06-27,Web Development,Present,1
ATT056091,STU1122,2026-01-19,Web Development,Present,1
ATT056092,STU1122,2026-02-01,Python,Present,1
ATT056093,STU1122,2026-05-02,Python,Present,1
ATT056094,STU1122,2026-08-25,DBMS,Present,1
ATT056095,STU1122,2026-06-18,DBMS,Absent,0
ATT056096,STU1122,2026-08-05,Web Development,Absent,0
ATT056097,STU1122,2026-06-14,DBMS,Absent,0
ATT056098,STU1122,2026-07-15,Python,Present,1
ATT056099,STU1122,2026-03-27,Networks,Present,1
ATT056100,STU1122,2026-01-06,DBMS,Present,1
ATT056101,STU1123,2026-06-30,Surveying,Present,1
ATT056102,STU1123,2026-01-25,Structures,Present,1
ATT056103,STU1123,2026-05-02,Concrete,Present,1
ATT056104,STU1123,2026-05-04,Concrete,Present,1
ATT056105,STU1123,2026-03-07,Surveying,Present,1
ATT056106,STU1123,2026-07-19,Surveying,Absent,0
ATT056107,STU1123,2026-08-12,Geotechnical,Present,1
ATT056108,STU1123,2026-07-25,Structures,Present,1
ATT056109,STU1123,2026-03-20,Concrete,Present,1
ATT056110,STU1123,2026-07-21,Structures,Present,1
ATT056111,STU1123,2026-07-24,Concrete,Absent,0
ATT056112,STU1123,2026-05-11,Geotechnical,Present,1
ATT056113,STU1123,2026-01-07,Structures,Present,1
ATT056114,STU1123,2026-08-23,Structures,Present,1
ATT056115,STU1123,2026-04-13,Concrete,Present,1
ATT056116,STU1123,2026-05-29,Surveying,Present,1
ATT056117,STU1123,2026-01-18,Surveying,Present,1
ATT056118,STU1123,2026-05-25,Surveying,Absent,0
ATT056119,STU1123,2026-04-20,Geotechnical,Present,1
ATT056120,STU1123,2026-02-04,Structures,Present,1
ATT056121,STU1123,2026-03-29,Surveying,Present,1
ATT056122,STU1123,2026-04-29,Surveying,Present,1
ATT056123,STU1123,2026-04-26,Surveying,Absent,0
ATT056124,STU1123,2026-07-12,Structures,Present,1
ATT056125,STU1123,2026-03-30,Structures,Present,1
ATT056126,STU1123,2026-08-09,Surveying,Present,1
ATT056127,STU1123,2026-08-08,Concrete,Present,1
ATT056128,STU1123,2026-03-23,Concrete,Present,1
ATT056129,STU1123,2026-08-05,Geotechnical,Present,1
ATT056130,STU1123,2026-05-05,Geotechnical,Present,1
ATT056131,STU1123,2026-07-02,Surveying,Present,1
ATT056132,STU1123,2026-02-20,Geotechnical,Absent,0
ATT056133,STU1123,2026-07-14,Concrete,Present,1
ATT056134,STU1123,2026-04-27,Geotechnical,Present,1
ATT056135,STU1123,2026-05-13,Structures,Present,1
ATT056136,STU1123,2026-01-29,Structures,Present,1
ATT056137,STU1123,2026-05-31,Concrete,Present,1
ATT056138,STU1123,2026-06-10,Surveying,Present,1
ATT056139,STU1123,2026-08-04,Geotechnical,Present,1
ATT056140,STU1123,2026-02-10,Surveying,Present,1
ATT056141,STU1123,2026-05-12,Concrete,Present,1
ATT056142,STU1123,2026-02-28,Structures,Present,1
ATT056143,STU1123,2026-08-17,Structures,Present,1
ATT056144,STU1123,2026-08-30,Surveying,Present,1
ATT056145,STU1123,2026-05-08,Concrete,Present,1
ATT056146,STU1123,2026-06-16,Concrete,Present,1
ATT056147,STU1123,2026-01-21,Structures,Absent,0
ATT056148,STU1123,2026-01-26,Structures,Present,1
ATT056149,STU1123,2026-01-06,Structures,Present,1
ATT056150,STU1123,2026-06-15,Concrete,Present,1
ATT056151,STU1124,2026-05-07,Python,Present,1
ATT056152,STU1124,2026-08-13,DBMS,Present,1
ATT056153,STU1124,2026-05-08,Python,Present,1
ATT056154,STU1124,2026-05-18,Python,Present,1
ATT056155,STU1124,2026-04-13,Python,Present,1
ATT056156,STU1124,2026-02-02,Python,Absent,0
ATT056157,STU1124,2026-08-14,Machine Learning,Absent,0
ATT056158,STU1124,2026-04-06,DBMS,Present,1
ATT056159,STU1124,2026-03-02,Statistics,Present,1
ATT056160,STU1124,2026-04-04,Machine Learning,Present,1
ATT056161,STU1124,2026-02-13,Machine Learning,Absent,0
ATT056162,STU1124,2026-08-30,Python,Present,1
ATT056163,STU1124,2026-07-10,DBMS,Present,1
ATT056164,STU1124,2026-05-24,DBMS,Absent,0
ATT056165,STU1124,2026-04-19,Statistics,Present,1
ATT056166,STU1124,2026-06-03,Statistics,Absent,0
ATT056167,STU1124,2026-07-16,Machine Learning,Absent,0
ATT056168,STU1124,2026-02-05,DBMS,Present,1
ATT056169,STU1124,2026-03-16,Machine Learning,Present,1
ATT056170,STU1124,2026-07-04,Machine Learning,Present,1
ATT056171,STU1124,2026-06-14,Python,Absent,0
ATT056172,STU1124,2026-02-19,Python,Present,1
ATT056173,STU1124,2026-02-27,Machine Learning,Present,1
ATT056174,STU1124,2026-08-06,Machine Learning,Present,1
ATT056175,STU1124,2026-08-08,Statistics,Absent,0
ATT056176,STU1124,2026-04-18,Statistics,Absent,0
ATT056177,STU1124,2026-06-02,Machine Learning,Present,1
ATT056178,STU1124,2026-06-13,Python,Present,1
ATT056179,STU1124,2026-04-09,Python,Present,1
ATT056180,STU1124,2026-07-28,Statistics,Present,1
ATT056181,STU1124,2026-07-22,Python,Present,1
ATT056182,STU1124,2026-02-04,Python,Present,1
ATT056183,STU1124,2026-01-08,DBMS,Absent,0
ATT056184,STU1124,2026-04-23,Machine Learning,Present,1
ATT056185,STU1124,2026-03-22,DBMS,Absent,0
ATT056186,STU1124,2026-08-10,Python,Absent,0
ATT056187,STU1124,2026-04-03,Statistics,Present,1
ATT056188,STU1124,2026-07-02,Statistics,Absent,0
ATT056189,STU1124,2026-07-29,DBMS,Present,1
ATT056190,STU1124,2026-03-14,Statistics,Absent,0
ATT056191,STU1124,2026-08-23,Python,Present,1
ATT056192,STU1124,2026-06-24,Machine Learning,Present,1
ATT056193,STU1124,2026-01-21,DBMS,Present,1
ATT056194,STU1124,2026-06-10,Python,Present,1
ATT056195,STU1124,2026-05-02,DBMS,Absent,0
ATT056196,STU1124,2026-03-03,DBMS,Present,1
ATT056197,STU1124,2026-06-18,DBMS,Present,1
ATT056198,STU1124,2026-05-04,Statistics,Present,1
ATT056199,STU1124,2026-01-15,Machine Learning,Present,1
ATT056200,STU1124,2026-08-25,DBMS,Present,1
ATT056201,STU1125,2026-01-28,Concrete,Present,1
ATT056202,STU1125,2026-01-01,Geotechnical,Present,1
ATT056203,STU1125,2026-05-28,Surveying,Present,1
ATT056204,STU1125,2026-06-05,Surveying,Present,1
ATT056205,STU1125,2026-08-07,Surveying,Present,1
ATT056206,STU1125,2026-05-11,Concrete,Present,1
ATT056207,STU1125,2026-03-30,Structures,Present,1
ATT056208,STU1125,2026-07-30,Concrete,Present,1
ATT056209,STU1125,2026-05-02,Concrete,Present,1
ATT056210,STU1125,2026-05-31,Structures,Present,1
ATT056211,STU1125,2026-04-09,Geotechnical,Absent,0
ATT056212,STU1125,2026-08-30,Concrete,Present,1
ATT056213,STU1125,2026-03-10,Geotechnical,Present,1
ATT056214,STU1125,2026-07-24,Geotechnical,Present,1
ATT056215,STU1125,2026-08-05,Geotechnical,Present,1
ATT056216,STU1125,2026-07-27,Concrete,Present,1
ATT056217,STU1125,2026-08-12,Concrete,Present,1
ATT056218,STU1125,2026-01-31,Geotechnical,Present,1
ATT056219,STU1125,2026-07-08,Surveying,Present,1
ATT056220,STU1125,2026-04-30,Geotechnical,Present,1
ATT056221,STU1125,2026-01-04,Structures,Present,1
ATT056222,STU1125,2026-08-18,Structures,Present,1
ATT056223,STU1125,2026-07-04,Structures,Present,1
ATT056224,STU1125,2026-08-28,Surveying,Present,1
ATT056225,STU1125,2026-07-13,Structures,Present,1
ATT056226,STU1125,2026-04-21,Surveying,Present,1
ATT056227,STU1125,2026-06-21,Geotechnical,Present,1
ATT056228,STU1125,2026-04-13,Geotechnical,Present,1
ATT056229,STU1125,2026-06-13,Geotechnical,Present,1
ATT056230,STU1125,2026-08-06,Geotechnical,Present,1
ATT056231,STU1125,2026-02-19,Surveying,Present,1
ATT056232,STU1125,2026-02-14,Surveying,Present,1
ATT056233,STU1125,2026-06-07,Concrete,Present,1
ATT056234,STU1125,2026-08-29,Geotechnical,Present,1
ATT056235,STU1125,2026-08-22,Structures,Present,1
ATT056236,STU1125,2026-05-24,Surveying,Absent,0
ATT056237,STU1125,2026-07-21,Geotechnical,Present,1
ATT056238,STU1125,2026-07-16,Surveying,Present,1
ATT056239,STU1125,2026-08-02,Surveying,Present,1
ATT056240,STU1125,2026-02-22,Concrete,Present,1
ATT056241,STU1125,2026-01-25,Surveying,Present,1
ATT056242,STU1125,2026-06-18,Concrete,Present,1
ATT056243,STU1125,2026-02-08,Concrete,Present,1
ATT056244,STU1125,2026-06-20,Geotechnical,Present,1
ATT056245,STU1125,2026-03-09,Concrete,Absent,0
ATT056246,STU1125,2026-07-10,Structures,Present,1
ATT056247,STU1125,2026-07-05,Geotechnical,Present,1
ATT056248,STU1125,2026-02-13,Surveying,Present,1
ATT056249,STU1125,2026-02-02,Concrete,Present,1
ATT056250,STU1125,2026-02-16,Concrete,Present,1
ATT056251,STU1126,2026-05-13,Power Systems,Present,1
ATT056252,STU1126,2026-02-28,Machines,Present,1
ATT056253,STU1126,2026-01-12,Machines,Present,1
ATT056254,STU1126,2026-05-23,Power Systems,Present,1
ATT056255,STU1126,2026-08-27,Power Systems,Present,1
ATT056256,STU1126,2026-05-20,Power Systems,Absent,0
ATT056257,STU1126,2026-04-05,Machines,Present,1
ATT056258,STU1126,2026-02-03,Power Systems,Absent,0
ATT056259,STU1126,2026-06-20,Circuits,Present,1
ATT056260,STU1126,2026-07-19,Machines,Present,1
ATT056261,STU1126,2026-07-15,Circuits,Present,1
ATT056262,STU1126,2026-03-20,Control Systems,Present,1
ATT056263,STU1126,2026-01-04,Power Systems,Present,1
ATT056264,STU1126,2026-08-20,Machines,Present,1
ATT056265,STU1126,2026-07-02,Power Systems,Present,1
ATT056266,STU1126,2026-08-22,Circuits,Absent,0
ATT056267,STU1126,2026-06-04,Control Systems,Present,1
ATT056268,STU1126,2026-07-05,Power Systems,Present,1
ATT056269,STU1126,2026-04-30,Circuits,Present,1
ATT056270,STU1126,2026-03-14,Control Systems,Present,1
ATT056271,STU1126,2026-03-16,Machines,Absent,0
ATT056272,STU1126,2026-04-15,Circuits,Present,1
ATT056273,STU1126,2026-03-28,Machines,Present,1
ATT056274,STU1126,2026-02-18,Machines,Present,1
ATT056275,STU1126,2026-06-08,Circuits,Present,1
ATT056276,STU1126,2026-06-07,Machines,Present,1
ATT056277,STU1126,2026-02-16,Machines,Present,1
ATT056278,STU1126,2026-07-29,Power Systems,Present,1
ATT056279,STU1126,2026-05-22,Power Systems,Present,1
ATT056280,STU1126,2026-05-08,Circuits,Present,1
ATT056281,STU1126,2026-04-12,Circuits,Present,1
ATT056282,STU1126,2026-06-30,Control Systems,Present,1
ATT056283,STU1126,2026-07-12,Machines,Absent,0
ATT056284,STU1126,2026-04-01,Control Systems,Present,1
ATT056285,STU1126,2026-06-02,Power Systems,Present,1
ATT056286,STU1126,2026-06-11,Circuits,Present,1
ATT056287,STU1126,2026-04-04,Machines,Present,1
ATT056288,STU1126,2026-01-30,Power Systems,Present,1
ATT056289,STU1126,2026-05-02,Machines,Present,1
ATT056290,STU1126,2026-01-28,Power Systems,Present,1
ATT056291,STU1126,2026-04-10,Circuits,Present,1
ATT056292,STU1126,2026-04-21,Control Systems,Present,1
ATT056293,STU1126,2026-01-08,Control Systems,Absent,0
ATT056294,STU1126,2026-02-06,Power Systems,Present,1
ATT056295,STU1126,2026-07-17,Circuits,Present,1
ATT056296,STU1126,2026-06-25,Control Systems,Present,1
ATT056297,STU1126,2026-02-26,Power Systems,Present,1
ATT056298,STU1126,2026-06-06,Power Systems,Present,1
ATT056299,STU1126,2026-07-13,Control Systems,Present,1
ATT056300,STU1126,2026-03-09,Machines,Present,1
ATT056301,STU1127,2026-05-18,Python,Present,1
ATT056302,STU1127,2026-02-10,DBMS,Present,1
ATT056303,STU1127,2026-07-21,DSA,Present,1
ATT056304,STU1127,2026-01-29,OS,Present,1
ATT056305,STU1127,2026-02-08,DSA,Present,1
ATT056306,STU1127,2026-03-31,DBMS,Present,1
ATT056307,STU1127,2026-02-11,OS,Present,1
ATT056308,STU1127,2026-07-24,DBMS,Present,1
ATT056309,STU1127,2026-05-17,OS,Absent,0
ATT056310,STU1127,2026-03-04,DBMS,Present,1
ATT056311,STU1127,2026-04-22,OS,Present,1
ATT056312,STU1127,2026-05-25,DBMS,Absent,0
ATT056313,STU1127,2026-05-07,DBMS,Present,1
ATT056314,STU1127,2026-06-30,DSA,Present,1
ATT056315,STU1127,2026-07-29,OS,Present,1
ATT056316,STU1127,2026-08-21,Python,Present,1
ATT056317,STU1127,2026-03-01,DSA,Present,1
ATT056318,STU1127,2026-07-30,DBMS,Absent,0
ATT056319,STU1127,2026-01-03,DBMS,Present,1
ATT056320,STU1127,2026-08-17,DBMS,Present,1
ATT056321,STU1127,2026-08-10,DSA,Present,1
ATT056322,STU1127,2026-06-20,DBMS,Present,1
ATT056323,STU1127,2026-07-20,DBMS,Present,1
ATT056324,STU1127,2026-03-24,Python,Present,1
ATT056325,STU1127,2026-06-27,DBMS,Present,1
ATT056326,STU1127,2026-03-28,DBMS,Absent,0
ATT056327,STU1127,2026-02-21,Python,Present,1
ATT056328,STU1127,2026-04-14,Python,Present,1
ATT056329,STU1127,2026-07-28,DBMS,Present,1
ATT056330,STU1127,2026-01-23,OS,Present,1
ATT056331,STU1127,2026-01-01,DSA,Present,1
ATT056332,STU1127,2026-04-16,Python,Present,1
ATT056333,STU1127,2026-01-19,DBMS,Present,1
ATT056334,STU1127,2026-06-10,DBMS,Present,1
ATT056335,STU1127,2026-01-25,DSA,Present,1
ATT056336,STU1127,2026-07-16,DBMS,Absent,0
ATT056337,STU1127,2026-08-23,DSA,Absent,0
ATT056338,STU1127,2026-06-23,DSA,Present,1
ATT056339,STU1127,2026-04-07,DSA,Present,1
ATT056340,STU1127,2026-04-12,OS,Present,1
ATT056341,STU1127,2026-04-28,DSA,Present,1
ATT056342,STU1127,2026-08-24,Python,Present,1
ATT056343,STU1127,2026-08-30,OS,Present,1
ATT056344,STU1127,2026-06-29,DBMS,Present,1
ATT056345,STU1127,2026-04-17,DBMS,Present,1
ATT056346,STU1127,2026-08-14,OS,Present,1
ATT056347,STU1127,2026-06-04,Python,Present,1
ATT056348,STU1127,2026-04-05,DSA,Present,1
ATT056349,STU1127,2026-04-08,Python,Present,1
ATT056350,STU1127,2026-04-21,OS,Present,1
ATT056351,STU1128,2026-07-14,OS,Present,1
ATT056352,STU1128,2026-08-06,OS,Present,1
ATT056353,STU1128,2026-06-23,DBMS,Present,1
ATT056354,STU1128,2026-08-07,DBMS,Absent,0
ATT056355,STU1128,2026-01-05,Python,Present,1
ATT056356,STU1128,2026-05-09,DBMS,Present,1
ATT056357,STU1128,2026-07-19,Python,Present,1
ATT056358,STU1128,2026-03-07,DBMS,Absent,0
ATT056359,STU1128,2026-03-04,DSA,Present,1
ATT056360,STU1128,2026-06-21,Python,Present,1
ATT056361,STU1128,2026-07-04,DSA,Present,1
ATT056362,STU1128,2026-07-29,Python,Present,1
ATT056363,STU1128,2026-07-05,Python,Present,1
ATT056364,STU1128,2026-05-14,DSA,Present,1
ATT056365,STU1128,2026-01-25,Python,Present,1
ATT056366,STU1128,2026-08-04,Python,Present,1
ATT056367,STU1128,2026-02-14,OS,Present,1
ATT056368,STU1128,2026-05-26,DSA,Present,1
ATT056369,STU1128,2026-03-05,Python,Present,1
ATT056370,STU1128,2026-08-19,Python,Present,1
ATT056371,STU1128,2026-05-21,Python,Absent,0
ATT056372,STU1128,2026-06-22,OS,Absent,0
ATT056373,STU1128,2026-03-21,DSA,Present,1
ATT056374,STU1128,2026-02-24,Python,Present,1
ATT056375,STU1128,2026-01-28,DSA,Present,1
ATT056376,STU1128,2026-06-29,DSA,Absent,0
ATT056377,STU1128,2026-01-04,DBMS,Present,1
ATT056378,STU1128,2026-02-07,DBMS,Present,1
ATT056379,STU1128,2026-07-12,Python,Present,1
ATT056380,STU1128,2026-07-17,Python,Absent,0
ATT056381,STU1128,2026-05-08,DBMS,Present,1
ATT056382,STU1128,2026-05-25,DSA,Present,1
ATT056383,STU1128,2026-04-19,Python,Absent,0
ATT056384,STU1128,2026-02-18,DSA,Present,1
ATT056385,STU1128,2026-04-05,OS,Present,1
ATT056386,STU1128,2026-03-30,OS,Present,1
ATT056387,STU1128,2026-05-02,OS,Present,1
ATT056388,STU1128,2026-07-31,OS,Present,1
ATT056389,STU1128,2026-07-02,OS,Present,1
ATT056390,STU1128,2026-04-09,DSA,Present,1
ATT056391,STU1128,2026-03-15,OS,Present,1
ATT056392,STU1128,2026-07-09,DSA,Present,1
ATT056393,STU1128,2026-08-01,Python,Present,1
ATT056394,STU1128,2026-06-15,OS,Absent,0
ATT056395,STU1128,2026-04-12,DSA,Present,1
ATT056396,STU1128,2026-04-27,Python,Present,1
ATT056397,STU1128,2026-06-09,DSA,Absent,0
ATT056398,STU1128,2026-03-20,OS,Absent,0
ATT056399,STU1128,2026-07-28,DBMS,Absent,0
ATT056400,STU1128,2026-01-29,Python,Absent,0
ATT056401,STU1129,2026-01-30,Manufacturing,Present,1
ATT056402,STU1129,2026-01-19,Mechanics,Present,1
ATT056403,STU1129,2026-01-05,Manufacturing,Present,1
ATT056404,STU1129,2026-02-12,Thermodynamics,Present,1
ATT056405,STU1129,2026-04-07,Thermodynamics,Absent,0
ATT056406,STU1129,2026-04-05,CAD,Present,1
