cost_id,date,department,expense_category,amount,cost_month
COST000902,2026-03-17,Administration,Maintenance,9582.71,2026-03
COST000903,2026-03-17,Hostel,Food,10205.74,2026-03
COST000904,2026-03-17,Hostel,Water,2564.03,2026-03
COST000905,2026-03-17,Canteen,Food,13139.98,2026-03
COST000906,2026-03-17,Canteen,Cleaning,3212.97,2026-03
COST000907,2026-03-17,Academic,Food,13265.29,2026-03
COST000908,2026-03-17,Academic,Maintenance,6715.4,2026-03
COST000909,2026-03-17,Maintenance,Internet,1740.01,2026-03
COST000910,2026-03-17,Maintenance,Food,13218.53,2026-03
COST000911,2026-03-17,Transport,Maintenance,7478.99,2026-03
COST000912,2026-03-17,Transport,Electricity,17415.66,2026-03
COST000913,2026-03-18,Administration,Electricity,9360.17,2026-03
COST000914,2026-03-18,Administration,Maintenance,6144.18,2026-03
COST000915,2026-03-18,Hostel,Water,4458.56,2026-03
COST000916,2026-03-18,Hostel,Maintenance,6485.01,2026-03
COST000917,2026-03-18,Canteen,Other,2773.67,2026-03
COST000918,2026-03-18,Canteen,Maintenance,9615.03,2026-03
COST000919,2026-03-18,Academic,Internet,2680.78,2026-03
COST000920,2026-03-18,Academic,Water,4696.1,2026-03
COST000921,2026-03-18,Maintenance,Maintenance,7117.78,2026-03
COST000922,2026-03-18,Maintenance,Electricity,7941.1,2026-03
COST000923,2026-03-18,Transport,Maintenance,9272.98,2026-03
COST000924,2026-03-18,Transport,Water,3831.82,2026-03
COST000925,2026-03-19,Administration,Maintenance,7267.85,2026-03
COST000926,2026-03-19,Administration,Other,4084.5,2026-03
COST000927,2026-03-19,Hostel,Water,5129.04,2026-03
COST000928,2026-03-19,Hostel,Electricity,17268.91,2026-03
COST000929,2026-03-19,Canteen,Water,3921.16,2026-03
COST000930,2026-03-19,Canteen,Electricity,15575.6,2026-03
COST000931,2026-03-19,Academic,Food,10173.86,2026-03
COST000932,2026-03-19,Academic,Cleaning,4681.15,2026-03
COST000933,2026-03-19,Maintenance,Electricity,16560.81,2026-03
COST000934,2026-03-19,Maintenance,Maintenance,9099.02,2026-03
COST000935,2026-03-19,Transport,Maintenance,5059.26,2026-03
COST000936,2026-03-19,Transport,Food,11842.48,2026-03
COST000937,2026-03-20,Administration,Maintenance,7541.82,2026-03
COST000938,2026-03-20,Administration,Food,13412.42,2026-03
COST000939,2026-03-20,Hostel,Water,4901.5,2026-03
COST000940,2026-03-20,Hostel,Cleaning,4012.97,2026-03
COST000941,2026-03-20,Canteen,Other,2673.28,2026-03
COST000942,2026-03-20,Canteen,Water,4780.36,2026-03
COST000943,2026-03-20,Academic,Other,3693.15,2026-03
COST000944,2026-03-20,Academic,Food,11592.13,2026-03
COST000945,2026-03-20,Maintenance,Water,3919.29,2026-03
COST000946,2026-03-20,Maintenance,Maintenance,7425.36,2026-03
COST000947,2026-03-20,Transport,Electricity,14116.96,2026-03
COST000948,2026-03-20,Transport,Other,2617.61,2026-03
COST000949,2026-03-21,Administration,Food,16304.13,2026-03
COST000950,2026-03-21,Administration,Water,4421.93,2026-03
COST000951,2026-03-21,Hostel,Food,10326.76,2026-03
COST000952,2026-03-21,Hostel,Transport,8639.39,2026-03
COST000953,2026-03-21,Canteen,Internet,4091.32,2026-03
COST000954,2026-03-21,Canteen,Transport,6278.17,2026-03
COST000955,2026-03-21,Academic,Internet,2724.87,2026-03
COST000956,2026-03-21,Academic,Water,4361.28,2026-03
COST000957,2026-03-21,Maintenance,Transport,8846.42,2026-03
COST000958,2026-03-21,Maintenance,Electricity,13592.78,2026-03
COST000959,2026-03-21,Transport,Maintenance,10923.07,2026-03
COST000960,2026-03-21,Transport,Transport,9722.21,2026-03
COST000961,2026-03-22,Administration,Water,4659.7,2026-03
COST000962,2026-03-22,Administration,Electricity,10441.32,2026-03
COST000963,2026-03-22,Hostel,Food,10119.04,2026-03
COST000964,2026-03-22,Hostel,Water,6538.6,2026-03
COST000965,2026-03-22,Canteen,Electricity,7507.15,2026-03
COST000966,2026-03-22,Canteen,Transport,6821.04,2026-03
COST000967,2026-03-22,Academic,Water,5463.56,2026-03
COST000968,2026-03-22,Academic,Transport,5848.11,2026-03
COST000969,2026-03-22,Maintenance,Food,14024.04,2026-03
COST000970,2026-03-22,Maintenance,Maintenance,7828.43,2026-03
COST000971,2026-03-22,Transport,Food,12490.88,2026-03
COST000972,2026-03-22,Transport,Other,2847.51,2026-03
COST000973,2026-03-23,Administration,Maintenance,5586.05,2026-03
COST000974,2026-03-23,Administration,Internet,2472.49,2026-03
COST000975,2026-03-23,Hostel,Cleaning,5174.94,2026-03
COST000976,2026-03-23,Hostel,Food,11333.86,2026-03
COST000977,2026-03-23,Canteen,Food,9739.86,2026-03
COST000978,2026-03-23,Canteen,Other,2308.98,2026-03
COST000979,2026-03-23,Academic,Transport,6994.27,2026-03
COST000980,2026-03-23,Academic,Food,9784.92,2026-03
COST000981,2026-03-23,Maintenance,Internet,1760.35,2026-03
COST000982,2026-03-23,Maintenance,Transport,6935.36,2026-03
COST000983,2026-03-23,Transport,Food,14549.17,2026-03
COST000984,2026-03-23,Transport,Electricity,14591.19,2026-03
COST000985,2026-03-24,Administration,Other,2848.15,2026-03
COST000986,2026-03-24,Administration,Food,11138.42,2026-03
COST000987,2026-03-24,Hostel,Water,4411.74,2026-03
COST000988,2026-03-24,Hostel,Cleaning,4234.05,2026-03
COST000989,2026-03-24,Canteen,Maintenance,4692.6,2026-03
COST000990,2026-03-24,Canteen,Water,7191.31,2026-03
COST000991,2026-03-24,Academic,Food,8492.01,2026-03
COST000992,2026-03-24,Academic,Maintenance,7040.4,2026-03
COST000993,2026-03-24,Maintenance,Maintenance,8927.38,2026-03
COST000994,2026-03-24,Maintenance,Transport,6793.26,2026-03
COST000995,2026-03-24,Transport,Cleaning,5790.79,2026-03
COST000996,2026-03-24,Transport,Electricity,10014.86,2026-03
COST000997,2026-03-25,Administration,Maintenance,7795.61,2026-03
COST000998,2026-03-25,Administration,Internet,3266.37,2026-03
COST000999,2026-03-25,Hostel,Other,2479.24,2026-03
COST001000,2026-03-25,Hostel,Electricity,14899.67,2026-03
COST001001,2026-03-25,Canteen,Other,3203.44,2026-03
COST001002,2026-03-25,Canteen,Water,5364.62,2026-03
COST001003,2026-03-25,Academic,Electricity,16824.72,2026-03
COST001004,2026-03-25,Academic,Food,12001.57,2026-03
COST001005,2026-03-25,Maintenance,Transport,5828.26,2026-03
COST001006,2026-03-25,Maintenance,Food,8050.01,2026-03
COST001007,2026-03-25,Transport,Maintenance,8335.42,2026-03
COST001008,2026-03-25,Transport,Transport,8621.6,2026-03
COST001009,2026-03-26,Administration,Cleaning,3026.13,2026-03
COST001010,2026-03-26,Administration,Other,2816.13,2026-03
COST001011,2026-03-26,Hostel,Food,14743.97,2026-03
COST001012,2026-03-26,Hostel,Electricity,18434.05,2026-03
COST001013,2026-03-26,Canteen,Cleaning,3917.16,2026-03
COST001014,2026-03-26,Canteen,Maintenance,7745.22,2026-03
COST001015,2026-03-26,Academic,Food,10438.83,2026-03
COST001016,2026-03-26,Academic,Other,3559.46,2026-03
COST001017,2026-03-26,Maintenance,Electricity,12341.74,2026-03
COST001018,2026-03-26,Maintenance,Other,3935.23,2026-03
COST001019,2026-03-26,Transport,Maintenance,7314.28,2026-03
COST001020,2026-03-26,Transport,Other,3286.61,2026-03
COST001021,2026-03-27,Administration,Cleaning,4115.46,2026-03
COST001022,2026-03-27,Administration,Other,2384.1,2026-03
COST001023,2026-03-27,Hostel,Water,6117.42,2026-03
COST001024,2026-03-27,Hostel,Other,3214.39,2026-03
COST001025,2026-03-27,Canteen,Water,5027.94,2026-03
COST001026,2026-03-27,Canteen,Food,16520.22,2026-03
COST001027,2026-03-27,Academic,Water,5754.34,2026-03
COST001028,2026-03-27,Academic,Internet,2942.38,2026-03
COST001029,2026-03-27,Maintenance,Other,2850.1,2026-03
COST001030,2026-03-27,Maintenance,Electricity,13084.01,2026-03
COST001031,2026-03-27,Transport,Food,5610.96,2026-03
COST001032,2026-03-27,Transport,Other,3874.72,2026-03
COST001033,2026-03-28,Administration,Other,2593.21,2026-03
COST001034,2026-03-28,Administration,Cleaning,4630.33,2026-03
COST001035,2026-03-28,Hostel,Food,6316.86,2026-03
COST001036,2026-03-28,Hostel,Transport,6339.0,2026-03
COST001037,2026-03-28,Canteen,Maintenance,9729.44,2026-03
COST001038,2026-03-28,Canteen,Cleaning,3808.22,2026-03
COST001039,2026-03-28,Academic,Food,11978.22,2026-03
COST001040,2026-03-28,Academic,Maintenance,4320.7,2026-03
COST001041,2026-03-28,Maintenance,Cleaning,2820.66,2026-03
COST001042,2026-03-28,Maintenance,Internet,2245.81,2026-03
COST001043,2026-03-28,Transport,Transport,8716.92,2026-03
COST001044,2026-03-28,Transport,Maintenance,7844.39,2026-03
COST001045,2026-03-29,Administration,Maintenance,8379.86,2026-03
COST001046,2026-03-29,Administration,Water,3723.95,2026-03
COST001047,2026-03-29,Hostel,Cleaning,3729.58,2026-03
COST001048,2026-03-29,Hostel,Food,13445.8,2026-03
COST001049,2026-03-29,Canteen,Other,2238.39,2026-03
COST001050,2026-03-29,Canteen,Electricity,17098.03,2026-03
COST001051,2026-03-29,Academic,Water,5133.05,2026-03
COST001052,2026-03-29,Academic,Other,2868.4,2026-03
COST001053,2026-03-29,Maintenance,Maintenance,8294.48,2026-03
COST001054,2026-03-29,Maintenance,Internet,2694.23,2026-03
COST001055,2026-03-29,Transport,Cleaning,4939.81,2026-03
COST001056,2026-03-29,Transport,Other,3171.62,2026-03
COST001057,2026-03-30,Administration,Other,2712.88,2026-03
COST001058,2026-03-30,Administration,Internet,2496.93,2026-03
COST001059,2026-03-30,Hostel,Other,3879.3,2026-03
COST001060,2026-03-30,Hostel,Electricity,17993.55,2026-03
COST001061,2026-03-30,Canteen,Internet,2996.42,2026-03
COST001062,2026-03-30,Canteen,Cleaning,3061.93,2026-03
COST001063,2026-03-30,Academic,Maintenance,11383.41,2026-03
COST001064,2026-03-30,Academic,Food,10303.44,2026-03
COST001065,2026-03-30,Maintenance,Food,10019.98,2026-03
COST001066,2026-03-30,Maintenance,Internet,2722.62,2026-03
COST001067,2026-03-30,Transport,Water,4157.78,2026-03
COST001068,2026-03-30,Transport,Internet,2762.91,2026-03
COST001069,2026-03-31,Administration,Food,9601.18,2026-03
COST001070,2026-03-31,Administration,Electricity,12220.2,2026-03
COST001071,2026-03-31,Hostel,Other,1783.41,2026-03
COST001072,2026-03-31,Hostel,Electricity,11483.04,2026-03
COST001073,2026-03-31,Canteen,Water,3580.25,2026-03
COST001074,2026-03-31,Canteen,Food,9573.23,2026-03
COST001075,2026-03-31,Academic,Electricity,12167.45,2026-03
COST001076,2026-03-31,Academic,Food,12744.95,2026-03
COST001077,2026-03-31,Maintenance,Cleaning,4305.75,2026-03
COST001078,2026-03-31,Maintenance,Water,5799.02,2026-03
COST001079,2026-03-31,Transport,Internet,2491.99,2026-03
COST001080,2026-03-31,Transport,Maintenance,7812.23,2026-03
COST001081,2026-04-01,Administration,Maintenance,6489.26,2026-04
COST001082,2026-04-01,Administration,Water,4704.88,2026-04
COST001083,2026-04-01,Hostel,Maintenance,6480.05,2026-04
COST001084,2026-04-01,Hostel,Water,4173.92,2026-04
COST001085,2026-04-01,Canteen,Internet,2996.73,2026-04
COST001086,2026-04-01,Canteen,Food,7064.5,2026-04
COST001087,2026-04-01,Academic,Cleaning,4061.84,2026-04
COST001088,2026-04-01,Academic,Food,13698.34,2026-04
COST001089,2026-04-01,Maintenance,Internet,2329.22,2026-04
COST001090,2026-04-01,Maintenance,Maintenance,7514.79,2026-04
COST001091,2026-04-01,Transport,Cleaning,2962.46,2026-04
COST001092,2026-04-01,Transport,Electricity,17460.27,2026-04
COST001093,2026-04-02,Administration,Maintenance,7453.74,2026-04
COST001094,2026-04-02,Administration,Transport,7126.9,2026-04
COST001095,2026-04-02,Hostel,Food,16054.48,2026-04
COST001096,2026-04-02,Hostel,Cleaning,4263.98,2026-04
COST001097,2026-04-02,Canteen,Cleaning,4721.77,2026-04
COST001098,2026-04-02,Canteen,Internet,1588.77,2026-04
COST001099,2026-04-02,Academic,Food,14637.51,2026-04
COST001100,2026-04-02,Academic,Transport,7542.13,2026-04
COST001101,2026-04-02,Maintenance,Internet,2223.86,2026-04
COST001102,2026-04-02,Maintenance,Cleaning,3561.68,2026-04
COST001103,2026-04-02,Transport,Water,5963.76,2026-04
COST001104,2026-04-02,Transport,Transport,6644.22,2026-04
COST001105,2026-04-03,Administration,Maintenance,8904.73,2026-04
COST001106,2026-04-03,Administration,Cleaning,4133.58,2026-04
COST001107,2026-04-03,Hostel,Internet,2289.21,2026-04
COST001108,2026-04-03,Hostel,Food,15497.29,2026-04
COST001109,2026-04-03,Canteen,Internet,2274.18,2026-04
COST001110,2026-04-03,Canteen,Water,4650.69,2026-04
COST001111,2026-04-03,Academic,Maintenance,5889.32,2026-04
COST001112,2026-04-03,Academic,Cleaning,3371.06,2026-04
COST001113,2026-04-03,Maintenance,Water,4162.57,2026-04
COST001114,2026-04-03,Maintenance,Cleaning,4206.88,2026-04
COST001115,2026-04-03,Transport,Water,5286.68,2026-04
COST001116,2026-04-03,Transport,Internet,2532.53,2026-04
COST001117,2026-04-04,Administration,Cleaning,4531.03,2026-04
COST001118,2026-04-04,Administration,Internet,2358.09,2026-04
COST001119,2026-04-04,Hostel,Internet,2623.74,2026-04
COST001120,2026-04-04,Hostel,Water,4736.28,2026-04
COST001121,2026-04-04,Canteen,Water,5104.44,2026-04
COST001122,2026-04-04,Canteen,Maintenance,4815.72,2026-04
COST001123,2026-04-04,Academic,Water,5150.76,2026-04
COST001124,2026-04-04,Academic,Internet,2040.33,2026-04
COST001125,2026-04-04,Maintenance,Other,3409.45,2026-04
COST001126,2026-04-04,Maintenance,Maintenance,5364.35,2026-04
COST001127,2026-04-04,Transport,Maintenance,8192.5,2026-04
COST001128,2026-04-04,Transport,Electricity,14197.55,2026-04
COST001129,2026-04-05,Administration,Water,3981.86,2026-04
COST001130,2026-04-05,Administration,Electricity,14532.93,2026-04
COST001131,2026-04-05,Hostel,Transport,7628.69,2026-04
COST001132,2026-04-05,Hostel,Maintenance,6067.91,2026-04
COST001133,2026-04-05,Canteen,Maintenance,5751.28,2026-04
COST001134,2026-04-05,Canteen,Food,8698.06,2026-04
COST001135,2026-04-05,Academic,Water,4940.81,2026-04
COST001136,2026-04-05,Academic,Maintenance,6941.78,2026-04
COST001137,2026-04-05,Maintenance,Food,15697.99,2026-04
COST001138,2026-04-05,Maintenance,Cleaning,3215.16,2026-04
COST001139,2026-04-05,Transport,Water,5480.84,2026-04
COST001140,2026-04-05,Transport,Electricity,18521.57,2026-04
COST001141,2026-04-06,Administration,Food,14199.74,2026-04
COST001142,2026-04-06,Administration,Cleaning,4413.2,2026-04
COST001143,2026-04-06,Hostel,Food,13029.08,2026-04
COST001144,2026-04-06,Hostel,Water,5132.03,2026-04
COST001145,2026-04-06,Canteen,Transport,7940.16,2026-04
COST001146,2026-04-06,Canteen,Water,4106.04,2026-04
COST001147,2026-04-06,Academic,Internet,3393.68,2026-04
COST001148,2026-04-06,Academic,Other,3694.7,2026-04
COST001149,2026-04-06,Maintenance,Food,14057.9,2026-04
COST001150,2026-04-06,Maintenance,Water,5093.31,2026-04
COST001151,2026-04-06,Transport,Food,10949.71,2026-04
COST001152,2026-04-06,Transport,Water,5202.93,2026-04
COST001153,2026-04-07,Administration,Water,4409.3,2026-04
COST001154,2026-04-07,Administration,Food,10691.03,2026-04
COST001155,2026-04-07,Hostel,Electricity,15232.77,2026-04
COST001156,2026-04-07,Hostel,Cleaning,4757.31,2026-04
COST001157,2026-04-07,Canteen,Cleaning,4290.57,2026-04
COST001158,2026-04-07,Canteen,Electricity,14076.61,2026-04
COST001159,2026-04-07,Academic,Maintenance,8666.32,2026-04
COST001160,2026-04-07,Academic,Cleaning,5253.87,2026-04
COST001161,2026-04-07,Maintenance,Food,13336.4,2026-04
COST001162,2026-04-07,Maintenance,Transport,5868.32,2026-04
COST001163,2026-04-07,Transport,Other,3084.28,2026-04
COST001164,2026-04-07,Transport,Maintenance,5454.66,2026-04
COST001165,2026-04-08,Administration,Water,5634.68,2026-04
COST001166,2026-04-08,Administration,Maintenance,5879.95,2026-04
COST001167,2026-04-08,Hostel,Other,3204.3,2026-04
COST001168,2026-04-08,Hostel,Cleaning,3696.45,2026-04
COST001169,2026-04-08,Canteen,Internet,2555.82,2026-04
COST001170,2026-04-08,Canteen,Cleaning,3033.64,2026-04
COST001171,2026-04-08,Academic,Electricity,17993.8,2026-04
COST001172,2026-04-08,Academic,Water,4085.23,2026-04
COST001173,2026-04-08,Maintenance,Maintenance,7772.7,2026-04
COST001174,2026-04-08,Maintenance,Electricity,17228.51,2026-04
COST001175,2026-04-08,Transport,Food,14641.36,2026-04
COST001176,2026-04-08,Transport,Electricity,13365.84,2026-04
COST001177,2026-04-09,Administration,Electricity,13724.04,2026-04
COST001178,2026-04-09,Administration,Transport,7104.4,2026-04
COST001179,2026-04-09,Hostel,Water,6071.64,2026-04
COST001180,2026-04-09,Hostel,Internet,2519.29,2026-04
COST001181,2026-04-09,Canteen,Maintenance,9130.23,2026-04
COST001182,2026-04-09,Canteen,Internet,2559.53,2026-04
COST001183,2026-04-09,Academic,Maintenance,4500.1,2026-04
COST001184,2026-04-09,Academic,Cleaning,3308.12,2026-04
COST001185,2026-04-09,Maintenance,Transport,6475.64,2026-04
COST001186,2026-04-09,Maintenance,Maintenance,10594.55,2026-04
COST001187,2026-04-09,Transport,Transport,5853.31,2026-04
COST001188,2026-04-09,Transport,Other,2248.17,2026-04
COST001189,2026-04-10,Administration,Other,2679.2,2026-04
COST001190,2026-04-10,Administration,Electricity,16832.56,2026-04
COST001191,2026-04-10,Hostel,Electricity,18681.25,2026-04
COST001192,2026-04-10,Hostel,Maintenance,6183.69,2026-04
COST001193,2026-04-10,Canteen,Other,3377.68,2026-04
COST001194,2026-04-10,Canteen,Water,3967.26,2026-04
COST001195,2026-04-10,Academic,Cleaning,3967.88,2026-04
COST001196,2026-04-10,Academic,Food,14724.47,2026-04
COST001197,2026-04-10,Maintenance,Food,12764.59,2026-04
COST001198,2026-04-10,Maintenance,Internet,2272.06,2026-04
COST001199,2026-04-10,Transport,Cleaning,2809.29,2026-04
COST001200,2026-04-10,Transport,Water,4074.44,2026-04
COST001201,2026-04-11,Administration,Cleaning,4957.13,2026-04
COST001202,2026-04-11,Administration,Other,2157.75,2026-04
COST001203,2026-04-11,Hostel,Electricity,16288.4,2026-04
COST001204,2026-04-11,Hostel,Water,3916.48,2026-04
COST001205,2026-04-11,Canteen,Electricity,10967.71,2026-04
COST001206,2026-04-11,Canteen,Food,9394.99,2026-04
COST001207,2026-04-11,Academic,Water,5271.59,2026-04
COST001208,2026-04-11,Academic,Maintenance,9950.73,2026-04
COST001209,2026-04-11,Maintenance,Electricity,15803.7,2026-04
COST001210,2026-04-11,Maintenance,Transport,7031.61,2026-04
COST001211,2026-04-11,Transport,Water,5169.95,2026-04
COST001212,2026-04-11,Transport,Maintenance,8045.84,2026-04
COST001213,2026-04-12,Administration,Maintenance,8240.89,2026-04
COST001214,2026-04-12,Administration,Cleaning,4857.7,2026-04
COST001215,2026-04-12,Hostel,Maintenance,7128.62,2026-04
COST001216,2026-04-12,Hostel,Electricity,11223.85,2026-04
COST001217,2026-04-12,Canteen,Maintenance,8460.19,2026-04
COST001218,2026-04-12,Canteen,Electricity,12819.03,2026-04
COST001219,2026-04-12,Academic,Other,3304.08,2026-04
COST001220,2026-04-12,Academic,Electricity,23003.78,2026-04
COST001221,2026-04-12,Maintenance,Maintenance,8404.65,2026-04
COST001222,2026-04-12,Maintenance,Electricity,17844.98,2026-04
COST001223,2026-04-12,Transport,Food,10504.57,2026-04
COST001224,2026-04-12,Transport,Other,2413.17,2026-04
COST001225,2026-04-13,Administration,Electricity,13491.69,2026-04
COST001226,2026-04-13,Administration,Cleaning,4202.72,2026-04
COST001227,2026-04-13,Hostel,Other,3540.16,2026-04
COST001228,2026-04-13,Hostel,Maintenance,8755.95,2026-04
COST001229,2026-04-13,Canteen,Cleaning,4432.64,2026-04
COST001230,2026-04-13,Canteen,Electricity,8188.55,2026-04
COST001231,2026-04-13,Academic,Internet,2688.35,2026-04
COST001232,2026-04-13,Academic,Other,2508.09,2026-04
COST001233,2026-04-13,Maintenance,Food,9829.54,2026-04
COST001234,2026-04-13,Maintenance,Other,2309.66,2026-04
COST001235,2026-04-13,Transport,Other,3617.86,2026-04
COST001236,2026-04-13,Transport,Internet,2369.05,2026-04
COST001237,2026-04-14,Administration,Cleaning,3903.94,2026-04
COST001238,2026-04-14,Administration,Transport,6723.29,2026-04
COST001239,2026-04-14,Hostel,Cleaning,4397.69,2026-04
COST001240,2026-04-14,Hostel,Electricity,12087.86,2026-04
COST001241,2026-04-14,Canteen,Internet,3306.66,2026-04
COST001242,2026-04-14,Canteen,Transport,9620.71,2026-04
COST001243,2026-04-14,Academic,Transport,7384.57,2026-04
COST001244,2026-04-14,Academic,Electricity,16885.29,2026-04
COST001245,2026-04-14,Maintenance,Water,4956.69,2026-04
COST001246,2026-04-14,Maintenance,Other,4122.99,2026-04
COST001247,2026-04-14,Transport,Maintenance,9642.4,2026-04
COST001248,2026-04-14,Transport,Transport,10499.65,2026-04
COST001249,2026-04-15,Administration,Other,3171.05,2026-04
COST001250,2026-04-15,Administration,Electricity,14329.14,2026-04
COST001251,2026-04-15,Hostel,Internet,3032.04,2026-04
COST001252,2026-04-15,Hostel,Transport,8181.53,2026-04
COST001253,2026-04-15,Canteen,Water,5307.91,2026-04
COST001254,2026-04-15,Canteen,Internet,3047.17,2026-04
COST001255,2026-04-15,Academic,Transport,7778.63,2026-04
COST001256,2026-04-15,Academic,Electricity,18208.48,2026-04
COST001257,2026-04-15,Maintenance,Maintenance,5508.72,2026-04
COST001258,2026-04-15,Maintenance,Internet,1654.41,2026-04
COST001259,2026-04-15,Transport,Internet,2425.91,2026-04
COST001260,2026-04-15,Transport,Food,12154.19,2026-04
COST001261,2026-04-16,Administration,Other,2692.91,2026-04
COST001262,2026-04-16,Administration,Cleaning,2888.68,2026-04
COST001263,2026-04-16,Hostel,Internet,4157.38,2026-04
COST001264,2026-04-16,Hostel,Maintenance,5462.93,2026-04
COST001265,2026-04-16,Canteen,Water,5661.83,2026-04
COST001266,2026-04-16,Canteen,Maintenance,11348.98,2026-04
COST001267,2026-04-16,Academic,Internet,2660.72,2026-04
COST001268,2026-04-16,Academic,Cleaning,5600.1,2026-04
COST001269,2026-04-16,Maintenance,Other,2833.14,2026-04
COST001270,2026-04-16,Maintenance,Water,2991.56,2026-04
COST001271,2026-04-16,Transport,Electricity,13271.03,2026-04
COST001272,2026-04-16,Transport,Maintenance,10078.72,2026-04
COST001273,2026-04-17,Administration,Transport,4707.68,2026-04
COST001274,2026-04-17,Administration,Electricity,18361.39,2026-04
COST001275,2026-04-17,Hostel,Water,6691.86,2026-04
COST001276,2026-04-17,Hostel,Transport,4924.91,2026-04
COST001277,2026-04-17,Canteen,Food,10281.87,2026-04
COST001278,2026-04-17,Canteen,Transport,6034.52,2026-04
COST001279,2026-04-17,Academic,Other,2289.46,2026-04
COST001280,2026-04-17,Academic,Water,6822.79,2026-04
COST001281,2026-04-17,Maintenance,Maintenance,7021.35,2026-04
COST001282,2026-04-17,Maintenance,Electricity,13892.63,2026-04
COST001283,2026-04-17,Transport,Other,2264.47,2026-04
COST001284,2026-04-17,Transport,Transport,4478.05,2026-04
COST001285,2026-04-18,Administration,Water,3617.03,2026-04
COST001286,2026-04-18,Administration,Cleaning,4922.52,2026-04
COST001287,2026-04-18,Hostel,Water,5644.49,2026-04
COST001288,2026-04-18,Hostel,Cleaning,5975.98,2026-04
COST001289,2026-04-18,Canteen,Internet,2657.39,2026-04
COST001290,2026-04-18,Canteen,Maintenance,3937.25,2026-04
COST001291,2026-04-18,Academic,Other,4443.35,2026-04
COST001292,2026-04-18,Academic,Internet,3243.73,2026-04
COST001293,2026-04-18,Maintenance,Other,1362.41,2026-04
COST001294,2026-04-18,Maintenance,Water,4946.89,2026-04
COST001295,2026-04-18,Transport,Food,13581.15,2026-04
COST001296,2026-04-18,Transport,Cleaning,3998.86,2026-04
COST001297,2026-04-19,Administration,Cleaning,3828.51,2026-04
COST001298,2026-04-19,Administration,Water,5523.74,2026-04
COST001299,2026-04-19,Hostel,Internet,2029.4,2026-04
COST001300,2026-04-19,Hostel,Cleaning,3054.48,2026-04
COST001301,2026-04-19,Canteen,Other,2901.75,2026-04
COST001302,2026-04-19,Canteen,Water,4748.08,2026-04
COST001303,2026-04-19,Academic,Other,3341.87,2026-04
COST001304,2026-04-19,Academic,Transport,5916.16,2026-04
COST001305,2026-04-19,Maintenance,Water,4687.42,2026-04
COST001306,2026-04-19,Maintenance,Maintenance,7145.37,2026-04
COST001307,2026-04-19,Transport,Water,4430.46,2026-04
COST001308,2026-04-19,Transport,Transport,9470.58,2026-04
COST001309,2026-04-20,Administration,Food,9831.68,2026-04
COST001310,2026-04-20,Administration,Other,3839.33,2026-04
COST001311,2026-04-20,Hostel,Food,8358.57,2026-04
COST001312,2026-04-20,Hostel,Internet,2439.26,2026-04
COST001313,2026-04-20,Canteen,Transport,6826.3,2026-04
COST001314,2026-04-20,Canteen,Cleaning,4630.17,2026-04
COST001315,2026-04-20,Academic,Maintenance,9461.42,2026-04
COST001316,2026-04-20,Academic,Transport,8771.17,2026-04
COST001317,2026-04-20,Maintenance,Electricity,9655.12,2026-04
COST001318,2026-04-20,Maintenance,Food,10462.58,2026-04
COST001319,2026-04-20,Transport,Water,6242.85,2026-04
COST001320,2026-04-20,Transport,Maintenance,8843.24,2026-04
COST001321,2026-04-21,Administration,Transport,7724.19,2026-04
COST001322,2026-04-21,Administration,Water,5310.26,2026-04
COST001323,2026-04-21,Hostel,Cleaning,3713.93,2026-04
COST001324,2026-04-21,Hostel,Electricity,17216.77,2026-04
COST001325,2026-04-21,Canteen,Transport,5687.38,2026-04
COST001326,2026-04-21,Canteen,Cleaning,3170.45,2026-04
COST001327,2026-04-21,Academic,Transport,6512.47,2026-04
COST001328,2026-04-21,Academic,Maintenance,9258.73,2026-04
COST001329,2026-04-21,Maintenance,Maintenance,6439.32,2026-04
COST001330,2026-04-21,Maintenance,Transport,6675.63,2026-04
COST001331,2026-04-21,Transport,Food,7581.82,2026-04
COST001332,2026-04-21,Transport,Maintenance,5846.5,2026-04
COST001333,2026-04-22,Administration,Maintenance,11554.03,2026-04
COST001334,2026-04-22,Administration,Electricity,11744.72,2026-04
COST001335,2026-04-22,Hostel,Transport,9201.74,2026-04
COST001336,2026-04-22,Hostel,Other,4089.29,2026-04
COST001337,2026-04-22,Canteen,Other,2412.1,2026-04
COST001338,2026-04-22,Canteen,Internet,2182.0,2026-04
COST001339,2026-04-22,Academic,Electricity,14700.81,2026-04
COST001340,2026-04-22,Academic,Other,3534.2,2026-04
COST001341,2026-04-22,Maintenance,Maintenance,8556.82,2026-04
COST001342,2026-04-22,Maintenance,Internet,2427.59,2026-04
COST001343,2026-04-22,Transport,Food,8691.38,2026-04
COST001344,2026-04-22,Transport,Transport,7080.53,2026-04
COST001345,2026-04-23,Administration,Cleaning,2950.69,2026-04
COST001346,2026-04-23,Administration,Food,15142.2,2026-04
COST001347,2026-04-23,Hostel,Internet,1498.38,2026-04
COST001348,2026-04-23,Hostel,Water,3694.2,2026-04
COST001349,2026-04-23,Canteen,Internet,2408.06,2026-04
COST001350,2026-04-23,Canteen,Electricity,10816.67,2026-04
COST001351,2026-04-23,Academic,Food,9563.99,2026-04
COST001352,2026-04-23,Academic,Cleaning,4607.65,2026-04
