cost_id,date,department,expense_category,amount
COST001077,2026-03-31,Maintenance,Cleaning,4305.75
COST001078,2026-03-31,Maintenance,Water,5799.02
COST001079,2026-03-31,Transport,Internet,2491.99
COST001080,2026-03-31,Transport,Maintenance,7812.23
COST001081,2026-04-01,Administration,Maintenance,6489.26
COST001082,2026-04-01,Administration,Water,4704.88
COST001083,2026-04-01,Hostel,Maintenance,6480.05
COST001084,2026-04-01,Hostel,Water,4173.92
COST001085,2026-04-01,Canteen,Internet,2996.73
COST001086,2026-04-01,Canteen,Food,7064.5
COST001087,2026-04-01,Academic,Cleaning,4061.84
COST001088,2026-04-01,Academic,Food,13698.34
COST001089,2026-04-01,Maintenance,Internet,2329.22
COST001090,2026-04-01,Maintenance,Maintenance,7514.79
COST001091,2026-04-01,Transport,Cleaning,2962.46
COST001092,2026-04-01,Transport,Electricity,17460.27
COST001093,2026-04-02,Administration,Maintenance,7453.74
COST001094,2026-04-02,Administration,Transport,7126.9
COST001095,2026-04-02,Hostel,Food,16054.48
COST001096,2026-04-02,Hostel,Cleaning,4263.98
COST001097,2026-04-02,Canteen,Cleaning,4721.77
COST001098,2026-04-02,Canteen,Internet,1588.77
COST001099,2026-04-02,Academic,Food,14637.51
COST001100,2026-04-02,Academic,Transport,7542.13
COST001101,2026-04-02,Maintenance,Internet,2223.86
COST001102,2026-04-02,Maintenance,Cleaning,3561.68
COST001103,2026-04-02,Transport,Water,5963.76
COST001104,2026-04-02,Transport,Transport,6644.22
COST001105,2026-04-03,Administration,Maintenance,8904.73
COST001106,2026-04-03,Administration,Cleaning,4133.58
COST001107,2026-04-03,Hostel,Internet,2289.21
COST001108,2026-04-03,Hostel,Food,15497.29
COST001109,2026-04-03,Canteen,Internet,2274.18
COST001110,2026-04-03,Canteen,Water,4650.69
COST001111,2026-04-03,Academic,Maintenance,5889.32
COST001112,2026-04-03,Academic,Cleaning,3371.06
COST001113,2026-04-03,Maintenance,Water,4162.57
COST001114,2026-04-03,Maintenance,Cleaning,4206.88
COST001115,2026-04-03,Transport,Water,5286.68
COST001116,2026-04-03,Transport,Internet,2532.53
COST001117,2026-04-04,Administration,Cleaning,4531.03
COST001118,2026-04-04,Administration,Internet,2358.09
COST001119,2026-04-04,Hostel,Internet,2623.74
COST001120,2026-04-04,Hostel,Water,4736.28
COST001121,2026-04-04,Canteen,Water,5104.44
COST001122,2026-04-04,Canteen,Maintenance,4815.72
COST001123,2026-04-04,Academic,Water,5150.76
COST001124,2026-04-04,Academic,Internet,2040.33
COST001125,2026-04-04,Maintenance,Other,3409.45
COST001126,2026-04-04,Maintenance,Maintenance,5364.35
COST001127,2026-04-04,Transport,Maintenance,8192.5
COST001128,2026-04-04,Transport,Electricity,14197.55
COST001129,2026-04-05,Administration,Water,3981.86
COST001130,2026-04-05,Administration,Electricity,14532.93
COST001131,2026-04-05,Hostel,Transport,7628.69
COST001132,2026-04-05,Hostel,Maintenance,6067.91
COST001133,2026-04-05,Canteen,Maintenance,5751.28
COST001134,2026-04-05,Canteen,Food,8698.06
COST001135,2026-04-05,Academic,Water,4940.81
COST001136,2026-04-05,Academic,Maintenance,6941.78
COST001137,2026-04-05,Maintenance,Food,15697.99
COST001138,2026-04-05,Maintenance,Cleaning,3215.16
COST001139,2026-04-05,Transport,Water,5480.84
COST001140,2026-04-05,Transport,Electricity,18521.57
COST001141,2026-04-06,Administration,Food,14199.74
COST001142,2026-04-06,Administration,Cleaning,4413.2
COST001143,2026-04-06,Hostel,Food,13029.08
COST001144,2026-04-06,Hostel,Water,5132.03
COST001145,2026-04-06,Canteen,Transport,7940.16
COST001146,2026-04-06,Canteen,Water,4106.04
COST001147,2026-04-06,Academic,Internet,3393.68
COST001148,2026-04-06,Academic,Other,3694.7
COST001149,2026-04-06,Maintenance,Food,14057.9
COST001150,2026-04-06,Maintenance,Water,5093.31
COST001151,2026-04-06,Transport,Food,10949.71
COST001152,2026-04-06,Transport,Water,5202.93
COST001153,2026-04-07,Administration,Water,4409.3
COST001154,2026-04-07,Administration,Food,10691.03
COST001155,2026-04-07,Hostel,Electricity,15232.77
COST001156,2026-04-07,Hostel,Cleaning,4757.31
COST001157,2026-04-07,Canteen,Cleaning,4290.57
COST001158,2026-04-07,Canteen,Electricity,14076.61
COST001159,2026-04-07,Academic,Maintenance,8666.32
COST001160,2026-04-07,Academic,Cleaning,5253.87
COST001161,2026-04-07,Maintenance,Food,13336.4
COST001162,2026-04-07,Maintenance,Transport,5868.32
COST001163,2026-04-07,Transport,Other,3084.28
COST001164,2026-04-07,Transport,Maintenance,5454.66
COST001165,2026-04-08,Administration,Water,5634.68
COST001166,2026-04-08,Administration,Maintenance,5879.95
COST001167,2026-04-08,Hostel,Other,3204.3
COST001168,2026-04-08,Hostel,Cleaning,3696.45
COST001169,2026-04-08,Canteen,Internet,2555.82
COST001170,2026-04-08,Canteen,Cleaning,3033.64
COST001171,2026-04-08,Academic,Electricity,17993.8
COST001172,2026-04-08,Academic,Water,4085.23
COST001173,2026-04-08,Maintenance,Maintenance,7772.7
COST001174,2026-04-08,Maintenance,Electricity,17228.51
COST001175,2026-04-08,Transport,Food,14641.36
COST001176,2026-04-08,Transport,Electricity,13365.84
COST001177,2026-04-09,Administration,Electricity,13724.04
COST001178,2026-04-09,Administration,Transport,7104.4
COST001179,2026-04-09,Hostel,Water,6071.64
COST001180,2026-04-09,Hostel,Internet,2519.29
COST001181,2026-04-09,Canteen,Maintenance,9130.23
COST001182,2026-04-09,Canteen,Internet,2559.53
COST001183,2026-04-09,Academic,Maintenance,4500.1
COST001184,2026-04-09,Academic,Cleaning,3308.12
COST001185,2026-04-09,Maintenance,Transport,6475.64
COST001186,2026-04-09,Maintenance,Maintenance,10594.55
COST001187,2026-04-09,Transport,Transport,5853.31
COST001188,2026-04-09,Transport,Other,2248.17
COST001189,2026-04-10,Administration,Other,2679.2
COST001190,2026-04-10,Administration,Electricity,16832.56
COST001191,2026-04-10,Hostel,Electricity,18681.25
COST001192,2026-04-10,Hostel,Maintenance,6183.69
COST001193,2026-04-10,Canteen,Other,3377.68
COST001194,2026-04-10,Canteen,Water,3967.26
COST001195,2026-04-10,Academic,Cleaning,3967.88
COST001196,2026-04-10,Academic,Food,14724.47
COST001197,2026-04-10,Maintenance,Food,12764.59
COST001198,2026-04-10,Maintenance,Internet,2272.06
COST001199,2026-04-10,Transport,Cleaning,2809.29
COST001200,2026-04-10,Transport,Water,4074.44
COST001201,2026-04-11,Administration,Cleaning,4957.13
COST001202,2026-04-11,Administration,Other,2157.75
COST001203,2026-04-11,Hostel,Electricity,16288.4
COST001204,2026-04-11,Hostel,Water,3916.48
COST001205,2026-04-11,Canteen,Electricity,10967.71
COST001206,2026-04-11,Canteen,Food,9394.99
COST001207,2026-04-11,Academic,Water,5271.59
COST001208,2026-04-11,Academic,Maintenance,9950.73
COST001209,2026-04-11,Maintenance,Electricity,15803.7
COST001210,2026-04-11,Maintenance,Transport,7031.61
COST001211,2026-04-11,Transport,Water,5169.95
COST001212,2026-04-11,Transport,Maintenance,8045.84
COST001213,2026-04-12,Administration,Maintenance,8240.89
COST001214,2026-04-12,Administration,Cleaning,4857.7
COST001215,2026-04-12,Hostel,Maintenance,7128.62
COST001216,2026-04-12,Hostel,Electricity,11223.85
COST001217,2026-04-12,Canteen,Maintenance,8460.19
COST001218,2026-04-12,Canteen,Electricity,12819.03
COST001219,2026-04-12,Academic,Other,3304.08
COST001220,2026-04-12,Academic,Electricity,23003.78
COST001221,2026-04-12,Maintenance,Maintenance,8404.65
COST001222,2026-04-12,Maintenance,Electricity,17844.98
COST001223,2026-04-12,Transport,Food,10504.57
COST001224,2026-04-12,Transport,Other,2413.17
COST001225,2026-04-13,Administration,Electricity,13491.69
COST001226,2026-04-13,Administration,Cleaning,4202.72
COST001227,2026-04-13,Hostel,Other,3540.16
COST001228,2026-04-13,Hostel,Maintenance,8755.95
COST001229,2026-04-13,Canteen,Cleaning,4432.64
COST001230,2026-04-13,Canteen,Electricity,8188.55
COST001231,2026-04-13,Academic,Internet,2688.35
COST001232,2026-04-13,Academic,Other,2508.09
COST001233,2026-04-13,Maintenance,Food,9829.54
COST001234,2026-04-13,Maintenance,Other,2309.66
COST001235,2026-04-13,Transport,Other,3617.86
COST001236,2026-04-13,Transport,Internet,2369.05
COST001237,2026-04-14,Administration,Cleaning,3903.94
COST001238,2026-04-14,Administration,Transport,6723.29
COST001239,2026-04-14,Hostel,Cleaning,4397.69
COST001240,2026-04-14,Hostel,Electricity,12087.86
COST001241,2026-04-14,Canteen,Internet,3306.66
COST001242,2026-04-14,Canteen,Transport,9620.71
COST001243,2026-04-14,Academic,Transport,7384.57
COST001244,2026-04-14,Academic,Electricity,16885.29
COST001245,2026-04-14,Maintenance,Water,4956.69
COST001246,2026-04-14,Maintenance,Other,4122.99
COST001247,2026-04-14,Transport,Maintenance,9642.4
COST001248,2026-04-14,Transport,Transport,10499.65
COST001249,2026-04-15,Administration,Other,3171.05
COST001250,2026-04-15,Administration,Electricity,14329.14
COST001251,2026-04-15,Hostel,Internet,3032.04
COST001252,2026-04-15,Hostel,Transport,8181.53
COST001253,2026-04-15,Canteen,Water,5307.91
COST001254,2026-04-15,Canteen,Internet,3047.17
COST001255,2026-04-15,Academic,Transport,7778.63
COST001256,2026-04-15,Academic,Electricity,18208.48
COST001257,2026-04-15,Maintenance,Maintenance,5508.72
COST001258,2026-04-15,Maintenance,Internet,1654.41
COST001259,2026-04-15,Transport,Internet,2425.91
COST001260,2026-04-15,Transport,Food,12154.19
COST001261,2026-04-16,Administration,Other,2692.91
COST001262,2026-04-16,Administration,Cleaning,2888.68
COST001263,2026-04-16,Hostel,Internet,4157.38
COST001264,2026-04-16,Hostel,Maintenance,5462.93
COST001265,2026-04-16,Canteen,Water,5661.83
COST001266,2026-04-16,Canteen,Maintenance,11348.98
COST001267,2026-04-16,Academic,Internet,2660.72
COST001268,2026-04-16,Academic,Cleaning,5600.1
COST001269,2026-04-16,Maintenance,Other,2833.14
COST001270,2026-04-16,Maintenance,Water,2991.56
COST001271,2026-04-16,Transport,Electricity,13271.03
COST001272,2026-04-16,Transport,Maintenance,10078.72
COST001273,2026-04-17,Administration,Transport,4707.68
COST001274,2026-04-17,Administration,Electricity,18361.39
COST001275,2026-04-17,Hostel,Water,6691.86
COST001276,2026-04-17,Hostel,Transport,4924.91
COST001277,2026-04-17,Canteen,Food,10281.87
COST001278,2026-04-17,Canteen,Transport,6034.52
COST001279,2026-04-17,Academic,Other,2289.46
COST001280,2026-04-17,Academic,Water,6822.79
COST001281,2026-04-17,Maintenance,Maintenance,7021.35
COST001282,2026-04-17,Maintenance,Electricity,13892.63
COST001283,2026-04-17,Transport,Other,2264.47
COST001284,2026-04-17,Transport,Transport,4478.05
COST001285,2026-04-18,Administration,Water,3617.03
COST001286,2026-04-18,Administration,Cleaning,4922.52
COST001287,2026-04-18,Hostel,Water,5644.49
COST001288,2026-04-18,Hostel,Cleaning,5975.98
COST001289,2026-04-18,Canteen,Internet,2657.39
COST001290,2026-04-18,Canteen,Maintenance,3937.25
COST001291,2026-04-18,Academic,Other,4443.35
COST001292,2026-04-18,Academic,Internet,3243.73
COST001293,2026-04-18,Maintenance,Other,1362.41
COST001294,2026-04-18,Maintenance,Water,4946.89
COST001295,2026-04-18,Transport,Food,13581.15
COST001296,2026-04-18,Transport,Cleaning,3998.86
COST001297,2026-04-19,Administration,Cleaning,3828.51
COST001298,2026-04-19,Administration,Water,5523.74
COST001299,2026-04-19,Hostel,Internet,2029.4
COST001300,2026-04-19,Hostel,Cleaning,3054.48
COST001301,2026-04-19,Canteen,Other,2901.75
COST001302,2026-04-19,Canteen,Water,4748.08
COST001303,2026-04-19,Academic,Other,3341.87
COST001304,2026-04-19,Academic,Transport,5916.16
COST001305,2026-04-19,Maintenance,Water,4687.42
COST001306,2026-04-19,Maintenance,Maintenance,7145.37
COST001307,2026-04-19,Transport,Water,4430.46
COST001308,2026-04-19,Transport,Transport,9470.58
COST001309,2026-04-20,Administration,Food,9831.68
COST001310,2026-04-20,Administration,Other,3839.33
COST001311,2026-04-20,Hostel,Food,8358.57
COST001312,2026-04-20,Hostel,Internet,2439.26
COST001313,2026-04-20,Canteen,Transport,6826.3
COST001314,2026-04-20,Canteen,Cleaning,4630.17
COST001315,2026-04-20,Academic,Maintenance,9461.42
COST001316,2026-04-20,Academic,Transport,8771.17
COST001317,2026-04-20,Maintenance,Electricity,9655.12
COST001318,2026-04-20,Maintenance,Food,10462.58
COST001319,2026-04-20,Transport,Water,6242.85
COST001320,2026-04-20,Transport,Maintenance,8843.24
COST001321,2026-04-21,Administration,Transport,7724.19
COST001322,2026-04-21,Administration,Water,5310.26
COST001323,2026-04-21,Hostel,Cleaning,3713.93
COST001324,2026-04-21,Hostel,Electricity,17216.77
COST001325,2026-04-21,Canteen,Transport,5687.38
COST001326,2026-04-21,Canteen,Cleaning,3170.45
COST001327,2026-04-21,Academic,Transport,6512.47
COST001328,2026-04-21,Academic,Maintenance,9258.73
COST001329,2026-04-21,Maintenance,Maintenance,6439.32
COST001330,2026-04-21,Maintenance,Transport,6675.63
COST001331,2026-04-21,Transport,Food,7581.82
COST001332,2026-04-21,Transport,Maintenance,5846.5
COST001333,2026-04-22,Administration,Maintenance,11554.03
COST001334,2026-04-22,Administration,Electricity,11744.72
COST001335,2026-04-22,Hostel,Transport,9201.74
COST001336,2026-04-22,Hostel,Other,4089.29
COST001337,2026-04-22,Canteen,Other,2412.1
COST001338,2026-04-22,Canteen,Internet,2182.0
COST001339,2026-04-22,Academic,Electricity,14700.81
COST001340,2026-04-22,Academic,Other,3534.2
COST001341,2026-04-22,Maintenance,Maintenance,8556.82
COST001342,2026-04-22,Maintenance,Internet,2427.59
COST001343,2026-04-22,Transport,Food,8691.38
COST001344,2026-04-22,Transport,Transport,7080.53
COST001345,2026-04-23,Administration,Cleaning,2950.69
COST001346,2026-04-23,Administration,Food,15142.2
COST001347,2026-04-23,Hostel,Internet,1498.38
COST001348,2026-04-23,Hostel,Water,3694.2
COST001349,2026-04-23,Canteen,Internet,2408.06
COST001350,2026-04-23,Canteen,Electricity,10816.67
COST001351,2026-04-23,Academic,Food,9563.99
COST001352,2026-04-23,Academic,Cleaning,4607.65
COST001353,2026-04-23,Maintenance,Cleaning,3134.83
COST001354,2026-04-23,Maintenance,Other,2458.14
COST001355,2026-04-23,Transport,Cleaning,3977.58
COST001356,2026-04-23,Transport,Other,3142.48
COST001357,2026-04-24,Administration,Maintenance,7390.64
COST001358,2026-04-24,Administration,Food,14173.91
COST001359,2026-04-24,Hostel,Internet,1881.94
COST001360,2026-04-24,Hostel,Cleaning,3697.4
COST001361,2026-04-24,Canteen,Food,8276.58
COST001362,2026-04-24,Canteen,Transport,6153.47
COST001363,2026-04-24,Academic,Other,3546.22
COST001364,2026-04-24,Academic,Water,3189.14
COST001365,2026-04-24,Maintenance,Other,2774.64
COST001366,2026-04-24,Maintenance,Water,6580.04
COST001367,2026-04-24,Transport,Electricity,17238.44
COST001368,2026-04-24,Transport,Other,3618.08
COST001369,2026-04-25,Administration,Maintenance,10003.37
COST001370,2026-04-25,Administration,Other,2382.88
COST001371,2026-04-25,Hostel,Internet,2860.83
COST001372,2026-04-25,Hostel,Maintenance,7487.86
COST001373,2026-04-25,Canteen,Cleaning,4822.53
COST001374,2026-04-25,Canteen,Transport,6769.21
COST001375,2026-04-25,Academic,Other,3193.86
COST001376,2026-04-25,Academic,Internet,2504.1
COST001377,2026-04-25,Maintenance,Water,4698.51
COST001378,2026-04-25,Maintenance,Maintenance,6154.69
COST001379,2026-04-25,Transport,Other,3335.37
COST001380,2026-04-25,Transport,Electricity,19644.59
COST001381,2026-04-26,Administration,Maintenance,7958.19
COST001382,2026-04-26,Administration,Electricity,8289.83
COST001383,2026-04-26,Hostel,Internet,1964.79
COST001384,2026-04-26,Hostel,Water,4067.03
COST001385,2026-04-26,Canteen,Water,4874.8
COST001386,2026-04-26,Canteen,Internet,2061.29
COST001387,2026-04-26,Academic,Electricity,18629.03
COST001388,2026-04-26,Academic,Other,2706.43
COST001389,2026-04-26,Maintenance,Internet,2967.44
COST001390,2026-04-26,Maintenance,Food,17321.27
COST001391,2026-04-26,Transport,Other,930.08
COST001392,2026-04-26,Transport,Internet,2893.72
COST001393,2026-04-27,Administration,Electricity,13759.78
COST001394,2026-04-27,Administration,Maintenance,7584.95
COST001395,2026-04-27,Hostel,Cleaning,4798.63
COST001396,2026-04-27,Hostel,Food,12108.53
COST001397,2026-04-27,Canteen,Food,8618.84
COST001398,2026-04-27,Canteen,Maintenance,8769.72
COST001399,2026-04-27,Academic,Internet,2153.14
COST001400,2026-04-27,Academic,Transport,6443.27
COST001401,2026-04-27,Maintenance,Cleaning,5131.28
COST001402,2026-04-27,Maintenance,Transport,6766.17
COST001403,2026-04-27,Transport,Internet,3702.45
COST001404,2026-04-27,Transport,Water,5260.35
COST001405,2026-04-28,Administration,Water,5317.48
COST001406,2026-04-28,Administration,Electricity,12677.66
COST001407,2026-04-28,Hostel,Electricity,21073.82
COST001408,2026-04-28,Hostel,Maintenance,6621.23
COST001409,2026-04-28,Canteen,Cleaning,3883.38
COST001410,2026-04-28,Canteen,Transport,7364.25
COST001411,2026-04-28,Academic,Electricity,19143.93
COST001412,2026-04-28,Academic,Internet,3139.51
COST001413,2026-04-28,Maintenance,Electricity,19762.71
COST001414,2026-04-28,Maintenance,Food,13663.58
COST001415,2026-04-28,Transport,Internet,2221.1
COST001416,2026-04-28,Transport,Maintenance,10962.4
COST001417,2026-04-29,Administration,Cleaning,2834.54
COST001418,2026-04-29,Administration,Water,5414.42
COST001419,2026-04-29,Hostel,Transport,6572.58
COST001420,2026-04-29,Hostel,Cleaning,4280.34
COST001421,2026-04-29,Canteen,Internet,2296.96
COST001422,2026-04-29,Canteen,Maintenance,10233.55
COST001423,2026-04-29,Academic,Water,4539.38
COST001424,2026-04-29,Academic,Food,12955.68
COST001425,2026-04-29,Maintenance,Food,12102.99
COST001426,2026-04-29,Maintenance,Electricity,16936.2
COST001427,2026-04-29,Transport,Internet,2510.29
COST001428,2026-04-29,Transport,Food,13390.33
COST001429,2026-04-30,Administration,Other,3203.09
COST001430,2026-04-30,Administration,Electricity,15913.23
COST001431,2026-04-30,Hostel,Transport,5569.41
COST001432,2026-04-30,Hostel,Electricity,14917.94
COST001433,2026-04-30,Canteen,Water,4618.62
COST001434,2026-04-30,Canteen,Electricity,8999.66
COST001435,2026-04-30,Academic,Electricity,14754.92
COST001436,2026-04-30,Academic,Maintenance,10544.43
COST001437,2026-04-30,Maintenance,Transport,8424.53
COST001438,2026-04-30,Maintenance,Internet,2730.64
COST001439,2026-04-30,Transport,Water,6168.5
COST001440,2026-04-30,Transport,Food,12496.27
COST001441,2026-05-01,Administration,Maintenance,5323.53
COST001442,2026-05-01,Administration,Food,9746.59
COST001443,2026-05-01,Hostel,Maintenance,8664.07
COST001444,2026-05-01,Hostel,Food,12272.53
COST001445,2026-05-01,Canteen,Transport,5925.47
COST001446,2026-05-01,Canteen,Electricity,14088.9
COST001447,2026-05-01,Academic,Cleaning,3154.75
COST001448,2026-05-01,Academic,Maintenance,7327.02
COST001449,2026-05-01,Maintenance,Other,3117.36
COST001450,2026-05-01,Maintenance,Transport,8508.29
COST001451,2026-05-01,Transport,Internet,1723.14
COST001452,2026-05-01,Transport,Water,5267.93
COST001453,2026-05-02,Administration,Cleaning,3039.09
COST001454,2026-05-02,Administration,Water,5933.18
COST001455,2026-05-02,Hostel,Other,3568.41
COST001456,2026-05-02,Hostel,Maintenance,6537.62
COST001457,2026-05-02,Canteen,Internet,3704.23
COST001458,2026-05-02,Canteen,Cleaning,3714.5
COST001459,2026-05-02,Academic,Water,5265.07
COST001460,2026-05-02,Academic,Cleaning,4196.25
COST001461,2026-05-02,Maintenance,Water,4653.47
COST001462,2026-05-02,Maintenance,Food,10318.51
COST001463,2026-05-02,Transport,Food,18465.27
COST001464,2026-05-02,Transport,Maintenance,4836.37
COST001465,2026-05-03,Administration,Other,3619.62
COST001466,2026-05-03,Administration,Maintenance,5561.3
COST001467,2026-05-03,Hostel,Water,4024.12
COST001468,2026-05-03,Hostel,Internet,2758.59
COST001469,2026-05-03,Canteen,Transport,9127.85
COST001470,2026-05-03,Canteen,Electricity,21142.04
COST001471,2026-05-03,Academic,Water,3280.86
COST001472,2026-05-03,Academic,Maintenance,5773.81
COST001473,2026-05-03,Maintenance,Maintenance,7435.56
COST001474,2026-05-03,Maintenance,Other,3099.26
COST001475,2026-05-03,Transport,Other,3670.91
COST001476,2026-05-03,Transport,Food,13435.83
COST001477,2026-05-04,Administration,Other,3310.76
COST001478,2026-05-04,Administration,Maintenance,8701.16
COST001479,2026-05-04,Hostel,Maintenance,7408.99
COST001480,2026-05-04,Hostel,Food,16857.71
COST001481,2026-05-04,Canteen,Cleaning,3514.31
COST001482,2026-05-04,Canteen,Water,5498.21
COST001483,2026-05-04,Academic,Transport,6885.43
COST001484,2026-05-04,Academic,Electricity,10658.9
COST001485,2026-05-04,Maintenance,Water,5549.29
COST001486,2026-05-04,Maintenance,Maintenance,7811.24
COST001487,2026-05-04,Transport,Maintenance,8424.53
COST001488,2026-05-04,Transport,Water,4344.71
COST001489,2026-05-05,Administration,Internet,1804.29
COST001490,2026-05-05,Administration,Maintenance,6825.8
COST001491,2026-05-05,Hostel,Food,13459.6
COST001492,2026-05-05,Hostel,Other,3447.68
COST001493,2026-05-05,Canteen,Internet,2095.4
COST001494,2026-05-05,Canteen,Maintenance,6992.79
COST001495,2026-05-05,Academic,Cleaning,4288.56
COST001496,2026-05-05,Academic,Electricity,13049.78
COST001497,2026-05-05,Maintenance,Food,8220.59
COST001498,2026-05-05,Maintenance,Other,2972.21
COST001499,2026-05-05,Transport,Maintenance,5386.08
COST001500,2026-05-05,Transport,Transport,9041.81
COST001501,2026-05-06,Administration,Food,12539.81
COST001502,2026-05-06,Administration,Cleaning,3846.2
COST001503,2026-05-06,Hostel,Electricity,16257.81
COST001504,2026-05-06,Hostel,Maintenance,8596.22
COST001505,2026-05-06,Canteen,Maintenance,7009.44
COST001506,2026-05-06,Canteen,Internet,2713.05
COST001507,2026-05-06,Academic,Transport,9952.81
COST001508,2026-05-06,Academic,Food,10432.28
COST001509,2026-05-06,Maintenance,Other,3526.9
COST001510,2026-05-06,Maintenance,Internet,3830.38
COST001511,2026-05-06,Transport,Cleaning,3718.85
COST001512,2026-05-06,Transport,Food,12049.61
COST001513,2026-05-07,Administration,Internet,2537.87
COST001514,2026-05-07,Administration,Other,2482.35
COST001515,2026-05-07,Hostel,Maintenance,7478.67
COST001516,2026-05-07,Hostel,Water,4357.22
COST001517,2026-05-07,Canteen,Other,3733.35
COST001518,2026-05-07,Canteen,Maintenance,7887.5
COST001519,2026-05-07,Academic,Cleaning,3597.22
COST001520,2026-05-07,Academic,Other,2896.03
COST001521,2026-05-07,Maintenance,Electricity,19647.26
COST001522,2026-05-07,Maintenance,Food,15244.37
COST001523,2026-05-07,Transport,Water,4725.05
COST001524,2026-05-07,Transport,Maintenance,8920.86
COST001525,2026-05-08,Administration,Food,14980.24
COST001526,2026-05-08,Administration,Maintenance,8890.2
COST001527,2026-05-08,Hostel,Food,10393.6
COST001528,2026-05-08,Hostel,Other,3077.76
COST001529,2026-05-08,Canteen,Food,11043.54
COST001530,2026-05-08,Canteen,Electricity,18010.18
COST001531,2026-05-08,Academic,Water,4677.93
COST001532,2026-05-08,Academic,Cleaning,2993.17
COST001533,2026-05-08,Maintenance,Maintenance,8186.23
COST001534,2026-05-08,Maintenance,Water,6301.63
COST001535,2026-05-08,Transport,Cleaning,5128.42
COST001536,2026-05-08,Transport,Electricity,17228.24
COST001537,2026-05-09,Administration,Transport,6747.35
COST001538,2026-05-09,Administration,Electricity,17960.02
COST001539,2026-05-09,Hostel,Cleaning,4048.18
COST001540,2026-05-09,Hostel,Other,3383.06
COST001541,2026-05-09,Canteen,Other,3802.16
COST001542,2026-05-09,Canteen,Food,11985.99
COST001543,2026-05-09,Academic,Internet,3192.25
COST001544,2026-05-09,Academic,Cleaning,4537.73
COST001545,2026-05-09,Maintenance,Other,3464.46
COST001546,2026-05-09,Maintenance,Internet,1816.1
COST001547,2026-05-09,Transport,Internet,2496.5
COST001548,2026-05-09,Transport,Other,2611.83
COST001549,2026-05-10,Administration,Water,4276.07
COST001550,2026-05-10,Administration,Maintenance,11634.77
COST001551,2026-05-10,Hostel,Other,3385.43
COST001552,2026-05-10,Hostel,Food,9608.48
COST001553,2026-05-10,Canteen,Other,3100.23
COST001554,2026-05-10,Canteen,Food,13974.3
COST001555,2026-05-10,Academic,Internet,2570.18
COST001556,2026-05-10,Academic,Electricity,14205.24
COST001557,2026-05-10,Maintenance,Water,3712.47
COST001558,2026-05-10,Maintenance,Other,2680.54
COST001559,2026-05-10,Transport,Transport,7253.96
COST001560,2026-05-10,Transport,Internet,2040.8
COST001561,2026-05-11,Administration,Other,3621.09
COST001562,2026-05-11,Administration,Water,3577.83
COST001563,2026-05-11,Hostel,Other,2630.14
COST001564,2026-05-11,Hostel,Water,5272.44
COST001565,2026-05-11,Canteen,Maintenance,8738.22
COST001566,2026-05-11,Canteen,Electricity,21596.04
COST001567,2026-05-11,Academic,Water,6217.85
COST001568,2026-05-11,Academic,Electricity,11081.79
COST001569,2026-05-11,Maintenance,Water,6682.44
COST001570,2026-05-11,Maintenance,Cleaning,2700.93
COST001571,2026-05-11,Transport,Electricity,11267.19
COST001572,2026-05-11,Transport,Food,10365.47
COST001573,2026-05-12,Administration,Transport,6926.64
COST001574,2026-05-12,Administration,Cleaning,3117.09
COST001575,2026-05-12,Hostel,Cleaning,4356.16
COST001576,2026-05-12,Hostel,Maintenance,7722.93
COST001577,2026-05-12,Canteen,Electricity,14450.65
COST001578,2026-05-12,Canteen,Maintenance,8958.94
COST001579,2026-05-12,Academic,Electricity,10935.73
COST001580,2026-05-12,Academic,Maintenance,6758.77
COST001581,2026-05-12,Maintenance,Other,3436.46
COST001582,2026-05-12,Maintenance,Food,14483.09
COST001583,2026-05-12,Transport,Other,3532.88
COST001584,2026-05-12,Transport,Maintenance,4404.43
COST001585,2026-05-13,Administration,Other,2910.51
COST001586,2026-05-13,Administration,Food,5830.48
COST001587,2026-05-13,Hostel,Other,3150.22
COST001588,2026-05-13,Hostel,Food,11146.68
COST001589,2026-05-13,Canteen,Maintenance,8827.27
COST001590,2026-05-13,Canteen,Other,2871.53
COST001591,2026-05-13,Academic,Electricity,18492.99
COST001592,2026-05-13,Academic,Water,5673.33
COST001593,2026-05-13,Maintenance,Maintenance,6666.86
COST001594,2026-05-13,Maintenance,Food,11878.11
COST001595,2026-05-13,Transport,Maintenance,8503.2
COST001596,2026-05-13,Transport,Cleaning,4472.95
COST001597,2026-05-14,Administration,Transport,6165.48
COST001598,2026-05-14,Administration,Other,2751.69
COST001599,2026-05-14,Hostel,Water,4999.01
COST001600,2026-05-14,Hostel,Transport,8322.04
COST001601,2026-05-14,Canteen,Electricity,20053.71
COST001602,2026-05-14,Canteen,Cleaning,4215.31
COST001603,2026-05-14,Academic,Maintenance,6822.83
COST001604,2026-05-14,Academic,Other,2753.78
COST001605,2026-05-14,Maintenance,Transport,9630.24
COST001606,2026-05-14,Maintenance,Water,3886.36
COST001607,2026-05-14,Transport,Internet,2663.01
COST001608,2026-05-14,Transport,Other,3566.99
COST001609,2026-05-15,Administration,Maintenance,7399.3
COST001610,2026-05-15,Administration,Electricity,10800.91
COST001611,2026-05-15,Hostel,Water,7624.4
COST001612,2026-05-15,Hostel,Internet,2548.05
COST001613,2026-05-15,Canteen,Maintenance,6829.38
COST001614,2026-05-15,Canteen,Other,3697.93
