food_id,date,meal_type,food_item,quantity_prepared,quantity_sold,quantity_wasted,cost_per_unit,total_cost
FOOD002058,2026-05-09,Snacks,Dosa,55,45,9,72.13,3967.21
FOOD002059,2026-05-09,Snacks,Biryani,152,131,21,23.12,3513.73
FOOD002060,2026-05-09,Snacks,Rice,78,67,8,45.53,3551.24
FOOD002061,2026-05-09,Dinner,Biryani,175,150,24,21.9,3832.83
FOOD002062,2026-05-09,Dinner,Sambar,204,174,30,50.67,10337.63
FOOD002063,2026-05-09,Dinner,Idli,95,86,6,78.04,7414.21
FOOD002064,2026-05-09,Dinner,Fried Rice,72,62,9,45.21,3255.31
FOOD002065,2026-05-10,Breakfast,Rice,208,175,29,39.39,8193.77
FOOD002066,2026-05-10,Breakfast,Chapati,195,166,24,21.69,4229.96
FOOD002067,2026-05-10,Breakfast,Chicken Curry,110,93,11,72.73,8000.19
FOOD002068,2026-05-10,Breakfast,Sambar,232,218,14,70.65,16391.73
FOOD002069,2026-05-10,Lunch,Dal,100,93,5,53.81,5380.51
FOOD002070,2026-05-10,Lunch,Curd Rice,227,194,26,48.61,11034.82
FOOD002071,2026-05-10,Lunch,Idli,60,50,6,68.77,4125.91
FOOD002072,2026-05-10,Lunch,Chapati,104,84,13,18.67,1941.9
FOOD002073,2026-05-10,Snacks,Idli,189,175,14,56.15,10611.98
FOOD002074,2026-05-10,Snacks,Chicken Curry,180,159,15,36.13,6503.05
FOOD002075,2026-05-10,Snacks,Dal,167,145,19,48.92,8170.37
FOOD002076,2026-05-10,Snacks,Chapati,156,143,12,60.15,9383.95
FOOD002077,2026-05-10,Dinner,Dosa,189,168,18,55.34,10459.4
FOOD002078,2026-05-10,Dinner,Sambar,99,80,14,31.03,3071.93
FOOD002079,2026-05-10,Dinner,Vegetable Curry,111,101,7,68.91,7649.0
FOOD002080,2026-05-10,Dinner,Noodles,101,90,7,42.13,4255.57
FOOD002081,2026-05-11,Breakfast,Curd Rice,111,99,10,16.73,1856.49
FOOD002082,2026-05-11,Breakfast,Vegetable Curry,103,98,5,29.05,2992.19
FOOD002083,2026-05-11,Breakfast,Rice,77,56,14,46.56,3585.09
FOOD002084,2026-05-11,Breakfast,Idli,71,61,7,47.06,3341.55
FOOD002085,2026-05-11,Lunch,Rice,85,67,15,70.03,5952.53
FOOD002086,2026-05-11,Lunch,Curd Rice,104,93,11,24.26,2523.46
FOOD002087,2026-05-11,Lunch,Vegetable Curry,211,190,18,15.84,3341.83
FOOD002088,2026-05-11,Lunch,Idli,151,140,7,46.75,7059.12
FOOD002089,2026-05-11,Snacks,Idli,70,60,5,44.6,3122.22
FOOD002090,2026-05-11,Snacks,Sambar,70,52,12,56.57,3959.75
FOOD002091,2026-05-11,Snacks,Dal,132,105,26,66.59,8790.17
FOOD002092,2026-05-11,Snacks,Dosa,124,107,16,38.66,4793.7
FOOD002093,2026-05-11,Dinner,Noodles,135,115,20,63.28,8542.7
FOOD002094,2026-05-11,Dinner,Dosa,115,102,9,15.52,1784.74
FOOD002095,2026-05-11,Dinner,Vegetable Curry,140,122,14,37.3,5221.87
FOOD002096,2026-05-11,Dinner,Dal,87,67,15,73.82,6422.37
FOOD002097,2026-05-12,Breakfast,Biryani,205,163,40,40.17,8234.45
FOOD002098,2026-05-12,Breakfast,Chicken Curry,174,159,13,27.04,4704.62
FOOD002099,2026-05-12,Breakfast,Fried Rice,132,115,10,32.84,4334.34
FOOD002100,2026-05-12,Breakfast,Sambar,96,76,13,63.87,6131.13
FOOD002101,2026-05-12,Lunch,Noodles,237,225,11,36.09,8552.42
FOOD002102,2026-05-12,Lunch,Sambar,61,53,5,60.38,3683.47
FOOD002103,2026-05-12,Lunch,Biryani,179,157,16,35.87,6421.2
FOOD002104,2026-05-12,Lunch,Idli,171,159,7,33.16,5670.33
FOOD002105,2026-05-12,Snacks,Dosa,127,109,15,53.24,6761.8
FOOD002106,2026-05-12,Snacks,Fried Rice,98,76,18,54.96,5385.88
FOOD002107,2026-05-12,Snacks,Rice,229,184,44,42.52,9736.95
FOOD002108,2026-05-12,Snacks,Noodles,220,179,34,41.51,9133.26
FOOD002109,2026-05-12,Dinner,Curd Rice,230,185,42,50.88,11703.44
FOOD002110,2026-05-12,Dinner,Sambar,212,164,41,67.8,14374.56
FOOD002111,2026-05-12,Dinner,Noodles,87,64,17,62.0,5394.11
FOOD002112,2026-05-12,Dinner,Rice,177,161,15,57.8,10229.77
FOOD002113,2026-05-13,Breakfast,Sambar,210,190,18,66.07,13874.69
FOOD002114,2026-05-13,Breakfast,Chicken Curry,83,69,7,36.31,3014.08
FOOD002115,2026-05-13,Breakfast,Vegetable Curry,60,47,10,39.45,2366.95
FOOD002116,2026-05-13,Breakfast,Noodles,227,183,38,67.19,15251.33
FOOD002117,2026-05-13,Lunch,Noodles,165,146,16,50.63,8354.51
FOOD002118,2026-05-13,Lunch,Vegetable Curry,204,180,17,52.44,10697.64
FOOD002119,2026-05-13,Lunch,Sambar,166,154,12,61.48,10205.07
FOOD002120,2026-05-13,Lunch,Fried Rice,123,101,21,29.2,3592.2
FOOD002121,2026-05-13,Snacks,Fried Rice,174,138,32,78.24,13614.23
FOOD002122,2026-05-13,Snacks,Rice,116,103,13,52.38,6075.67
FOOD002123,2026-05-13,Snacks,Curd Rice,166,135,30,57.19,9493.27
FOOD002124,2026-05-13,Snacks,Idli,159,141,11,33.59,5340.69
FOOD002125,2026-05-13,Dinner,Curd Rice,201,179,18,49.9,10030.52
FOOD002126,2026-05-13,Dinner,Biryani,54,39,9,30.97,1672.59
FOOD002127,2026-05-13,Dinner,Dosa,230,191,35,67.39,15499.87
FOOD002128,2026-05-13,Dinner,Fried Rice,80,67,13,23.55,1883.94
FOOD002129,2026-05-14,Breakfast,Dosa,53,49,4,20.76,1100.13
FOOD002130,2026-05-14,Breakfast,Dal,203,161,38,39.04,7925.47
FOOD002131,2026-05-14,Breakfast,Biryani,58,45,6,37.35,2166.14
FOOD002132,2026-05-14,Breakfast,Noodles,197,174,20,55.26,10885.78
FOOD002133,2026-05-14,Lunch,Fried Rice,75,55,13,15.72,1179.17
FOOD002134,2026-05-14,Lunch,Noodles,106,98,4,27.4,2904.36
FOOD002135,2026-05-14,Lunch,Chicken Curry,143,120,23,20.95,2995.47
FOOD002136,2026-05-14,Lunch,Idli,201,175,21,23.84,4792.56
FOOD002137,2026-05-14,Snacks,Noodles,238,225,12,77.91,18542.1
FOOD002138,2026-05-14,Snacks,Fried Rice,146,129,16,78.22,11420.52
FOOD002139,2026-05-14,Snacks,Curd Rice,148,129,18,69.97,10355.69
FOOD002140,2026-05-14,Snacks,Idli,165,152,9,50.88,8395.51
FOOD002141,2026-05-14,Dinner,Dosa,175,155,18,17.78,3112.06
FOOD002142,2026-05-14,Dinner,Biryani,117,95,22,51.46,6020.71
FOOD002143,2026-05-14,Dinner,Sambar,67,56,10,42.24,2830.39
FOOD002144,2026-05-14,Dinner,Chapati,142,116,19,16.12,2289.45
FOOD002145,2026-05-15,Breakfast,Biryani,94,71,18,46.95,4413.26
FOOD002146,2026-05-15,Breakfast,Fried Rice,76,58,13,49.08,3729.9
FOOD002147,2026-05-15,Breakfast,Curd Rice,169,148,18,35.08,5928.47
FOOD002148,2026-05-15,Breakfast,Dal,168,148,15,20.35,3419.05
FOOD002149,2026-05-15,Lunch,Biryani,209,179,28,43.78,9150.02
FOOD002150,2026-05-15,Lunch,Idli,217,197,19,72.66,15767.18
FOOD002151,2026-05-15,Lunch,Dal,175,150,21,56.77,9934.76
FOOD002152,2026-05-15,Lunch,Vegetable Curry,62,45,10,77.87,4828.11
FOOD002153,2026-05-15,Snacks,Chapati,78,58,14,22.43,1749.73
FOOD002154,2026-05-15,Snacks,Rice,118,97,19,16.64,1964.03
FOOD002155,2026-05-15,Snacks,Idli,198,174,24,55.9,11068.76
FOOD002156,2026-05-15,Snacks,Biryani,113,94,12,65.37,7386.79
FOOD002157,2026-05-15,Dinner,Dosa,148,131,11,47.3,7001.0
FOOD002158,2026-05-15,Dinner,Curd Rice,66,55,8,57.16,3772.73
FOOD002159,2026-05-15,Dinner,Vegetable Curry,72,61,10,36.82,2651.19
FOOD002160,2026-05-15,Dinner,Chapati,63,47,9,78.5,4945.62
FOOD002161,2026-05-16,Breakfast,Dosa,157,148,7,71.13,11167.97
FOOD002162,2026-05-16,Breakfast,Chapati,238,224,11,36.81,8760.07
FOOD002163,2026-05-16,Breakfast,Rice,181,165,12,50.31,9106.85
FOOD002164,2026-05-16,Breakfast,Chicken Curry,236,210,23,60.52,14283.37
FOOD002165,2026-05-16,Lunch,Idli,74,68,6,67.82,5018.66
FOOD002166,2026-05-16,Lunch,Sambar,121,106,11,46.1,5578.58
FOOD002167,2026-05-16,Lunch,Chicken Curry,101,89,5,27.38,2765.35
FOOD002168,2026-05-16,Lunch,Chapati,206,168,35,70.0,14420.93
FOOD002169,2026-05-16,Snacks,Biryani,234,196,32,72.75,17023.66
FOOD002170,2026-05-16,Snacks,Chicken Curry,224,205,19,54.06,12108.72
FOOD002171,2026-05-16,Snacks,Dal,239,211,23,49.47,11822.18
FOOD002172,2026-05-16,Snacks,Chapati,184,148,30,58.26,10719.97
FOOD002173,2026-05-16,Dinner,Biryani,179,166,12,37.59,6728.62
FOOD002174,2026-05-16,Dinner,Dal,223,200,23,72.11,16079.64
FOOD002175,2026-05-16,Dinner,Fried Rice,239,213,26,15.95,3812.54
FOOD002176,2026-05-16,Dinner,Curd Rice,238,206,29,29.18,6944.67
FOOD002177,2026-05-17,Breakfast,Fried Rice,149,129,19,51.62,7691.88
FOOD002178,2026-05-17,Breakfast,Sambar,221,178,38,32.05,7083.47
FOOD002179,2026-05-17,Breakfast,Curd Rice,128,111,10,68.54,8772.72
FOOD002180,2026-05-17,Breakfast,Idli,249,229,16,27.12,6752.54
FOOD002181,2026-05-17,Lunch,Idli,165,149,10,24.98,4122.43
FOOD002182,2026-05-17,Lunch,Fried Rice,137,125,6,67.96,9309.84
FOOD002183,2026-05-17,Lunch,Sambar,105,97,4,68.88,7232.78
FOOD002184,2026-05-17,Lunch,Chicken Curry,186,152,34,71.04,13213.86
FOOD002185,2026-05-17,Snacks,Biryani,110,101,8,52.84,5811.88
FOOD002186,2026-05-17,Snacks,Noodles,68,58,8,41.98,2854.36
FOOD002187,2026-05-17,Snacks,Fried Rice,194,161,32,47.8,9272.3
FOOD002188,2026-05-17,Snacks,Chicken Curry,140,123,11,37.3,5221.85
FOOD002189,2026-05-17,Dinner,Biryani,92,83,5,29.56,2719.77
FOOD002190,2026-05-17,Dinner,Chicken Curry,182,147,29,52.69,9590.32
FOOD002191,2026-05-17,Dinner,Chapati,53,44,8,71.37,3782.76
FOOD002192,2026-05-17,Dinner,Idli,147,122,22,25.69,3776.89
FOOD002193,2026-05-18,Breakfast,Idli,80,74,4,15.85,1268.23
FOOD002194,2026-05-18,Breakfast,Vegetable Curry,162,135,21,58.71,9510.25
FOOD002195,2026-05-18,Breakfast,Chapati,186,145,34,18.21,3386.65
FOOD002196,2026-05-18,Breakfast,Fried Rice,54,46,3,72.74,3927.79
FOOD002197,2026-05-18,Lunch,Idli,87,74,12,45.39,3949.17
FOOD002198,2026-05-18,Lunch,Curd Rice,162,150,9,36.42,5900.23
FOOD002199,2026-05-18,Lunch,Dosa,182,169,8,17.61,3204.18
FOOD002200,2026-05-18,Lunch,Biryani,91,78,9,59.7,5432.61
FOOD002201,2026-05-18,Snacks,Curd Rice,79,75,4,66.22,5231.6
FOOD002202,2026-05-18,Snacks,Dal,114,100,7,31.56,3597.31
FOOD002203,2026-05-18,Snacks,Chicken Curry,184,164,15,30.63,5635.51
FOOD002204,2026-05-18,Snacks,Noodles,175,163,11,79.38,13891.34
FOOD002205,2026-05-18,Dinner,Chicken Curry,202,166,29,31.01,6263.69
FOOD002206,2026-05-18,Dinner,Noodles,230,196,33,35.91,8258.86
FOOD002207,2026-05-18,Dinner,Biryani,140,122,15,43.42,6078.36
FOOD002208,2026-05-18,Dinner,Fried Rice,71,54,11,46.89,3329.11
FOOD002209,2026-05-19,Breakfast,Vegetable Curry,83,71,9,59.73,4957.95
FOOD002210,2026-05-19,Breakfast,Chicken Curry,191,158,27,45.1,8613.76
FOOD002211,2026-05-19,Breakfast,Idli,202,191,8,68.15,13766.97
FOOD002212,2026-05-19,Breakfast,Fried Rice,220,192,21,61.14,13451.15
FOOD002213,2026-05-19,Lunch,Chicken Curry,97,85,7,64.45,6251.3
FOOD002214,2026-05-19,Lunch,Curd Rice,111,104,5,41.28,4581.93
FOOD002215,2026-05-19,Lunch,Noodles,149,132,12,43.97,6551.63
FOOD002216,2026-05-19,Lunch,Sambar,96,85,11,18.25,1751.94
FOOD002217,2026-05-19,Snacks,Dosa,239,196,40,24.76,5917.48
FOOD002218,2026-05-19,Snacks,Curd Rice,201,165,30,45.49,9142.73
FOOD002219,2026-05-19,Snacks,Rice,95,77,18,79.72,7573.32
FOOD002220,2026-05-19,Snacks,Chicken Curry,212,184,21,22.32,4732.67
FOOD002221,2026-05-19,Dinner,Noodles,90,73,17,35.41,3186.85
FOOD002222,2026-05-19,Dinner,Dal,240,214,20,41.14,9874.63
FOOD002223,2026-05-19,Dinner,Dosa,53,51,2,61.02,3234.0
FOOD002224,2026-05-19,Dinner,Rice,51,44,2,72.42,3693.55
FOOD002225,2026-05-20,Breakfast,Biryani,54,40,10,68.83,3716.8
FOOD002226,2026-05-20,Breakfast,Fried Rice,76,63,10,21.45,1630.05
FOOD002227,2026-05-20,Breakfast,Idli,249,225,19,54.16,13484.98
FOOD002228,2026-05-20,Breakfast,Chicken Curry,180,149,28,54.36,9784.54
FOOD002229,2026-05-20,Lunch,Noodles,188,150,35,58.4,10978.74
FOOD002230,2026-05-20,Lunch,Idli,177,168,9,19.37,3428.69
FOOD002231,2026-05-20,Lunch,Curd Rice,217,183,29,21.66,4700.2
FOOD002232,2026-05-20,Lunch,Rice,149,131,12,46.17,6879.52
FOOD002233,2026-05-20,Snacks,Noodles,156,130,23,48.89,7626.42
FOOD002234,2026-05-20,Snacks,Chicken Curry,92,83,5,36.61,3368.14
FOOD002235,2026-05-20,Snacks,Curd Rice,96,84,7,34.13,3276.86
FOOD002236,2026-05-20,Snacks,Rice,58,51,2,71.34,4137.83
FOOD002237,2026-05-20,Dinner,Chicken Curry,236,193,38,17.42,4110.16
FOOD002238,2026-05-20,Dinner,Dosa,249,227,20,16.36,4074.6
FOOD002239,2026-05-20,Dinner,Curd Rice,94,80,13,44.71,4202.69
FOOD002240,2026-05-20,Dinner,Dal,132,120,9,44.75,5907.33
FOOD002241,2026-05-21,Breakfast,Rice,77,65,6,59.9,4612.59
FOOD002242,2026-05-21,Breakfast,Chicken Curry,153,137,12,17.56,2686.42
FOOD002243,2026-05-21,Breakfast,Chapati,91,83,3,58.18,5294.49
FOOD002244,2026-05-21,Breakfast,Fried Rice,212,195,17,40.98,8686.72
FOOD002245,2026-05-21,Lunch,Biryani,140,113,20,47.56,6658.32
FOOD002246,2026-05-21,Lunch,Idli,101,97,4,62.75,6337.3
FOOD002247,2026-05-21,Lunch,Dal,156,137,15,45.71,7130.43
FOOD002248,2026-05-21,Lunch,Noodles,187,171,11,75.31,14082.17
FOOD002249,2026-05-21,Snacks,Rice,151,134,17,54.17,8178.96
FOOD002250,2026-05-21,Snacks,Dal,189,156,33,33.98,6422.73
FOOD002251,2026-05-21,Snacks,Vegetable Curry,197,181,10,24.48,4821.83
FOOD002252,2026-05-21,Snacks,Chicken Curry,232,217,10,22.95,5323.89
FOOD002253,2026-05-21,Dinner,Sambar,156,121,30,49.49,7720.24
FOOD002254,2026-05-21,Dinner,Dosa,80,76,3,74.94,5994.89
FOOD002255,2026-05-21,Dinner,Chicken Curry,129,113,13,74.98,9672.93
FOOD002256,2026-05-21,Dinner,Chapati,100,79,16,44.97,4496.74
FOOD002257,2026-05-22,Breakfast,Rice,137,118,15,61.25,8390.65
FOOD002258,2026-05-22,Breakfast,Curd Rice,63,52,11,23.17,1459.95
FOOD002259,2026-05-22,Breakfast,Dosa,79,67,8,60.81,4803.92
FOOD002260,2026-05-22,Breakfast,Sambar,184,161,23,59.7,10985.72
FOOD002261,2026-05-22,Lunch,Noodles,247,200,46,69.23,17100.04
FOOD002262,2026-05-22,Lunch,Idli,228,205,18,36.52,8325.42
FOOD002263,2026-05-22,Lunch,Dosa,124,99,18,16.55,2052.74
FOOD002264,2026-05-22,Lunch,Dal,235,188,42,24.46,5747.97
FOOD002265,2026-05-22,Snacks,Chapati,89,77,9,72.67,6467.46
FOOD002266,2026-05-22,Snacks,Sambar,90,77,12,27.4,2465.88
FOOD002267,2026-05-22,Snacks,Fried Rice,120,106,12,56.68,6801.26
FOOD002268,2026-05-22,Snacks,Vegetable Curry,145,130,11,36.06,5228.78
FOOD002269,2026-05-22,Dinner,Chapati,217,184,27,21.6,4686.32
FOOD002270,2026-05-22,Dinner,Vegetable Curry,219,203,9,25.95,5683.04
FOOD002271,2026-05-22,Dinner,Curd Rice,66,57,9,66.81,4409.78
FOOD002272,2026-05-22,Dinner,Fried Rice,71,63,4,34.96,2482.09
FOOD002273,2026-05-23,Breakfast,Curd Rice,164,134,28,74.18,12165.92
FOOD002274,2026-05-23,Breakfast,Fried Rice,117,99,18,58.02,6787.79
FOOD002275,2026-05-23,Breakfast,Idli,91,84,4,26.7,2429.71
FOOD002276,2026-05-23,Breakfast,Dosa,52,44,2,63.58,3306.26
FOOD002277,2026-05-23,Lunch,Chicken Curry,209,163,41,16.9,3531.82
FOOD002278,2026-05-23,Lunch,Dosa,64,55,8,16.39,1049.11
FOOD002279,2026-05-23,Lunch,Rice,185,168,15,62.96,11647.45
FOOD002280,2026-05-23,Lunch,Noodles,67,59,4,27.08,1814.46
FOOD002281,2026-05-23,Snacks,Noodles,175,152,23,35.36,6187.32
FOOD002282,2026-05-23,Snacks,Chicken Curry,67,56,7,73.56,4928.79
FOOD002283,2026-05-23,Snacks,Dal,110,97,9,48.15,5296.36
FOOD002284,2026-05-23,Snacks,Dosa,214,176,38,55.22,11817.03
FOOD002285,2026-05-23,Dinner,Chicken Curry,171,143,22,64.11,10962.28
FOOD002286,2026-05-23,Dinner,Rice,60,44,9,56.97,3417.96
FOOD002287,2026-05-23,Dinner,Sambar,183,149,34,25.48,4662.53
FOOD002288,2026-05-23,Dinner,Noodles,200,170,28,73.58,14716.8
FOOD002289,2026-05-24,Breakfast,Rice,166,151,15,26.11,4334.45
FOOD002290,2026-05-24,Breakfast,Biryani,212,192,15,45.59,9664.62
FOOD002291,2026-05-24,Breakfast,Sambar,108,88,16,52.14,5631.3
FOOD002292,2026-05-24,Breakfast,Chicken Curry,78,66,12,72.91,5686.66
FOOD002293,2026-05-24,Lunch,Biryani,139,132,5,69.34,9638.05
FOOD002294,2026-05-24,Lunch,Rice,193,167,20,24.56,4739.15
FOOD002295,2026-05-24,Lunch,Noodles,59,43,11,73.13,4314.86
FOOD002296,2026-05-24,Lunch,Dosa,98,81,14,55.79,5467.49
FOOD002297,2026-05-24,Snacks,Noodles,181,162,16,34.49,6242.29
FOOD002298,2026-05-24,Snacks,Fried Rice,136,119,11,68.92,9373.18
FOOD002299,2026-05-24,Snacks,Curd Rice,249,221,24,75.2,18725.44
FOOD002300,2026-05-24,Snacks,Chicken Curry,84,67,15,73.86,6204.18
FOOD002301,2026-05-24,Dinner,Curd Rice,64,57,3,40.55,2595.33
FOOD002302,2026-05-24,Dinner,Noodles,176,137,33,27.96,4921.71
FOOD002303,2026-05-24,Dinner,Vegetable Curry,116,106,7,15.85,1838.79
FOOD002304,2026-05-24,Dinner,Fried Rice,219,186,26,47.23,10344.07
FOOD002305,2026-05-25,Breakfast,Sambar,82,70,11,77.64,6366.21
FOOD002306,2026-05-25,Breakfast,Noodles,197,174,22,69.0,13593.38
FOOD002307,2026-05-25,Breakfast,Chicken Curry,232,195,35,71.0,16472.47
FOOD002308,2026-05-25,Breakfast,Vegetable Curry,229,204,23,61.36,14051.23
FOOD002309,2026-05-25,Lunch,Biryani,197,180,11,41.25,8125.52
FOOD002310,2026-05-25,Lunch,Curd Rice,133,113,16,70.01,9310.9
FOOD002311,2026-05-25,Lunch,Chapati,196,184,8,31.9,6251.62
FOOD002312,2026-05-25,Lunch,Dal,221,187,32,71.08,15707.84
FOOD002313,2026-05-25,Snacks,Sambar,72,63,5,73.53,5293.81
FOOD002314,2026-05-25,Snacks,Rice,95,71,18,26.54,2521.29
FOOD002315,2026-05-25,Snacks,Chicken Curry,137,109,22,37.79,5176.82
FOOD002316,2026-05-25,Snacks,Dal,185,174,11,19.1,3533.83
FOOD002317,2026-05-25,Dinner,Curd Rice,164,134,26,77.71,12744.39
FOOD002318,2026-05-25,Dinner,Fried Rice,227,189,32,73.36,16651.74
FOOD002319,2026-05-25,Dinner,Biryani,83,72,10,78.05,6478.49
FOOD002320,2026-05-25,Dinner,Chicken Curry,166,135,29,79.05,13122.51
FOOD002321,2026-05-26,Breakfast,Chapati,162,133,29,37.82,6126.71
FOOD002322,2026-05-26,Breakfast,Biryani,183,173,8,15.94,2916.87
FOOD002323,2026-05-26,Breakfast,Vegetable Curry,245,213,31,21.88,5360.65
FOOD002324,2026-05-26,Breakfast,Rice,101,79,19,51.17,5168.13
FOOD002325,2026-05-26,Lunch,Dosa,96,83,12,39.37,3779.51
FOOD002326,2026-05-26,Lunch,Dal,214,171,38,30.38,6501.08
FOOD002327,2026-05-26,Lunch,Idli,157,137,13,18.86,2961.54
FOOD002328,2026-05-26,Lunch,Rice,86,77,4,47.81,4111.61
FOOD002329,2026-05-26,Snacks,Biryani,114,110,4,45.21,5153.91
FOOD002330,2026-05-26,Snacks,Chicken Curry,206,187,19,52.95,10908.27
FOOD002331,2026-05-26,Snacks,Idli,226,179,40,41.24,9320.83
FOOD002332,2026-05-26,Snacks,Dosa,100,94,4,18.82,1882.22
FOOD002333,2026-05-26,Dinner,Dal,153,139,8,53.4,8170.42
FOOD002334,2026-05-26,Dinner,Idli,165,152,8,22.92,3781.02
FOOD002335,2026-05-26,Dinner,Dosa,241,193,45,70.24,16927.37
FOOD002336,2026-05-26,Dinner,Chicken Curry,199,180,17,65.82,13097.85
FOOD002337,2026-05-27,Breakfast,Noodles,89,80,4,44.48,3958.37
FOOD002338,2026-05-27,Breakfast,Fried Rice,198,179,12,53.43,10578.66
FOOD002339,2026-05-27,Breakfast,Rice,105,87,13,29.54,3102.0
FOOD002340,2026-05-27,Breakfast,Vegetable Curry,54,51,3,55.06,2973.25
FOOD002341,2026-05-27,Lunch,Chicken Curry,193,168,19,59.25,11436.15
FOOD002342,2026-05-27,Lunch,Sambar,203,159,39,45.58,9253.47
FOOD002343,2026-05-27,Lunch,Rice,144,112,26,74.61,10743.28
FOOD002344,2026-05-27,Lunch,Biryani,114,108,5,60.3,6873.79
FOOD002345,2026-05-27,Snacks,Fried Rice,160,149,8,21.41,3424.86
FOOD002346,2026-05-27,Snacks,Dosa,83,77,6,49.94,4145.38
FOOD002347,2026-05-27,Snacks,Sambar,234,209,23,45.37,10615.58
FOOD002348,2026-05-27,Snacks,Biryani,232,197,35,47.51,11022.96
FOOD002349,2026-05-27,Dinner,Vegetable Curry,99,82,16,21.23,2101.49
FOOD002350,2026-05-27,Dinner,Fried Rice,88,69,12,40.7,3581.86
FOOD002351,2026-05-27,Dinner,Idli,50,41,2,16.47,823.38
FOOD002352,2026-05-27,Dinner,Dal,154,135,12,67.0,10318.09
FOOD002353,2026-05-28,Breakfast,Dosa,201,183,13,26.7,5365.71
FOOD002354,2026-05-28,Breakfast,Sambar,238,198,38,54.96,13080.5
FOOD002355,2026-05-28,Breakfast,Fried Rice,99,75,18,60.08,5947.94
FOOD002356,2026-05-28,Breakfast,Chapati,246,229,12,22.44,5519.3
FOOD002357,2026-05-28,Lunch,Biryani,152,119,30,23.17,3521.2
FOOD002358,2026-05-28,Lunch,Idli,103,80,20,54.28,5591.16
FOOD002359,2026-05-28,Lunch,Vegetable Curry,150,135,12,79.77,11965.31
FOOD002360,2026-05-28,Lunch,Dal,77,57,14,45.27,3486.09
FOOD002361,2026-05-28,Snacks,Chapati,222,178,40,42.78,9498.14
FOOD002362,2026-05-28,Snacks,Chicken Curry,157,137,17,15.38,2414.25
FOOD002363,2026-05-28,Snacks,Vegetable Curry,215,194,15,54.52,11721.35
FOOD002364,2026-05-28,Snacks,Rice,155,134,20,73.24,11351.49
FOOD002365,2026-05-28,Dinner,Vegetable Curry,146,124,20,68.23,9961.5
FOOD002366,2026-05-28,Dinner,Rice,192,155,35,21.29,4088.0
FOOD002367,2026-05-28,Dinner,Chicken Curry,104,81,17,20.95,2179.26
FOOD002368,2026-05-28,Dinner,Dosa,145,128,11,50.55,7329.22
FOOD002369,2026-05-29,Breakfast,Sambar,170,141,22,66.99,11388.61
FOOD002370,2026-05-29,Breakfast,Dosa,133,113,14,33.25,4421.63
FOOD002371,2026-05-29,Breakfast,Dal,154,135,14,54.85,8446.83
FOOD002372,2026-05-29,Breakfast,Rice,130,108,22,23.39,3040.97
FOOD002373,2026-05-29,Lunch,Vegetable Curry,193,153,35,66.16,12768.69
FOOD002374,2026-05-29,Lunch,Rice,125,104,17,26.17,3270.99
FOOD002375,2026-05-29,Lunch,Chapati,62,55,4,31.02,1922.93
FOOD002376,2026-05-29,Lunch,Dosa,241,227,14,68.76,16570.26
FOOD002377,2026-05-29,Snacks,Vegetable Curry,82,61,15,36.71,3010.37
FOOD002378,2026-05-29,Snacks,Chapati,166,142,24,70.85,11761.78
FOOD002379,2026-05-29,Snacks,Biryani,151,141,9,34.86,5263.42
FOOD002380,2026-05-29,Snacks,Idli,180,150,27,33.71,6067.37
FOOD002381,2026-05-29,Dinner,Fried Rice,112,107,5,18.88,2114.71
FOOD002382,2026-05-29,Dinner,Idli,74,58,9,16.9,1250.38
FOOD002383,2026-05-29,Dinner,Chicken Curry,53,38,9,54.56,2891.43
FOOD002384,2026-05-29,Dinner,Rice,167,142,19,40.77,6808.84
FOOD002385,2026-05-30,Breakfast,Biryani,52,38,10,40.39,2100.47
FOOD002386,2026-05-30,Breakfast,Noodles,192,174,12,35.05,6730.52
FOOD002387,2026-05-30,Breakfast,Idli,240,216,20,26.05,6252.83
FOOD002388,2026-05-30,Breakfast,Chicken Curry,193,156,33,36.83,7108.51
FOOD002389,2026-05-30,Lunch,Fried Rice,91,80,7,69.75,6347.11
FOOD002390,2026-05-30,Lunch,Biryani,149,131,14,53.45,7964.24
FOOD002391,2026-05-30,Lunch,Sambar,158,139,12,32.02,5058.49
FOOD002392,2026-05-30,Lunch,Vegetable Curry,64,56,8,31.51,2016.71
FOOD002393,2026-05-30,Snacks,Curd Rice,71,51,13,54.8,3890.97
FOOD002394,2026-05-30,Snacks,Sambar,128,104,23,63.3,8102.01
FOOD002395,2026-05-30,Snacks,Vegetable Curry,229,193,35,25.78,5903.88
FOOD002396,2026-05-30,Snacks,Biryani,242,218,22,51.7,12510.89
FOOD002397,2026-05-30,Dinner,Biryani,69,59,9,47.08,3248.6
FOOD002398,2026-05-30,Dinner,Idli,241,228,11,46.25,11146.3
FOOD002399,2026-05-30,Dinner,Chapati,247,216,25,16.13,3985.19
FOOD002400,2026-05-30,Dinner,Dal,185,146,32,73.79,13651.14
FOOD002401,2026-05-31,Breakfast,Fried Rice,88,79,9,29.31,2579.32
FOOD002402,2026-05-31,Breakfast,Chapati,94,81,13,43.99,4135.1
FOOD002403,2026-05-31,Breakfast,Rice,220,190,26,70.9,15598.51
FOOD002404,2026-05-31,Breakfast,Dal,216,175,34,74.04,15993.59
FOOD002405,2026-05-31,Lunch,Noodles,214,176,33,67.43,14429.8
FOOD002406,2026-05-31,Lunch,Rice,115,87,22,49.93,5741.92
