attendance_id,student_id,date,subject,status
ATT036813,STU0737,2026-07-18,Manufacturing,Present
ATT036814,STU0737,2026-04-08,CAD,Present
ATT036815,STU0737,2026-01-22,Mechanics,Absent
ATT036816,STU0737,2026-02-21,Manufacturing,Present
ATT036817,STU0737,2026-02-11,CAD,Present
ATT036818,STU0737,2026-04-16,Mechanics,Present
ATT036819,STU0737,2026-05-15,CAD,Present
ATT036820,STU0737,2026-02-13,Manufacturing,Present
ATT036821,STU0737,2026-08-05,CAD,Present
ATT036822,STU0737,2026-03-14,Mechanics,Present
ATT036823,STU0737,2026-07-03,Thermodynamics,Present
ATT036824,STU0737,2026-07-08,CAD,Present
ATT036825,STU0737,2026-03-25,Mechanics,Present
ATT036826,STU0737,2026-02-23,Thermodynamics,Absent
ATT036827,STU0737,2026-06-07,Mechanics,Present
ATT036828,STU0737,2026-07-13,Mechanics,Present
ATT036829,STU0737,2026-05-19,Mechanics,Present
ATT036830,STU0737,2026-05-20,CAD,Absent
ATT036831,STU0737,2026-03-20,Manufacturing,Present
ATT036832,STU0737,2026-01-08,Mechanics,Present
ATT036833,STU0737,2026-02-17,CAD,Present
ATT036834,STU0737,2026-07-11,CAD,Absent
ATT036835,STU0737,2026-04-14,Manufacturing,Present
ATT036836,STU0737,2026-01-27,CAD,Present
ATT036837,STU0737,2026-08-28,Mechanics,Present
ATT036838,STU0737,2026-04-05,Thermodynamics,Present
ATT036839,STU0737,2026-06-01,Manufacturing,Present
ATT036840,STU0737,2026-03-17,CAD,Present
ATT036841,STU0737,2026-08-15,Mechanics,Present
ATT036842,STU0737,2026-01-21,CAD,Absent
ATT036843,STU0737,2026-05-25,Thermodynamics,Present
ATT036844,STU0737,2026-08-27,Manufacturing,Present
ATT036845,STU0737,2026-05-02,Manufacturing,Present
ATT036846,STU0737,2026-08-20,Mechanics,Present
ATT036847,STU0737,2026-04-11,Manufacturing,Present
ATT036848,STU0737,2026-02-19,CAD,Present
ATT036849,STU0737,2026-06-04,Manufacturing,Absent
ATT036850,STU0737,2026-08-30,Manufacturing,Present
ATT036851,STU0738,2026-08-15,Signals,Present
ATT036852,STU0738,2026-02-24,Signals,Present
ATT036853,STU0738,2026-07-02,Networks,Present
ATT036854,STU0738,2026-08-01,Networks,Present
ATT036855,STU0738,2026-04-23,Microprocessors,Present
ATT036856,STU0738,2026-07-10,Digital Electronics,Present
ATT036857,STU0738,2026-08-22,Signals,Absent
ATT036858,STU0738,2026-04-14,Networks,Present
ATT036859,STU0738,2026-02-04,Signals,Present
ATT036860,STU0738,2026-01-27,Digital Electronics,Present
ATT036861,STU0738,2026-03-08,Digital Electronics,Present
ATT036862,STU0738,2026-04-29,Microprocessors,Present
ATT036863,STU0738,2026-02-06,Digital Electronics,Present
ATT036864,STU0738,2026-06-16,Signals,Present
ATT036865,STU0738,2026-05-26,Microprocessors,Absent
ATT036866,STU0738,2026-02-16,Digital Electronics,Absent
ATT036867,STU0738,2026-03-12,Networks,Present
ATT036868,STU0738,2026-07-04,Signals,Present
ATT036869,STU0738,2026-05-02,Microprocessors,Present
ATT036870,STU0738,2026-07-13,Microprocessors,Present
ATT036871,STU0738,2026-07-20,Microprocessors,Present
ATT036872,STU0738,2026-06-09,Networks,Present
ATT036873,STU0738,2026-08-28,Networks,Present
ATT036874,STU0738,2026-05-27,Microprocessors,Present
ATT036875,STU0738,2026-01-05,Digital Electronics,Present
ATT036876,STU0738,2026-03-17,Networks,Absent
ATT036877,STU0738,2026-02-10,Signals,Absent
ATT036878,STU0738,2026-07-15,Networks,Present
ATT036879,STU0738,2026-05-25,Microprocessors,Absent
ATT036880,STU0738,2026-08-14,Signals,Present
ATT036881,STU0738,2026-01-23,Signals,Present
ATT036882,STU0738,2026-05-21,Signals,Present
ATT036883,STU0738,2026-01-12,Signals,Absent
ATT036884,STU0738,2026-03-26,Digital Electronics,Present
ATT036885,STU0738,2026-01-01,Digital Electronics,Present
ATT036886,STU0738,2026-02-20,Digital Electronics,Absent
ATT036887,STU0738,2026-07-09,Microprocessors,Absent
ATT036888,STU0738,2026-03-22,Digital Electronics,Present
ATT036889,STU0738,2026-06-04,Networks,Present
ATT036890,STU0738,2026-02-03,Signals,Present
ATT036891,STU0738,2026-05-14,Digital Electronics,Absent
ATT036892,STU0738,2026-05-30,Signals,Present
ATT036893,STU0738,2026-07-31,Digital Electronics,Present
ATT036894,STU0738,2026-08-16,Networks,Absent
ATT036895,STU0738,2026-08-06,Digital Electronics,Present
ATT036896,STU0738,2026-07-22,Networks,Present
ATT036897,STU0738,2026-07-17,Networks,Present
ATT036898,STU0738,2026-06-26,Microprocessors,Present
ATT036899,STU0738,2026-07-07,Signals,Present
ATT036900,STU0738,2026-08-29,Digital Electronics,Present
ATT036901,STU0739,2026-05-16,Signals,Present
ATT036902,STU0739,2026-04-23,Digital Electronics,Present
ATT036903,STU0739,2026-07-31,Microprocessors,Present
ATT036904,STU0739,2026-01-05,Digital Electronics,Present
ATT036905,STU0739,2026-06-22,Signals,Present
ATT036906,STU0739,2026-01-17,Digital Electronics,Present
ATT036907,STU0739,2026-07-04,Microprocessors,Present
ATT036908,STU0739,2026-03-31,Digital Electronics,Present
ATT036909,STU0739,2026-05-26,Digital Electronics,Present
ATT036910,STU0739,2026-01-06,Digital Electronics,Present
ATT036911,STU0739,2026-04-22,Networks,Present
ATT036912,STU0739,2026-08-26,Networks,Present
ATT036913,STU0739,2026-08-13,Networks,Absent
ATT036914,STU0739,2026-04-16,Networks,Present
ATT036915,STU0739,2026-04-19,Microprocessors,Present
ATT036916,STU0739,2026-02-14,Digital Electronics,Present
ATT036917,STU0739,2026-03-17,Digital Electronics,Present
ATT036918,STU0739,2026-07-20,Signals,Absent
ATT036919,STU0739,2026-05-24,Signals,Present
ATT036920,STU0739,2026-01-31,Networks,Present
ATT036921,STU0739,2026-02-03,Networks,Present
ATT036922,STU0739,2026-04-07,Microprocessors,Present
ATT036923,STU0739,2026-06-14,Networks,Present
ATT036924,STU0739,2026-08-21,Networks,Present
ATT036925,STU0739,2026-06-25,Signals,Present
ATT036926,STU0739,2026-06-30,Microprocessors,Present
ATT036927,STU0739,2026-07-29,Signals,Present
ATT036928,STU0739,2026-07-25,Digital Electronics,Present
ATT036929,STU0739,2026-06-27,Signals,Present
ATT036930,STU0739,2026-03-18,Digital Electronics,Present
ATT036931,STU0739,2026-04-18,Digital Electronics,Present
ATT036932,STU0739,2026-03-05,Signals,Present
ATT036933,STU0739,2026-02-07,Digital Electronics,Present
ATT036934,STU0739,2026-04-04,Microprocessors,Present
ATT036935,STU0739,2026-03-10,Signals,Present
ATT036936,STU0739,2026-03-26,Microprocessors,Present
ATT036937,STU0739,2026-06-09,Microprocessors,Present
ATT036938,STU0739,2026-03-23,Networks,Present
ATT036939,STU0739,2026-03-19,Digital Electronics,Present
ATT036940,STU0739,2026-06-24,Microprocessors,Absent
ATT036941,STU0739,2026-05-28,Digital Electronics,Present
ATT036942,STU0739,2026-04-05,Microprocessors,Present
ATT036943,STU0739,2026-03-04,Digital Electronics,Present
ATT036944,STU0739,2026-02-12,Networks,Present
ATT036945,STU0739,2026-02-08,Microprocessors,Present
ATT036946,STU0739,2026-08-20,Signals,Present
ATT036947,STU0739,2026-05-18,Networks,Present
ATT036948,STU0739,2026-02-24,Microprocessors,Present
ATT036949,STU0739,2026-01-13,Networks,Absent
ATT036950,STU0739,2026-05-15,Microprocessors,Present
ATT036951,STU0740,2026-07-06,Python,Present
ATT036952,STU0740,2026-05-20,DBMS,Present
ATT036953,STU0740,2026-06-19,Machine Learning,Present
ATT036954,STU0740,2026-05-21,Statistics,Present
ATT036955,STU0740,2026-05-02,Machine Learning,Absent
ATT036956,STU0740,2026-08-30,Python,Present
ATT036957,STU0740,2026-08-13,DBMS,Present
ATT036958,STU0740,2026-06-03,DBMS,Present
ATT036959,STU0740,2026-08-22,Statistics,Present
ATT036960,STU0740,2026-02-07,Statistics,Present
ATT036961,STU0740,2026-07-05,DBMS,Present
ATT036962,STU0740,2026-05-13,Statistics,Present
ATT036963,STU0740,2026-05-01,DBMS,Present
ATT036964,STU0740,2026-07-23,Python,Present
ATT036965,STU0740,2026-02-10,Python,Present
ATT036966,STU0740,2026-02-16,Machine Learning,Absent
ATT036967,STU0740,2026-08-19,Statistics,Present
ATT036968,STU0740,2026-04-04,Machine Learning,Present
ATT036969,STU0740,2026-05-15,Statistics,Present
ATT036970,STU0740,2026-04-25,DBMS,Present
ATT036971,STU0740,2026-04-09,Machine Learning,Present
ATT036972,STU0740,2026-01-19,Python,Present
ATT036973,STU0740,2026-01-08,Machine Learning,Absent
ATT036974,STU0740,2026-01-09,Python,Present
ATT036975,STU0740,2026-03-03,Python,Present
ATT036976,STU0740,2026-01-03,DBMS,Present
ATT036977,STU0740,2026-01-20,DBMS,Present
ATT036978,STU0740,2026-04-17,Python,Absent
ATT036979,STU0740,2026-01-18,Python,Present
ATT036980,STU0740,2026-08-01,Machine Learning,Present
ATT036981,STU0740,2026-06-15,Machine Learning,Present
ATT036982,STU0740,2026-05-25,DBMS,Present
ATT036983,STU0740,2026-01-28,Statistics,Present
ATT036984,STU0740,2026-03-15,Machine Learning,Present
ATT036985,STU0740,2026-04-03,Statistics,Present
ATT036986,STU0740,2026-05-22,Machine Learning,Present
ATT036987,STU0740,2026-08-23,Machine Learning,Present
ATT036988,STU0740,2026-01-07,Machine Learning,Present
ATT036989,STU0740,2026-05-12,Machine Learning,Present
ATT036990,STU0740,2026-06-06,Python,Present
ATT036991,STU0740,2026-01-14,Machine Learning,Present
ATT036992,STU0740,2026-04-29,DBMS,Present
ATT036993,STU0740,2026-05-26,Python,Present
ATT036994,STU0740,2026-07-29,Statistics,Present
ATT036995,STU0740,2026-04-08,DBMS,Present
ATT036996,STU0740,2026-01-22,Python,Present
ATT036997,STU0740,2026-06-09,Statistics,Present
ATT036998,STU0740,2026-03-06,DBMS,Present
ATT036999,STU0740,2026-07-26,Statistics,Present
ATT037000,STU0740,2026-03-11,Python,Absent
ATT037001,STU0741,2026-01-18,Networks,Present
ATT037002,STU0741,2026-06-08,DBMS,Absent
ATT037003,STU0741,2026-07-10,Python,Absent
ATT037004,STU0741,2026-08-01,Python,Present
ATT037005,STU0741,2026-06-24,Python,Present
ATT037006,STU0741,2026-03-12,Web Development,Present
ATT037007,STU0741,2026-01-03,Networks,Present
ATT037008,STU0741,2026-03-29,DBMS,Absent
ATT037009,STU0741,2026-08-19,DBMS,Present
ATT037010,STU0741,2026-04-21,DBMS,Present
ATT037011,STU0741,2026-02-19,Python,Present
ATT037012,STU0741,2026-03-20,DBMS,Present
ATT037013,STU0741,2026-01-26,Python,Present
ATT037014,STU0741,2026-05-26,Networks,Present
ATT037015,STU0741,2026-07-13,DBMS,Present
ATT037016,STU0741,2026-05-11,Networks,Present
ATT037017,STU0741,2026-07-28,Python,Absent
ATT037018,STU0741,2026-04-05,Networks,Present
ATT037019,STU0741,2026-04-25,Web Development,Present
ATT037020,STU0741,2026-05-24,DBMS,Absent
ATT037021,STU0741,2026-04-12,Networks,Present
ATT037022,STU0741,2026-06-05,Python,Present
ATT037023,STU0741,2026-05-08,Web Development,Absent
ATT037024,STU0741,2026-01-10,DBMS,Present
ATT037025,STU0741,2026-01-08,Networks,Present
ATT037026,STU0741,2026-06-29,Python,Absent
ATT037027,STU0741,2026-01-23,Web Development,Absent
ATT037028,STU0741,2026-04-17,DBMS,Present
ATT037029,STU0741,2026-01-31,DBMS,Absent
ATT037030,STU0741,2026-01-04,Python,Present
ATT037031,STU0741,2026-04-07,DBMS,Present
ATT037032,STU0741,2026-03-27,Python,Absent
ATT037033,STU0741,2026-03-19,DBMS,Absent
ATT037034,STU0741,2026-07-31,Python,Present
ATT037035,STU0741,2026-02-17,Networks,Present
ATT037036,STU0741,2026-06-09,Networks,Present
ATT037037,STU0741,2026-02-05,Web Development,Present
ATT037038,STU0741,2026-05-09,Web Development,Present
ATT037039,STU0741,2026-01-01,DBMS,Present
ATT037040,STU0741,2026-05-04,DBMS,Present
ATT037041,STU0741,2026-03-07,Networks,Present
ATT037042,STU0741,2026-03-09,Networks,Present
ATT037043,STU0741,2026-07-07,DBMS,Present
ATT037044,STU0741,2026-07-29,Web Development,Absent
ATT037045,STU0741,2026-02-27,Web Development,Present
ATT037046,STU0741,2026-07-14,Python,Present
ATT037047,STU0741,2026-08-04,Networks,Present
ATT037048,STU0741,2026-02-15,Python,Present
ATT037049,STU0741,2026-04-16,Web Development,Present
ATT037050,STU0741,2026-07-05,Python,Absent
ATT037051,STU0742,2026-07-19,Machines,Present
ATT037052,STU0742,2026-04-29,Machines,Absent
ATT037053,STU0742,2026-01-21,Control Systems,Present
ATT037054,STU0742,2026-08-17,Circuits,Present
ATT037055,STU0742,2026-03-02,Power Systems,Present
ATT037056,STU0742,2026-02-14,Machines,Present
ATT037057,STU0742,2026-03-05,Power Systems,Present
ATT037058,STU0742,2026-03-06,Machines,Present
ATT037059,STU0742,2026-01-14,Control Systems,Present
ATT037060,STU0742,2026-03-09,Power Systems,Present
ATT037061,STU0742,2026-05-12,Circuits,Present
ATT037062,STU0742,2026-05-23,Power Systems,Present
ATT037063,STU0742,2026-06-01,Power Systems,Present
ATT037064,STU0742,2026-06-13,Machines,Present
ATT037065,STU0742,2026-08-18,Machines,Present
ATT037066,STU0742,2026-06-25,Circuits,Present
ATT037067,STU0742,2026-03-07,Circuits,Present
ATT037068,STU0742,2026-01-25,Control Systems,Present
ATT037069,STU0742,2026-07-07,Power Systems,Present
ATT037070,STU0742,2026-04-15,Machines,Present
ATT037071,STU0742,2026-01-29,Machines,Present
ATT037072,STU0742,2026-01-27,Machines,Present
ATT037073,STU0742,2026-08-29,Machines,Present
ATT037074,STU0742,2026-08-13,Control Systems,Absent
ATT037075,STU0742,2026-07-10,Power Systems,Absent
ATT037076,STU0742,2026-08-11,Machines,Present
ATT037077,STU0742,2026-07-16,Machines,Present
ATT037078,STU0742,2026-01-18,Control Systems,Present
ATT037079,STU0742,2026-07-20,Control Systems,Present
ATT037080,STU0742,2026-02-10,Power Systems,Absent
ATT037081,STU0742,2026-04-18,Machines,Present
ATT037082,STU0742,2026-06-12,Control Systems,Absent
ATT037083,STU0742,2026-07-06,Control Systems,Present
ATT037084,STU0742,2026-06-21,Circuits,Present
ATT037085,STU0742,2026-07-14,Machines,Absent
ATT037086,STU0742,2026-05-06,Circuits,Absent
ATT037087,STU0742,2026-02-21,Machines,Present
ATT037088,STU0742,2026-08-09,Machines,Present
ATT037089,STU0742,2026-04-09,Power Systems,Present
ATT037090,STU0742,2026-01-16,Machines,Present
ATT037091,STU0742,2026-08-14,Control Systems,Present
ATT037092,STU0742,2026-03-04,Control Systems,Present
ATT037093,STU0742,2026-05-17,Control Systems,Present
ATT037094,STU0742,2026-06-28,Power Systems,Present
ATT037095,STU0742,2026-07-05,Machines,Present
ATT037096,STU0742,2026-06-03,Machines,Present
ATT037097,STU0742,2026-07-27,Power Systems,Present
ATT037098,STU0742,2026-04-06,Power Systems,Present
ATT037099,STU0742,2026-06-02,Circuits,Present
ATT037100,STU0742,2026-06-29,Circuits,Present
ATT037101,STU0743,2026-03-27,DSA,Present
ATT037102,STU0743,2026-04-17,OS,Present
ATT037103,STU0743,2026-05-01,Python,Present
ATT037104,STU0743,2026-02-10,DBMS,Present
ATT037105,STU0743,2026-05-07,DSA,Present
ATT037106,STU0743,2026-08-08,DBMS,Present
ATT037107,STU0743,2026-03-08,DSA,Present
ATT037108,STU0743,2026-04-18,Python,Present
ATT037109,STU0743,2026-06-04,OS,Present
ATT037110,STU0743,2026-06-27,DSA,Present
ATT037111,STU0743,2026-03-30,OS,Present
ATT037112,STU0743,2026-02-13,DBMS,Present
ATT037113,STU0743,2026-02-22,Python,Present
ATT037114,STU0743,2026-04-24,DSA,Present
ATT037115,STU0743,2026-07-08,OS,Absent
ATT037116,STU0743,2026-05-28,DBMS,Absent
ATT037117,STU0743,2026-06-05,OS,Present
ATT037118,STU0743,2026-03-20,OS,Present
ATT037119,STU0743,2026-01-23,DSA,Present
ATT037120,STU0743,2026-06-29,OS,Present
ATT037121,STU0743,2026-05-04,DBMS,Present
ATT037122,STU0743,2026-03-12,OS,Present
ATT037123,STU0743,2026-08-20,Python,Present
ATT037124,STU0743,2026-04-27,DSA,Present
ATT037125,STU0743,2026-03-09,DSA,Present
ATT037126,STU0743,2026-08-26,OS,Present
ATT037127,STU0743,2026-03-11,DSA,Absent
ATT037128,STU0743,2026-04-20,DBMS,Present
ATT037129,STU0743,2026-01-08,DSA,Present
ATT037130,STU0743,2026-01-16,OS,Present
ATT037131,STU0743,2026-01-09,DSA,Present
ATT037132,STU0743,2026-06-10,DBMS,Absent
ATT037133,STU0743,2026-07-10,DBMS,Present
ATT037134,STU0743,2026-08-11,Python,Absent
ATT037135,STU0743,2026-02-07,DBMS,Absent
ATT037136,STU0743,2026-01-04,DBMS,Absent
ATT037137,STU0743,2026-04-29,DSA,Absent
ATT037138,STU0743,2026-02-06,OS,Present
ATT037139,STU0743,2026-03-24,DBMS,Absent
ATT037140,STU0743,2026-05-09,DSA,Present
ATT037141,STU0743,2026-03-22,Python,Present
ATT037142,STU0743,2026-02-12,DBMS,Present
ATT037143,STU0743,2026-04-12,OS,Present
ATT037144,STU0743,2026-07-26,DSA,Present
ATT037145,STU0743,2026-05-22,OS,Present
ATT037146,STU0743,2026-01-02,DSA,Present
ATT037147,STU0743,2026-01-20,DSA,Present
ATT037148,STU0743,2026-01-28,DBMS,Present
ATT037149,STU0743,2026-06-24,OS,Present
ATT037150,STU0743,2026-08-15,OS,Present
ATT037151,STU0744,2026-08-25,Statistics,Present
ATT037152,STU0744,2026-02-23,Machine Learning,Present
ATT037153,STU0744,2026-03-06,Statistics,Present
ATT037154,STU0744,2026-08-20,Machine Learning,Present
ATT037155,STU0744,2026-08-26,Statistics,Present
ATT037156,STU0744,2026-01-26,Machine Learning,Absent
ATT037157,STU0744,2026-04-16,Machine Learning,Present
ATT037158,STU0744,2026-06-29,DBMS,Present
ATT037159,STU0744,2026-07-29,Machine Learning,Present
ATT037160,STU0744,2026-08-15,Statistics,Present
ATT037161,STU0744,2026-03-31,DBMS,Absent
ATT037162,STU0744,2026-04-17,DBMS,Present
ATT037163,STU0744,2026-07-21,DBMS,Present
ATT037164,STU0744,2026-04-09,DBMS,Present
ATT037165,STU0744,2026-06-01,DBMS,Present
ATT037166,STU0744,2026-02-14,DBMS,Present
ATT037167,STU0744,2026-08-27,Python,Present
ATT037168,STU0744,2026-08-19,DBMS,Present
ATT037169,STU0744,2026-08-16,Python,Present
ATT037170,STU0744,2026-06-19,DBMS,Absent
ATT037171,STU0744,2026-03-29,DBMS,Present
ATT037172,STU0744,2026-03-24,Python,Absent
ATT037173,STU0744,2026-02-16,DBMS,Absent
ATT037174,STU0744,2026-05-04,Machine Learning,Present
ATT037175,STU0744,2026-07-14,Statistics,Present
ATT037176,STU0744,2026-02-19,DBMS,Absent
ATT037177,STU0744,2026-04-12,Machine Learning,Present
ATT037178,STU0744,2026-03-19,Machine Learning,Present
ATT037179,STU0744,2026-04-28,Python,Present
ATT037180,STU0744,2026-08-05,Statistics,Present
ATT037181,STU0744,2026-03-28,Machine Learning,Absent
ATT037182,STU0744,2026-08-09,Statistics,Present
ATT037183,STU0744,2026-06-23,Statistics,Present
ATT037184,STU0744,2026-08-06,Python,Present
ATT037185,STU0744,2026-08-28,Machine Learning,Absent
ATT037186,STU0744,2026-07-22,Python,Present
ATT037187,STU0744,2026-06-30,Statistics,Present
ATT037188,STU0744,2026-08-01,Python,Present
ATT037189,STU0744,2026-05-21,Python,Present
ATT037190,STU0744,2026-04-03,Statistics,Present
ATT037191,STU0744,2026-01-29,Python,Present
ATT037192,STU0744,2026-03-05,Statistics,Present
ATT037193,STU0744,2026-08-29,DBMS,Present
ATT037194,STU0744,2026-01-14,Statistics,Present
ATT037195,STU0744,2026-08-11,Python,Present
ATT037196,STU0744,2026-03-02,Statistics,Present
ATT037197,STU0744,2026-07-05,Statistics,Present
ATT037198,STU0744,2026-03-01,DBMS,Present
ATT037199,STU0744,2026-08-21,Python,Present
ATT037200,STU0744,2026-02-28,Machine Learning,Present
ATT037201,STU0745,2026-06-01,Machine Learning,Present
ATT037202,STU0745,2026-04-16,Machine Learning,Present
ATT037203,STU0745,2026-03-21,Python,Present
ATT037204,STU0745,2026-05-14,Machine Learning,Present
ATT037205,STU0745,2026-03-10,Statistics,Present
ATT037206,STU0745,2026-02-05,DBMS,Present
ATT037207,STU0745,2026-02-09,Python,Present
ATT037208,STU0745,2026-01-17,Python,Present
ATT037209,STU0745,2026-05-22,Python,Present
ATT037210,STU0745,2026-07-04,Machine Learning,Present
ATT037211,STU0745,2026-06-12,DBMS,Present
ATT037212,STU0745,2026-06-27,Machine Learning,Present
ATT037213,STU0745,2026-03-05,Machine Learning,Present
ATT037214,STU0745,2026-03-12,Machine Learning,Present
ATT037215,STU0745,2026-02-27,Statistics,Absent
ATT037216,STU0745,2026-04-24,Statistics,Absent
ATT037217,STU0745,2026-02-28,DBMS,Present
ATT037218,STU0745,2026-07-25,DBMS,Present
ATT037219,STU0745,2026-04-28,Statistics,Present
ATT037220,STU0745,2026-08-19,Machine Learning,Absent
ATT037221,STU0745,2026-03-17,Python,Present
ATT037222,STU0745,2026-07-10,Machine Learning,Present
ATT037223,STU0745,2026-05-10,Machine Learning,Present
ATT037224,STU0745,2026-08-10,Machine Learning,Present
ATT037225,STU0745,2026-06-11,DBMS,Absent
ATT037226,STU0745,2026-01-22,Statistics,Present
ATT037227,STU0745,2026-07-23,Statistics,Present
ATT037228,STU0745,2026-05-30,Machine Learning,Present
ATT037229,STU0745,2026-02-10,Machine Learning,Present
ATT037230,STU0745,2026-08-05,DBMS,Absent
ATT037231,STU0745,2026-04-10,Python,Absent
ATT037232,STU0745,2026-05-12,DBMS,Present
ATT037233,STU0745,2026-05-11,Statistics,Present
ATT037234,STU0745,2026-05-29,Python,Present
ATT037235,STU0745,2026-05-23,DBMS,Present
ATT037236,STU0745,2026-01-18,Python,Present
ATT037237,STU0745,2026-01-10,Python,Present
ATT037238,STU0745,2026-04-05,Statistics,Present
ATT037239,STU0745,2026-05-01,DBMS,Present
ATT037240,STU0745,2026-06-28,Statistics,Present
ATT037241,STU0745,2026-08-31,Statistics,Present
ATT037242,STU0745,2026-04-27,Python,Present
ATT037243,STU0745,2026-03-01,Python,Present
ATT037244,STU0745,2026-05-19,DBMS,Absent
ATT037245,STU0745,2026-03-09,Statistics,Absent
ATT037246,STU0745,2026-06-24,Machine Learning,Present
ATT037247,STU0745,2026-06-06,Python,Present
ATT037248,STU0745,2026-01-16,Python,Absent
ATT037249,STU0745,2026-02-20,Statistics,Present
ATT037250,STU0745,2026-04-21,Python,Present
ATT037251,STU0746,2026-07-04,Circuits,Present
ATT037252,STU0746,2026-05-20,Circuits,Present
ATT037253,STU0746,2026-07-24,Circuits,Present
ATT037254,STU0746,2026-06-06,Control Systems,Present
ATT037255,STU0746,2026-01-02,Control Systems,Present
ATT037256,STU0746,2026-06-29,Machines,Present
ATT037257,STU0746,2026-07-18,Machines,Absent
ATT037258,STU0746,2026-05-07,Power Systems,Present
ATT037259,STU0746,2026-05-18,Power Systems,Present
ATT037260,STU0746,2026-05-29,Circuits,Present
ATT037261,STU0746,2026-07-16,Control Systems,Present
ATT037262,STU0746,2026-02-05,Circuits,Present
ATT037263,STU0746,2026-02-17,Control Systems,Present
ATT037264,STU0746,2026-04-13,Circuits,Present
ATT037265,STU0746,2026-08-07,Machines,Present
ATT037266,STU0746,2026-04-02,Circuits,Present
ATT037267,STU0746,2026-08-21,Power Systems,Absent
ATT037268,STU0746,2026-07-15,Circuits,Present
ATT037269,STU0746,2026-02-26,Circuits,Present
ATT037270,STU0746,2026-01-09,Power Systems,Present
ATT037271,STU0746,2026-04-14,Control Systems,Present
ATT037272,STU0746,2026-07-29,Control Systems,Present
ATT037273,STU0746,2026-06-07,Machines,Present
ATT037274,STU0746,2026-06-25,Control Systems,Present
ATT037275,STU0746,2026-08-25,Circuits,Present
ATT037276,STU0746,2026-01-14,Power Systems,Present
ATT037277,STU0746,2026-07-02,Control Systems,Present
ATT037278,STU0746,2026-07-26,Control Systems,Present
ATT037279,STU0746,2026-04-04,Circuits,Absent
ATT037280,STU0746,2026-01-06,Machines,Present
ATT037281,STU0746,2026-01-01,Power Systems,Present
ATT037282,STU0746,2026-02-09,Power Systems,Present
ATT037283,STU0746,2026-02-12,Power Systems,Present
ATT037284,STU0746,2026-01-23,Machines,Present
ATT037285,STU0746,2026-04-16,Circuits,Present
ATT037286,STU0746,2026-08-04,Power Systems,Absent
ATT037287,STU0746,2026-04-27,Machines,Present
ATT037288,STU0746,2026-08-10,Machines,Present
ATT037289,STU0746,2026-03-04,Control Systems,Present
ATT037290,STU0746,2026-05-13,Control Systems,Present
ATT037291,STU0746,2026-01-07,Power Systems,Present
ATT037292,STU0746,2026-07-21,Power Systems,Present
ATT037293,STU0746,2026-06-23,Control Systems,Present
ATT037294,STU0746,2026-05-31,Circuits,Present
ATT037295,STU0746,2026-06-24,Power Systems,Present
ATT037296,STU0746,2026-02-28,Control Systems,Present
ATT037297,STU0746,2026-06-14,Circuits,Present
ATT037298,STU0746,2026-07-10,Power Systems,Present
ATT037299,STU0746,2026-08-16,Circuits,Present
ATT037300,STU0746,2026-04-25,Circuits,Absent
ATT037301,STU0747,2026-05-05,OS,Present
ATT037302,STU0747,2026-01-07,OS,Absent
ATT037303,STU0747,2026-04-05,DSA,Present
ATT037304,STU0747,2026-06-25,DSA,Present
ATT037305,STU0747,2026-03-05,DBMS,Present
ATT037306,STU0747,2026-07-06,DBMS,Present
ATT037307,STU0747,2026-08-28,DSA,Present
ATT037308,STU0747,2026-02-25,DBMS,Present
ATT037309,STU0747,2026-02-28,DBMS,Absent
ATT037310,STU0747,2026-08-07,DBMS,Present
ATT037311,STU0747,2026-01-23,DBMS,Present
ATT037312,STU0747,2026-04-01,OS,Present
ATT037313,STU0747,2026-06-01,DSA,Present
ATT037314,STU0747,2026-05-27,DBMS,Present
ATT037315,STU0747,2026-06-16,DBMS,Present
ATT037316,STU0747,2026-02-16,DBMS,Present
ATT037317,STU0747,2026-04-16,OS,Present
ATT037318,STU0747,2026-01-19,DBMS,Present
ATT037319,STU0747,2026-03-28,DBMS,Absent
ATT037320,STU0747,2026-01-16,DSA,Present
ATT037321,STU0747,2026-06-26,DBMS,Present
ATT037322,STU0747,2026-02-09,OS,Present
ATT037323,STU0747,2026-04-06,DBMS,Absent
ATT037324,STU0747,2026-04-29,DBMS,Present
ATT037325,STU0747,2026-07-20,Python,Present
ATT037326,STU0747,2026-04-26,Python,Present
ATT037327,STU0747,2026-03-14,Python,Present
ATT037328,STU0747,2026-02-08,DBMS,Present
ATT037329,STU0747,2026-06-15,DSA,Present
ATT037330,STU0747,2026-07-07,Python,Present
ATT037331,STU0747,2026-04-24,OS,Present
ATT037332,STU0747,2026-04-15,DBMS,Present
ATT037333,STU0747,2026-02-22,OS,Present
ATT037334,STU0747,2026-08-01,DSA,Present
ATT037335,STU0747,2026-01-09,DSA,Present
ATT037336,STU0747,2026-07-25,DBMS,Present
ATT037337,STU0747,2026-01-02,DBMS,Present
ATT037338,STU0747,2026-03-25,OS,Present
ATT037339,STU0747,2026-04-21,Python,Present
ATT037340,STU0747,2026-08-20,DBMS,Present
ATT037341,STU0747,2026-06-23,DSA,Present
ATT037342,STU0747,2026-07-04,OS,Present
ATT037343,STU0747,2026-02-23,OS,Present
ATT037344,STU0747,2026-01-15,DSA,Present
ATT037345,STU0747,2026-03-16,Python,Present
ATT037346,STU0747,2026-01-17,Python,Present
