energy_id,date,building,meter_id,units_consumed_kwh,electricity_cost,peak_hour_units,cost_per_kwh
ENG000605,2026-03-28,Hostel B,MTR-03,985.57,7118.3,487.3,7.2225209777083315
ENG000606,2026-03-28,Library,MTR-04,668.69,4942.77,336.02,7.391721126381432
ENG000607,2026-03-28,Canteen,MTR-05,524.64,4060.86,224.45,7.740279048490394
ENG000608,2026-03-28,Computer Lab,MTR-06,1101.8,8857.71,603.7,8.039308404429116
ENG000609,2026-03-28,Admin Block,MTR-07,418.36,3340.03,224.44,7.983626541734392
ENG000610,2026-03-29,Academic Block,MTR-01,941.58,7850.08,487.53,8.33713545317445
ENG000611,2026-03-29,Hostel A,MTR-02,1235.57,9265.74,609.25,7.499162329936791
ENG000612,2026-03-29,Hostel B,MTR-03,1004.55,8050.1,371.76,8.013637947339605
ENG000613,2026-03-29,Library,MTR-04,694.93,5983.49,345.21,8.61020534442318
ENG000614,2026-03-29,Canteen,MTR-05,484.48,4289.35,254.43,8.853513044914136
ENG000615,2026-03-29,Computer Lab,MTR-06,1160.42,8307.45,587.85,7.159002774857379
ENG000616,2026-03-29,Admin Block,MTR-07,347.28,2777.96,155.65,7.9991937341626365
ENG000617,2026-03-30,Academic Block,MTR-01,1218.62,9612.38,569.92,7.887922404030789
ENG000618,2026-03-30,Hostel A,MTR-02,1175.27,9610.03,499.24,8.176869995830746
ENG000619,2026-03-30,Hostel B,MTR-03,1074.31,9510.28,380.39,8.85245413335071
ENG000620,2026-03-30,Library,MTR-04,592.17,4390.03,215.43,7.413462350338586
ENG000621,2026-03-30,Canteen,MTR-05,337.76,2904.34,183.52,8.5988275698721
ENG000622,2026-03-30,Computer Lab,MTR-06,1356.9,11736.54,535.84,8.649524651779792
ENG000623,2026-03-30,Admin Block,MTR-07,445.1,3414.23,176.96,7.670703212761177
ENG000624,2026-03-31,Academic Block,MTR-01,1094.39,8526.67,545.66,7.791253575050941
ENG000625,2026-03-31,Hostel A,MTR-02,1250.5,9418.15,576.99,7.531507397041183
ENG000626,2026-03-31,Hostel B,MTR-03,1064.99,9086.47,449.7,8.531976826073484
ENG000627,2026-03-31,Library,MTR-04,574.54,4091.19,256.15,7.120809691231247
ENG000628,2026-03-31,Canteen,MTR-05,449.5,3615.54,194.55,8.043470522803114
ENG000629,2026-03-31,Computer Lab,MTR-06,1034.84,8612.14,468.98,8.322194735418035
ENG000630,2026-03-31,Admin Block,MTR-07,388.19,3191.99,204.02,8.222751745279373
ENG000631,2026-04-01,Academic Block,MTR-01,1059.28,7922.94,410.14,7.479552148629257
ENG000632,2026-04-01,Hostel A,MTR-02,1007.48,7370.96,478.18,7.316234565450431
ENG000633,2026-04-01,Hostel B,MTR-03,1163.34,8699.89,421.21,7.478372616775835
ENG000634,2026-04-01,Library,MTR-04,590.97,4924.36,264.44,8.33267340135709
ENG000635,2026-04-01,Canteen,MTR-05,385.54,2909.53,173.76,7.546635887326866
ENG000636,2026-04-01,Computer Lab,MTR-06,1440.76,12779.84,636.84,8.87020739054388
ENG000637,2026-04-01,Admin Block,MTR-07,376.7,3122.61,139.15,8.289381470666314
ENG000638,2026-04-02,Academic Block,MTR-01,886.42,7635.96,457.19,8.614381444461994
ENG000639,2026-04-02,Hostel A,MTR-02,932.66,7722.36,362.68,8.279930521304655
ENG000640,2026-04-02,Hostel B,MTR-03,985.52,7565.74,409.94,7.67690153421544
ENG000641,2026-04-02,Library,MTR-04,705.67,6298.75,247.41,8.925914379242423
ENG000642,2026-04-02,Canteen,MTR-05,396.37,3110.54,148.38,7.847566667507632
ENG000643,2026-04-02,Computer Lab,MTR-06,1095.52,8525.13,399.46,7.781811377245508
ENG000644,2026-04-02,Admin Block,MTR-07,410.48,3382.39,200.92,8.240084778795556
ENG000645,2026-04-03,Academic Block,MTR-01,962.93,7967.21,338.5,8.273924376642125
ENG000646,2026-04-03,Hostel A,MTR-02,1167.38,8189.84,598.22,7.015573335160787
ENG000647,2026-04-03,Hostel B,MTR-03,958.42,7229.91,358.04,7.5435717117756305
ENG000648,2026-04-03,Library,MTR-04,723.68,6080.65,396.4,8.402401613973026
ENG000649,2026-04-03,Canteen,MTR-05,406.33,2882.57,173.22,7.094159919277435
ENG000650,2026-04-03,Computer Lab,MTR-06,1280.77,9151.12,497.52,7.145014327318723
ENG000651,2026-04-03,Admin Block,MTR-07,332.85,2669.83,168.28,8.021120624906112
ENG000652,2026-04-04,Academic Block,MTR-01,981.22,7594.02,530.46,7.739365279957604
ENG000653,2026-04-04,Hostel A,MTR-02,1266.45,10198.56,452.82,8.052872201823995
ENG000654,2026-04-04,Hostel B,MTR-03,916.49,7541.68,351.23,8.228873201016924
ENG000655,2026-04-04,Library,MTR-04,615.0,4927.52,282.98,8.012227642276423
ENG000656,2026-04-04,Canteen,MTR-05,547.47,4670.48,204.7,8.53102453102453
ENG000657,2026-04-04,Computer Lab,MTR-06,1121.08,8349.3,550.32,7.447550576230063
ENG000658,2026-04-04,Admin Block,MTR-07,368.72,2692.26,146.57,7.3016380993707966
ENG000659,2026-04-05,Academic Block,MTR-01,847.99,6111.62,432.29,7.207184046981686
ENG000660,2026-04-05,Hostel A,MTR-02,991.94,7822.49,400.99,7.886051575700143
ENG000661,2026-04-05,Hostel B,MTR-03,1008.25,7762.36,399.06,7.698844532606
ENG000662,2026-04-05,Library,MTR-04,658.54,4912.63,276.29,7.459880948765451
ENG000663,2026-04-05,Canteen,MTR-05,514.29,4024.24,264.41,7.8248459040619105
ENG000664,2026-04-05,Computer Lab,MTR-06,1395.88,11255.78,647.37,8.06357279995415
ENG000665,2026-04-05,Admin Block,MTR-07,433.11,3232.54,230.37,7.463554293366581
ENG000666,2026-04-06,Academic Block,MTR-01,1165.19,10399.99,630.91,8.925574369845261
ENG000667,2026-04-06,Hostel A,MTR-02,1065.22,9093.29,484.78,8.536537053378645
ENG000668,2026-04-06,Hostel B,MTR-03,990.0,7348.91,385.3,7.423141414141414
ENG000669,2026-04-06,Library,MTR-04,652.39,4577.29,319.92,7.016186636827665
ENG000670,2026-04-06,Canteen,MTR-05,325.27,2429.17,136.86,7.468164909152397
ENG000671,2026-04-06,Computer Lab,MTR-06,1210.15,9650.9,637.18,7.9749617815973215
ENG000672,2026-04-06,Admin Block,MTR-07,381.85,2906.43,139.39,7.61144428440487
ENG000673,2026-04-07,Academic Block,MTR-01,846.99,6563.57,328.25,7.749288657481197
ENG000674,2026-04-07,Hostel A,MTR-02,1369.77,11852.36,540.02,8.652810325821124
ENG000675,2026-04-07,Hostel B,MTR-03,1004.55,7560.77,445.08,7.526524314369619
ENG000676,2026-04-07,Library,MTR-04,634.05,4482.84,288.52,7.070167967825882
ENG000677,2026-04-07,Canteen,MTR-05,447.25,3347.09,245.92,7.483711570709894
ENG000678,2026-04-07,Computer Lab,MTR-06,1361.38,12130.4,620.88,8.910370359488166
ENG000679,2026-04-07,Admin Block,MTR-07,380.96,3156.15,146.08,8.284728055438892
ENG000680,2026-04-08,Academic Block,MTR-01,894.17,7987.34,427.12,8.932686178243511
ENG000681,2026-04-08,Hostel A,MTR-02,1086.41,9611.38,578.82,8.846917830285065
ENG000682,2026-04-08,Hostel B,MTR-03,1052.72,7425.13,461.56,7.053281024393951
ENG000683,2026-04-08,Library,MTR-04,657.82,5029.48,306.11,7.645678149037729
ENG000684,2026-04-08,Canteen,MTR-05,393.18,3464.42,173.68,8.811282364311511
ENG000685,2026-04-08,Computer Lab,MTR-06,1062.53,8505.18,404.81,8.004649280490904
ENG000686,2026-04-08,Admin Block,MTR-07,388.37,3069.57,196.61,7.903725828462549
ENG000687,2026-04-09,Academic Block,MTR-01,878.3,7740.07,370.82,8.812558351360583
ENG000688,2026-04-09,Hostel A,MTR-02,1262.24,11104.36,535.44,8.797344403599949
ENG000689,2026-04-09,Hostel B,MTR-03,1100.8,8283.92,583.24,7.5253633720930235
ENG000690,2026-04-09,Library,MTR-04,699.28,4897.75,337.59,7.003989818098616
ENG000691,2026-04-09,Canteen,MTR-05,551.55,3920.33,296.52,7.107841537485269
ENG000692,2026-04-09,Computer Lab,MTR-06,1484.83,10724.83,535.78,7.2229346120431295
ENG000693,2026-04-09,Admin Block,MTR-07,430.71,3284.38,196.36,7.625502077964292
ENG000694,2026-04-10,Academic Block,MTR-01,1103.09,9438.16,464.01,8.556110562148149
ENG000695,2026-04-10,Hostel A,MTR-02,948.52,7818.15,381.79,8.242472483447898
ENG000696,2026-04-10,Hostel B,MTR-03,956.84,6851.35,401.09,7.160392542117805
ENG000697,2026-04-10,Library,MTR-04,660.76,4867.66,344.9,7.366759489073188
ENG000698,2026-04-10,Canteen,MTR-05,506.96,3898.18,202.77,7.689324601546473
ENG000699,2026-04-10,Computer Lab,MTR-06,1210.41,10527.06,660.34,8.697102634644459
ENG000700,2026-04-10,Admin Block,MTR-07,341.39,2893.81,146.55,8.47655174433932
ENG000701,2026-04-11,Academic Block,MTR-01,867.89,6766.38,355.95,7.796356681146229
ENG000702,2026-04-11,Hostel A,MTR-02,1181.14,8750.56,504.76,7.408571380192017
ENG000703,2026-04-11,Hostel B,MTR-03,1044.03,8118.98,441.48,7.776577301418541
ENG000704,2026-04-11,Library,MTR-04,681.16,4907.94,288.68,7.205267484878736
ENG000705,2026-04-11,Canteen,MTR-05,531.34,4243.84,249.5,7.987051605375089
ENG000706,2026-04-11,Computer Lab,MTR-06,1131.36,8604.38,459.49,7.60534224296422
ENG000707,2026-04-11,Admin Block,MTR-07,357.11,3141.02,131.97,8.79566520119851
ENG000708,2026-04-12,Academic Block,MTR-01,891.96,7678.72,373.52,8.608816538858244
ENG000709,2026-04-12,Hostel A,MTR-02,1133.73,9520.65,600.23,8.397634357386679
ENG000710,2026-04-12,Hostel B,MTR-03,983.95,8849.26,402.58,8.993607398749937
ENG000711,2026-04-12,Library,MTR-04,656.69,4670.7,358.99,7.1124883887374555
ENG000712,2026-04-12,Canteen,MTR-05,481.39,4210.24,219.69,8.746006356592368
ENG000713,2026-04-12,Computer Lab,MTR-06,1320.13,9723.82,552.28,7.365804882852445
ENG000714,2026-04-12,Admin Block,MTR-07,358.9,2552.38,162.23,7.111674561159098
ENG000715,2026-04-13,Academic Block,MTR-01,1031.06,8636.59,408.27,8.376418443155588
ENG000716,2026-04-13,Hostel A,MTR-02,1069.15,7841.54,398.74,7.334368423514006
ENG000717,2026-04-13,Hostel B,MTR-03,1026.57,7688.58,464.54,7.489581811274439
ENG000718,2026-04-13,Library,MTR-04,589.08,4858.85,233.21,8.248200583961431
ENG000719,2026-04-13,Canteen,MTR-05,352.48,2475.4,166.15,7.0228098048116205
ENG000720,2026-04-13,Computer Lab,MTR-06,1198.93,9943.04,565.82,8.293261491496585
ENG000721,2026-04-13,Admin Block,MTR-07,373.3,2883.49,199.85,7.724323600321457
ENG000722,2026-04-14,Academic Block,MTR-01,817.0,6999.16,333.0,8.566903304773561
ENG000723,2026-04-14,Hostel A,MTR-02,980.94,8618.55,491.46,8.78601137684262
ENG000724,2026-04-14,Hostel B,MTR-03,1342.46,9726.49,619.34,7.245273602192989
ENG000725,2026-04-14,Library,MTR-04,753.62,5786.69,339.84,7.678524986067248
ENG000726,2026-04-14,Canteen,MTR-05,530.34,4575.19,218.35,8.626899724704906
ENG000727,2026-04-14,Computer Lab,MTR-06,1345.06,9600.43,641.84,7.137547767385842
ENG000728,2026-04-14,Admin Block,MTR-07,423.36,2973.06,168.36,7.0225340136054415
ENG000729,2026-04-15,Academic Block,MTR-01,903.57,7828.99,433.76,8.664508560487842
ENG000730,2026-04-15,Hostel A,MTR-02,1041.17,9123.63,424.34,8.762862933046476
ENG000731,2026-04-15,Hostel B,MTR-03,1057.99,8459.56,539.66,7.995878978062174
ENG000732,2026-04-15,Library,MTR-04,610.48,4634.95,224.56,7.5923044161970905
ENG000733,2026-04-15,Canteen,MTR-05,453.12,3633.39,227.96,8.018604343220339
ENG000734,2026-04-15,Computer Lab,MTR-06,1613.3,14474.4,631.98,8.971920907456767
ENG000735,2026-04-15,Admin Block,MTR-07,325.89,2647.66,117.22,8.124397802939642
ENG000736,2026-04-16,Academic Block,MTR-01,943.37,7255.55,458.26,7.691096812491387
ENG000737,2026-04-16,Hostel A,MTR-02,1201.81,8446.39,623.59,7.028057679666503
ENG000738,2026-04-16,Hostel B,MTR-03,1038.25,7424.56,560.85,7.151032988201301
ENG000739,2026-04-16,Library,MTR-04,640.4,5616.46,255.8,8.770237351655215
ENG000740,2026-04-16,Canteen,MTR-05,362.25,2662.26,170.22,7.349233954451346
ENG000741,2026-04-16,Computer Lab,MTR-06,1387.94,9882.04,578.37,7.119933138320101
ENG000742,2026-04-16,Admin Block,MTR-07,331.4,2527.42,129.34,7.6264936632468325
ENG000743,2026-04-17,Academic Block,MTR-01,1021.21,8580.72,439.65,8.402502913210798
ENG000744,2026-04-17,Hostel A,MTR-02,1283.04,10840.84,464.28,8.44933906970944
ENG000745,2026-04-17,Hostel B,MTR-03,1215.24,10818.26,431.36,8.902159244264508
ENG000746,2026-04-17,Library,MTR-04,669.65,5151.76,343.57,7.693212872396028
ENG000747,2026-04-17,Canteen,MTR-05,375.28,3080.22,147.73,8.207791515668301
ENG000748,2026-04-17,Computer Lab,MTR-06,1170.51,10048.8,515.61,8.584975779788296
ENG000749,2026-04-17,Admin Block,MTR-07,423.89,3384.37,196.96,7.984076057467739
ENG000750,2026-04-18,Academic Block,MTR-01,957.72,8025.67,400.03,8.379975358142254
ENG000751,2026-04-18,Hostel A,MTR-02,1051.78,7924.2,486.71,7.5340850748255335
ENG000752,2026-04-18,Hostel B,MTR-03,1181.15,8931.97,477.33,7.562096262117427
ENG000753,2026-04-18,Library,MTR-04,693.86,5453.6,312.33,7.859798806675698
ENG000754,2026-04-18,Canteen,MTR-05,467.48,3339.91,207.37,7.144498160349105
ENG000755,2026-04-18,Computer Lab,MTR-06,1120.52,9571.7,569.12,8.542194695320031
ENG000756,2026-04-18,Admin Block,MTR-07,445.67,3285.46,189.87,7.371956829043911
ENG000757,2026-04-19,Academic Block,MTR-01,1064.71,8565.05,514.12,8.044490988156399
ENG000758,2026-04-19,Hostel A,MTR-02,949.89,8081.35,510.39,8.507669309077894
ENG000759,2026-04-19,Hostel B,MTR-03,1134.38,9725.14,482.06,8.573088383081506
ENG000760,2026-04-19,Library,MTR-04,763.0,5736.79,293.46,7.51872870249017
ENG000761,2026-04-19,Canteen,MTR-05,359.36,2569.75,132.77,7.150907168299199
ENG000762,2026-04-19,Computer Lab,MTR-06,969.48,7938.63,441.34,8.188544374303751
ENG000763,2026-04-19,Admin Block,MTR-07,371.05,3281.97,183.83,8.845088263037326
ENG000764,2026-04-20,Academic Block,MTR-01,848.58,6857.3,323.77,8.080911640623158
ENG000765,2026-04-20,Hostel A,MTR-02,1530.17,13685.74,560.92,8.943934334093598
ENG000766,2026-04-20,Hostel B,MTR-03,1018.12,7165.02,514.93,7.0375004911012455
ENG000767,2026-04-20,Library,MTR-04,619.73,5552.82,287.65,8.960063253352265
ENG000768,2026-04-20,Canteen,MTR-05,386.95,3100.13,205.15,8.011706938880993
ENG000769,2026-04-20,Computer Lab,MTR-06,1156.1,9921.89,624.62,8.58220742150333
ENG000770,2026-04-20,Admin Block,MTR-07,453.95,4035.39,243.46,8.889503249256526
ENG000771,2026-04-21,Academic Block,MTR-01,1192.32,9928.48,513.25,8.327026301663983
ENG000772,2026-04-21,Hostel A,MTR-02,1194.81,9911.15,644.03,8.29516826943196
ENG000773,2026-04-21,Hostel B,MTR-03,1149.75,8633.7,414.09,7.509197651663405
ENG000774,2026-04-21,Library,MTR-04,530.0,3883.2,200.1,7.326792452830189
ENG000775,2026-04-21,Canteen,MTR-05,412.23,3698.65,154.69,8.972297018654634
ENG000776,2026-04-21,Computer Lab,MTR-06,888.68,6732.56,357.28,7.575910338929649
ENG000777,2026-04-21,Admin Block,MTR-07,432.04,3607.84,230.63,8.350708267752985
ENG000778,2026-04-22,Academic Block,MTR-01,759.53,5369.69,305.62,7.069753663449765
ENG000779,2026-04-22,Hostel A,MTR-02,1001.23,8187.56,541.19,8.177501672942281
ENG000780,2026-04-22,Hostel B,MTR-03,1273.9,8947.46,579.09,7.02367532773373
ENG000781,2026-04-22,Library,MTR-04,529.18,3813.05,203.31,7.2055822215503245
ENG000782,2026-04-22,Canteen,MTR-05,495.45,4356.88,229.96,8.793783429205773
ENG000783,2026-04-22,Computer Lab,MTR-06,1123.12,8662.5,604.77,7.712889094664863
ENG000784,2026-04-22,Admin Block,MTR-07,425.56,3499.17,162.02,8.22250681455024
ENG000785,2026-04-23,Academic Block,MTR-01,826.32,7119.49,362.43,8.61589940942976
ENG000786,2026-04-23,Hostel A,MTR-02,1112.77,9414.55,589.01,8.460463527952767
ENG000787,2026-04-23,Hostel B,MTR-03,1136.89,8749.86,527.95,7.696311868342583
ENG000788,2026-04-23,Library,MTR-04,810.01,6146.88,380.11,7.588647053740077
ENG000789,2026-04-23,Canteen,MTR-05,387.62,3385.04,158.21,8.732882720189876
ENG000790,2026-04-23,Computer Lab,MTR-06,1273.44,10679.41,448.77,8.38626868953386
ENG000791,2026-04-23,Admin Block,MTR-07,436.46,3320.51,196.98,7.607822022636668
ENG000792,2026-04-24,Academic Block,MTR-01,957.56,7180.14,380.53,7.498370859267305
ENG000793,2026-04-24,Hostel A,MTR-02,1184.67,8745.01,559.35,7.38181096845535
ENG000794,2026-04-24,Hostel B,MTR-03,1066.42,8923.32,474.01,8.3675474953583
ENG000795,2026-04-24,Library,MTR-04,523.31,3869.84,201.18,7.3949284362997085
ENG000796,2026-04-24,Canteen,MTR-05,440.67,3609.68,163.85,8.191344997390337
ENG000797,2026-04-24,Computer Lab,MTR-06,1008.98,9040.21,549.77,8.959751432139388
ENG000798,2026-04-24,Admin Block,MTR-07,377.84,2816.28,154.51,7.4536311666313795
ENG000799,2026-04-25,Academic Block,MTR-01,1012.23,7326.48,540.5,7.237959752230224
ENG000800,2026-04-25,Hostel A,MTR-02,916.78,7212.11,434.2,7.866783743100853
ENG000801,2026-04-25,Hostel B,MTR-03,889.68,6912.84,457.5,7.770029673590505
ENG000802,2026-04-25,Library,MTR-04,669.11,4696.25,330.34,7.018651641733048
ENG000803,2026-04-25,Canteen,MTR-05,383.9,3436.2,185.4,8.950768429278458
ENG000804,2026-04-25,Computer Lab,MTR-06,1276.42,11347.69,604.84,8.890247724103352
ENG000805,2026-04-25,Admin Block,MTR-07,351.07,2554.99,161.81,7.277722391545845
ENG000806,2026-04-26,Academic Block,MTR-01,1172.35,10043.73,429.6,8.567177037574103
ENG000807,2026-04-26,Hostel A,MTR-02,1370.86,10914.74,498.69,7.961965481522548
ENG000808,2026-04-26,Hostel B,MTR-03,942.59,6910.21,374.41,7.331087747589089
ENG000809,2026-04-26,Library,MTR-04,595.5,5059.91,294.34,8.496910159529806
ENG000810,2026-04-26,Canteen,MTR-05,497.53,4297.14,232.75,8.636946515787994
ENG000811,2026-04-26,Computer Lab,MTR-06,1040.18,7662.7,478.67,7.366705762464188
ENG000812,2026-04-26,Admin Block,MTR-07,379.82,2955.75,197.31,7.781975672687063
ENG000813,2026-04-27,Academic Block,MTR-01,854.72,7321.1,429.87,8.565495132909023
ENG000814,2026-04-27,Hostel A,MTR-02,927.13,6587.32,345.71,7.105066171949996
ENG000815,2026-04-27,Hostel B,MTR-03,1228.76,9657.94,482.36,7.8599075490738635
ENG000816,2026-04-27,Library,MTR-04,769.08,6212.51,367.07,8.077846257866542
ENG000817,2026-04-27,Canteen,MTR-05,552.92,4158.82,238.89,7.5215582724444765
ENG000818,2026-04-27,Computer Lab,MTR-06,1024.84,8011.73,508.5,7.817542250497639
ENG000819,2026-04-27,Admin Block,MTR-07,407.08,3348.56,188.18,8.22580328191019
ENG000820,2026-04-28,Academic Block,MTR-01,925.98,7696.0,474.99,8.311194626233828
ENG000821,2026-04-28,Hostel A,MTR-02,1170.89,8768.11,584.9,7.488414795582847
ENG000822,2026-04-28,Hostel B,MTR-03,1099.43,7957.58,553.82,7.2379141918994385
ENG000823,2026-04-28,Library,MTR-04,598.67,4913.08,327.04,8.206658092104165
ENG000824,2026-04-28,Canteen,MTR-05,453.63,3414.15,243.04,7.526287943919053
ENG000825,2026-04-28,Computer Lab,MTR-06,1442.8,10912.92,757.36,7.563709453839756
ENG000826,2026-04-28,Admin Block,MTR-07,364.97,3091.8,188.54,8.471381209414472
ENG000827,2026-04-29,Academic Block,MTR-01,972.22,8534.51,422.32,8.778373207710189
ENG000828,2026-04-29,Hostel A,MTR-02,1219.72,10659.32,485.57,8.739153248286492
ENG000829,2026-04-29,Hostel B,MTR-03,1053.05,8515.99,574.33,8.08697592706899
ENG000830,2026-04-29,Library,MTR-04,644.59,5097.84,339.77,7.908655114103539
ENG000831,2026-04-29,Canteen,MTR-05,382.19,3062.83,208.75,8.013893613124361
ENG000832,2026-04-29,Computer Lab,MTR-06,1322.28,10796.08,707.74,8.164745742202863
ENG000833,2026-04-29,Admin Block,MTR-07,435.99,3309.09,160.15,7.58983004197344
ENG000834,2026-04-30,Academic Block,MTR-01,1025.6,8086.71,562.99,7.884857644305773
ENG000835,2026-04-30,Hostel A,MTR-02,972.24,7236.05,484.26,7.442658191393072
ENG000836,2026-04-30,Hostel B,MTR-03,940.75,6739.29,356.96,7.163741695455753
ENG000837,2026-04-30,Library,MTR-04,717.13,6445.49,335.06,8.987896197342183
ENG000838,2026-04-30,Canteen,MTR-05,385.64,2967.1,164.34,7.693963281817239
ENG000839,2026-04-30,Computer Lab,MTR-06,1414.81,11555.55,738.66,8.167563135686065
ENG000840,2026-04-30,Admin Block,MTR-07,385.71,3055.03,167.09,7.920536154105417
ENG000841,2026-05-01,Academic Block,MTR-01,1054.28,8055.19,538.28,7.640465530978488
ENG000842,2026-05-01,Hostel A,MTR-02,1060.87,8261.72,484.51,7.787683693572257
ENG000843,2026-05-01,Hostel B,MTR-03,989.5,7287.59,352.86,7.364921677614957
ENG000844,2026-05-01,Library,MTR-04,617.16,5458.66,246.59,8.844805236891569
ENG000845,2026-05-01,Canteen,MTR-05,409.54,3636.44,206.97,8.879328026566391
ENG000846,2026-05-01,Computer Lab,MTR-06,1043.64,8255.99,416.97,7.910764248208193
ENG000847,2026-05-01,Admin Block,MTR-07,360.83,2654.43,139.45,7.356455948784746
ENG000848,2026-05-02,Academic Block,MTR-01,912.76,6963.64,364.4,7.629212498356633
ENG000849,2026-05-02,Hostel A,MTR-02,1083.99,8877.38,501.77,8.189540493915995
ENG000850,2026-05-02,Hostel B,MTR-03,1255.3,11295.54,508.81,8.998279295785869
ENG000851,2026-05-02,Library,MTR-04,451.25,3470.51,172.44,7.690880886426593
ENG000852,2026-05-02,Canteen,MTR-05,490.0,3977.73,176.15,8.117816326530612
ENG000853,2026-05-02,Computer Lab,MTR-06,1399.73,10412.21,661.43,7.438727468868995
ENG000854,2026-05-02,Admin Block,MTR-07,392.7,3161.76,139.14,8.051336898395723
ENG000855,2026-05-03,Academic Block,MTR-01,973.99,8325.42,421.72,8.547746896785387
ENG000856,2026-05-03,Hostel A,MTR-02,1236.25,9287.6,666.63,7.5127199191102125
ENG000857,2026-05-03,Hostel B,MTR-03,1078.3,7677.79,517.96,7.120272651395716
ENG000858,2026-05-03,Library,MTR-04,736.81,5326.69,364.57,7.229394280750804
ENG000859,2026-05-03,Canteen,MTR-05,446.89,3275.83,195.02,7.330282619884088
ENG000860,2026-05-03,Computer Lab,MTR-06,1334.76,11061.16,675.48,8.287002906889628
ENG000861,2026-05-03,Admin Block,MTR-07,436.15,3653.07,171.87,8.37571936260461
ENG000862,2026-05-04,Academic Block,MTR-01,884.21,7137.37,399.69,8.072030400018095
ENG000863,2026-05-04,Hostel A,MTR-02,1038.77,8177.68,517.4,7.872464549419025
ENG000864,2026-05-04,Hostel B,MTR-03,1010.01,7568.15,492.82,7.493143632241265
ENG000865,2026-05-04,Library,MTR-04,666.62,5973.0,278.0,8.960127208904623
ENG000866,2026-05-04,Canteen,MTR-05,440.65,3533.13,227.28,8.017996142062863
ENG000867,2026-05-04,Computer Lab,MTR-06,1625.95,14510.9,741.98,8.924567176112426
ENG000868,2026-05-04,Admin Block,MTR-07,396.79,3384.56,173.7,8.529852062804002
ENG000869,2026-05-05,Academic Block,MTR-01,890.91,7308.6,461.07,8.203522241303837
ENG000870,2026-05-05,Hostel A,MTR-02,959.6,7934.08,382.52,8.26811171321384
ENG000871,2026-05-05,Hostel B,MTR-03,1088.25,9326.41,392.59,8.570098782448886
ENG000872,2026-05-05,Library,MTR-04,608.99,4533.36,223.95,7.4440631209051045
ENG000873,2026-05-05,Canteen,MTR-05,563.07,4720.57,264.4,8.383629033690303
ENG000874,2026-05-05,Computer Lab,MTR-06,1225.72,10423.85,533.07,8.504266879874686
ENG000875,2026-05-05,Admin Block,MTR-07,417.68,3529.43,187.6,8.450081402030262
ENG000876,2026-05-06,Academic Block,MTR-01,883.53,6573.48,418.39,7.440019014634477
ENG000877,2026-05-06,Hostel A,MTR-02,978.27,7922.44,435.81,8.09841863698161
ENG000878,2026-05-06,Hostel B,MTR-03,1024.06,9215.17,515.36,8.998662187762436
ENG000879,2026-05-06,Library,MTR-04,638.87,4888.33,310.29,7.651525349445114
ENG000880,2026-05-06,Canteen,MTR-05,433.19,3530.02,222.19,8.148895403864355
ENG000881,2026-05-06,Computer Lab,MTR-06,1299.4,10646.84,544.41,8.193658611666923
ENG000882,2026-05-06,Admin Block,MTR-07,442.18,3887.22,177.3,8.791035324980777
ENG000883,2026-05-07,Academic Block,MTR-01,962.51,7602.71,447.38,7.898837414676211
ENG000884,2026-05-07,Hostel A,MTR-02,984.33,8516.07,440.64,8.651641217884245
ENG000885,2026-05-07,Hostel B,MTR-03,1057.84,7582.41,477.42,7.167823111245557
ENG000886,2026-05-07,Library,MTR-04,603.37,4228.77,278.13,7.008585113611881
ENG000887,2026-05-07,Canteen,MTR-05,440.85,3287.29,174.48,7.456708631053646
ENG000888,2026-05-07,Computer Lab,MTR-06,1298.27,11294.01,466.06,8.699276729801968
ENG000889,2026-05-07,Admin Block,MTR-07,399.82,3042.03,159.6,7.608498824471012
ENG000890,2026-05-08,Academic Block,MTR-01,984.08,7870.3,392.96,7.997622144541094
ENG000891,2026-05-08,Hostel A,MTR-02,1046.18,7743.6,394.88,7.401785543596704
ENG000892,2026-05-08,Hostel B,MTR-03,869.49,7693.44,433.38,8.848221371148604
ENG000893,2026-05-08,Library,MTR-04,524.72,3806.55,270.71,7.254440463485287
ENG000894,2026-05-08,Canteen,MTR-05,493.07,3726.15,206.53,7.5570405824730775
ENG000895,2026-05-08,Computer Lab,MTR-06,1316.84,11562.12,603.43,8.780201087451779
ENG000896,2026-05-08,Admin Block,MTR-07,337.43,2410.67,134.42,7.144207687520375
ENG000897,2026-05-09,Academic Block,MTR-01,965.48,7577.0,380.24,7.847909847951278
ENG000898,2026-05-09,Hostel A,MTR-02,1062.34,9208.85,583.64,8.668458309015946
ENG000899,2026-05-09,Hostel B,MTR-03,1300.79,10623.1,525.06,8.16665257266738
ENG000900,2026-05-09,Library,MTR-04,733.83,6367.41,307.49,8.676955153100854
ENG000901,2026-05-09,Canteen,MTR-05,373.36,3054.71,146.42,8.18167452324834
ENG000902,2026-05-09,Computer Lab,MTR-06,1265.45,9628.63,639.39,7.60885850883085
ENG000903,2026-05-09,Admin Block,MTR-07,384.39,3255.47,175.78,8.469184942376232
ENG000904,2026-05-10,Academic Block,MTR-01,1178.51,9936.68,452.83,8.431561887468074
ENG000905,2026-05-10,Hostel A,MTR-02,1116.4,10046.39,490.26,8.998916159082764
ENG000906,2026-05-10,Hostel B,MTR-03,1074.85,8693.59,431.15,8.088189049634833
ENG000907,2026-05-10,Library,MTR-04,610.12,4745.86,328.68,7.778568150527764
