energy_id,date,building,meter_id,units_consumed_kwh,electricity_cost,peak_hour_units
ENG000734,2026-04-15,Computer Lab,MTR-06,1613.3,14474.4,631.98
ENG000735,2026-04-15,Admin Block,MTR-07,325.89,2647.66,117.22
ENG000736,2026-04-16,Academic Block,MTR-01,943.37,7255.55,458.26
ENG000737,2026-04-16,Hostel A,MTR-02,1201.81,8446.39,623.59
ENG000738,2026-04-16,Hostel B,MTR-03,1038.25,7424.56,560.85
ENG000739,2026-04-16,Library,MTR-04,640.4,5616.46,255.8
ENG000740,2026-04-16,Canteen,MTR-05,362.25,2662.26,170.22
ENG000741,2026-04-16,Computer Lab,MTR-06,1387.94,9882.04,578.37
ENG000742,2026-04-16,Admin Block,MTR-07,331.4,2527.42,129.34
ENG000743,2026-04-17,Academic Block,MTR-01,1021.21,8580.72,439.65
ENG000744,2026-04-17,Hostel A,MTR-02,1283.04,10840.84,464.28
ENG000745,2026-04-17,Hostel B,MTR-03,1215.24,10818.26,431.36
ENG000746,2026-04-17,Library,MTR-04,669.65,5151.76,343.57
ENG000747,2026-04-17,Canteen,MTR-05,375.28,3080.22,147.73
ENG000748,2026-04-17,Computer Lab,MTR-06,1170.51,10048.8,515.61
ENG000749,2026-04-17,Admin Block,MTR-07,423.89,3384.37,196.96
ENG000750,2026-04-18,Academic Block,MTR-01,957.72,8025.67,400.03
ENG000751,2026-04-18,Hostel A,MTR-02,1051.78,7924.2,486.71
ENG000752,2026-04-18,Hostel B,MTR-03,1181.15,8931.97,477.33
ENG000753,2026-04-18,Library,MTR-04,693.86,5453.6,312.33
ENG000754,2026-04-18,Canteen,MTR-05,467.48,3339.91,207.37
ENG000755,2026-04-18,Computer Lab,MTR-06,1120.52,9571.7,569.12
ENG000756,2026-04-18,Admin Block,MTR-07,445.67,3285.46,189.87
ENG000757,2026-04-19,Academic Block,MTR-01,1064.71,8565.05,514.12
ENG000758,2026-04-19,Hostel A,MTR-02,949.89,8081.35,510.39
ENG000759,2026-04-19,Hostel B,MTR-03,1134.38,9725.14,482.06
ENG000760,2026-04-19,Library,MTR-04,763.0,5736.79,293.46
ENG000761,2026-04-19,Canteen,MTR-05,359.36,2569.75,132.77
ENG000762,2026-04-19,Computer Lab,MTR-06,969.48,7938.63,441.34
ENG000763,2026-04-19,Admin Block,MTR-07,371.05,3281.97,183.83
ENG000764,2026-04-20,Academic Block,MTR-01,848.58,6857.3,323.77
ENG000765,2026-04-20,Hostel A,MTR-02,1530.17,13685.74,560.92
ENG000766,2026-04-20,Hostel B,MTR-03,1018.12,7165.02,514.93
ENG000767,2026-04-20,Library,MTR-04,619.73,5552.82,287.65
ENG000768,2026-04-20,Canteen,MTR-05,386.95,3100.13,205.15
ENG000769,2026-04-20,Computer Lab,MTR-06,1156.1,9921.89,624.62
ENG000770,2026-04-20,Admin Block,MTR-07,453.95,4035.39,243.46
ENG000771,2026-04-21,Academic Block,MTR-01,1192.32,9928.48,513.25
ENG000772,2026-04-21,Hostel A,MTR-02,1194.81,9911.15,644.03
ENG000773,2026-04-21,Hostel B,MTR-03,1149.75,8633.7,414.09
ENG000774,2026-04-21,Library,MTR-04,530.0,3883.2,200.1
ENG000775,2026-04-21,Canteen,MTR-05,412.23,3698.65,154.69
ENG000776,2026-04-21,Computer Lab,MTR-06,888.68,6732.56,357.28
ENG000777,2026-04-21,Admin Block,MTR-07,432.04,3607.84,230.63
ENG000778,2026-04-22,Academic Block,MTR-01,759.53,5369.69,305.62
ENG000779,2026-04-22,Hostel A,MTR-02,1001.23,8187.56,541.19
ENG000780,2026-04-22,Hostel B,MTR-03,1273.9,8947.46,579.09
ENG000781,2026-04-22,Library,MTR-04,529.18,3813.05,203.31
ENG000782,2026-04-22,Canteen,MTR-05,495.45,4356.88,229.96
ENG000783,2026-04-22,Computer Lab,MTR-06,1123.12,8662.5,604.77
ENG000784,2026-04-22,Admin Block,MTR-07,425.56,3499.17,162.02
ENG000785,2026-04-23,Academic Block,MTR-01,826.32,7119.49,362.43
ENG000786,2026-04-23,Hostel A,MTR-02,1112.77,9414.55,589.01
ENG000787,2026-04-23,Hostel B,MTR-03,1136.89,8749.86,527.95
ENG000788,2026-04-23,Library,MTR-04,810.01,6146.88,380.11
ENG000789,2026-04-23,Canteen,MTR-05,387.62,3385.04,158.21
ENG000790,2026-04-23,Computer Lab,MTR-06,1273.44,10679.41,448.77
ENG000791,2026-04-23,Admin Block,MTR-07,436.46,3320.51,196.98
ENG000792,2026-04-24,Academic Block,MTR-01,957.56,7180.14,380.53
ENG000793,2026-04-24,Hostel A,MTR-02,1184.67,8745.01,559.35
ENG000794,2026-04-24,Hostel B,MTR-03,1066.42,8923.32,474.01
ENG000795,2026-04-24,Library,MTR-04,523.31,3869.84,201.18
ENG000796,2026-04-24,Canteen,MTR-05,440.67,3609.68,163.85
ENG000797,2026-04-24,Computer Lab,MTR-06,1008.98,9040.21,549.77
ENG000798,2026-04-24,Admin Block,MTR-07,377.84,2816.28,154.51
ENG000799,2026-04-25,Academic Block,MTR-01,1012.23,7326.48,540.5
ENG000800,2026-04-25,Hostel A,MTR-02,916.78,7212.11,434.2
ENG000801,2026-04-25,Hostel B,MTR-03,889.68,6912.84,457.5
ENG000802,2026-04-25,Library,MTR-04,669.11,4696.25,330.34
ENG000803,2026-04-25,Canteen,MTR-05,383.9,3436.2,185.4
ENG000804,2026-04-25,Computer Lab,MTR-06,1276.42,11347.69,604.84
ENG000805,2026-04-25,Admin Block,MTR-07,351.07,2554.99,161.81
ENG000806,2026-04-26,Academic Block,MTR-01,1172.35,10043.73,429.6
ENG000807,2026-04-26,Hostel A,MTR-02,1370.86,10914.74,498.69
ENG000808,2026-04-26,Hostel B,MTR-03,942.59,6910.21,374.41
ENG000809,2026-04-26,Library,MTR-04,595.5,5059.91,294.34
ENG000810,2026-04-26,Canteen,MTR-05,497.53,4297.14,232.75
ENG000811,2026-04-26,Computer Lab,MTR-06,1040.18,7662.7,478.67
ENG000812,2026-04-26,Admin Block,MTR-07,379.82,2955.75,197.31
ENG000813,2026-04-27,Academic Block,MTR-01,854.72,7321.1,429.87
ENG000814,2026-04-27,Hostel A,MTR-02,927.13,6587.32,345.71
ENG000815,2026-04-27,Hostel B,MTR-03,1228.76,9657.94,482.36
ENG000816,2026-04-27,Library,MTR-04,769.08,6212.51,367.07
ENG000817,2026-04-27,Canteen,MTR-05,552.92,4158.82,238.89
ENG000818,2026-04-27,Computer Lab,MTR-06,1024.84,8011.73,508.5
ENG000819,2026-04-27,Admin Block,MTR-07,407.08,3348.56,188.18
ENG000820,2026-04-28,Academic Block,MTR-01,925.98,7696.0,474.99
ENG000821,2026-04-28,Hostel A,MTR-02,1170.89,8768.11,584.9
ENG000822,2026-04-28,Hostel B,MTR-03,1099.43,7957.58,553.82
ENG000823,2026-04-28,Library,MTR-04,598.67,4913.08,327.04
ENG000824,2026-04-28,Canteen,MTR-05,453.63,3414.15,243.04
ENG000825,2026-04-28,Computer Lab,MTR-06,1442.8,10912.92,757.36
ENG000826,2026-04-28,Admin Block,MTR-07,364.97,3091.8,188.54
ENG000827,2026-04-29,Academic Block,MTR-01,972.22,8534.51,422.32
ENG000828,2026-04-29,Hostel A,MTR-02,1219.72,10659.32,485.57
ENG000829,2026-04-29,Hostel B,MTR-03,1053.05,8515.99,574.33
ENG000830,2026-04-29,Library,MTR-04,644.59,5097.84,339.77
ENG000831,2026-04-29,Canteen,MTR-05,382.19,3062.83,208.75
ENG000832,2026-04-29,Computer Lab,MTR-06,1322.28,10796.08,707.74
ENG000833,2026-04-29,Admin Block,MTR-07,435.99,3309.09,160.15
ENG000834,2026-04-30,Academic Block,MTR-01,1025.6,8086.71,562.99
ENG000835,2026-04-30,Hostel A,MTR-02,972.24,7236.05,484.26
ENG000836,2026-04-30,Hostel B,MTR-03,940.75,6739.29,356.96
ENG000837,2026-04-30,Library,MTR-04,717.13,6445.49,335.06
ENG000838,2026-04-30,Canteen,MTR-05,385.64,2967.1,164.34
ENG000839,2026-04-30,Computer Lab,MTR-06,1414.81,11555.55,738.66
ENG000840,2026-04-30,Admin Block,MTR-07,385.71,3055.03,167.09
ENG000841,2026-05-01,Academic Block,MTR-01,1054.28,8055.19,538.28
ENG000842,2026-05-01,Hostel A,MTR-02,1060.87,8261.72,484.51
ENG000843,2026-05-01,Hostel B,MTR-03,989.5,7287.59,352.86
ENG000844,2026-05-01,Library,MTR-04,617.16,5458.66,246.59
ENG000845,2026-05-01,Canteen,MTR-05,409.54,3636.44,206.97
ENG000846,2026-05-01,Computer Lab,MTR-06,1043.64,8255.99,416.97
ENG000847,2026-05-01,Admin Block,MTR-07,360.83,2654.43,139.45
ENG000848,2026-05-02,Academic Block,MTR-01,912.76,6963.64,364.4
ENG000849,2026-05-02,Hostel A,MTR-02,1083.99,8877.38,501.77
ENG000850,2026-05-02,Hostel B,MTR-03,1255.3,11295.54,508.81
ENG000851,2026-05-02,Library,MTR-04,451.25,3470.51,172.44
ENG000852,2026-05-02,Canteen,MTR-05,490.0,3977.73,176.15
ENG000853,2026-05-02,Computer Lab,MTR-06,1399.73,10412.21,661.43
ENG000854,2026-05-02,Admin Block,MTR-07,392.7,3161.76,139.14
ENG000855,2026-05-03,Academic Block,MTR-01,973.99,8325.42,421.72
ENG000856,2026-05-03,Hostel A,MTR-02,1236.25,9287.6,666.63
ENG000857,2026-05-03,Hostel B,MTR-03,1078.3,7677.79,517.96
ENG000858,2026-05-03,Library,MTR-04,736.81,5326.69,364.57
ENG000859,2026-05-03,Canteen,MTR-05,446.89,3275.83,195.02
ENG000860,2026-05-03,Computer Lab,MTR-06,1334.76,11061.16,675.48
ENG000861,2026-05-03,Admin Block,MTR-07,436.15,3653.07,171.87
ENG000862,2026-05-04,Academic Block,MTR-01,884.21,7137.37,399.69
ENG000863,2026-05-04,Hostel A,MTR-02,1038.77,8177.68,517.4
ENG000864,2026-05-04,Hostel B,MTR-03,1010.01,7568.15,492.82
ENG000865,2026-05-04,Library,MTR-04,666.62,5973.0,278.0
ENG000866,2026-05-04,Canteen,MTR-05,440.65,3533.13,227.28
ENG000867,2026-05-04,Computer Lab,MTR-06,1625.95,14510.9,741.98
ENG000868,2026-05-04,Admin Block,MTR-07,396.79,3384.56,173.7
ENG000869,2026-05-05,Academic Block,MTR-01,890.91,7308.6,461.07
ENG000870,2026-05-05,Hostel A,MTR-02,959.6,7934.08,382.52
ENG000871,2026-05-05,Hostel B,MTR-03,1088.25,9326.41,392.59
ENG000872,2026-05-05,Library,MTR-04,608.99,4533.36,223.95
ENG000873,2026-05-05,Canteen,MTR-05,563.07,4720.57,264.4
ENG000874,2026-05-05,Computer Lab,MTR-06,1225.72,10423.85,533.07
ENG000875,2026-05-05,Admin Block,MTR-07,417.68,3529.43,187.6
ENG000876,2026-05-06,Academic Block,MTR-01,883.53,6573.48,418.39
ENG000877,2026-05-06,Hostel A,MTR-02,978.27,7922.44,435.81
ENG000878,2026-05-06,Hostel B,MTR-03,1024.06,9215.17,515.36
ENG000879,2026-05-06,Library,MTR-04,638.87,4888.33,310.29
ENG000880,2026-05-06,Canteen,MTR-05,433.19,3530.02,222.19
ENG000881,2026-05-06,Computer Lab,MTR-06,1299.4,10646.84,544.41
ENG000882,2026-05-06,Admin Block,MTR-07,442.18,3887.22,177.3
ENG000883,2026-05-07,Academic Block,MTR-01,962.51,7602.71,447.38
ENG000884,2026-05-07,Hostel A,MTR-02,984.33,8516.07,440.64
ENG000885,2026-05-07,Hostel B,MTR-03,1057.84,7582.41,477.42
ENG000886,2026-05-07,Library,MTR-04,603.37,4228.77,278.13
ENG000887,2026-05-07,Canteen,MTR-05,440.85,3287.29,174.48
ENG000888,2026-05-07,Computer Lab,MTR-06,1298.27,11294.01,466.06
ENG000889,2026-05-07,Admin Block,MTR-07,399.82,3042.03,159.6
ENG000890,2026-05-08,Academic Block,MTR-01,984.08,7870.3,392.96
ENG000891,2026-05-08,Hostel A,MTR-02,1046.18,7743.6,394.88
ENG000892,2026-05-08,Hostel B,MTR-03,869.49,7693.44,433.38
ENG000893,2026-05-08,Library,MTR-04,524.72,3806.55,270.71
ENG000894,2026-05-08,Canteen,MTR-05,493.07,3726.15,206.53
ENG000895,2026-05-08,Computer Lab,MTR-06,1316.84,11562.12,603.43
ENG000896,2026-05-08,Admin Block,MTR-07,337.43,2410.67,134.42
ENG000897,2026-05-09,Academic Block,MTR-01,965.48,7577.0,380.24
ENG000898,2026-05-09,Hostel A,MTR-02,1062.34,9208.85,583.64
ENG000899,2026-05-09,Hostel B,MTR-03,1300.79,10623.1,525.06
ENG000900,2026-05-09,Library,MTR-04,733.83,6367.41,307.49
ENG000901,2026-05-09,Canteen,MTR-05,373.36,3054.71,146.42
ENG000902,2026-05-09,Computer Lab,MTR-06,1265.45,9628.63,639.39
ENG000903,2026-05-09,Admin Block,MTR-07,384.39,3255.47,175.78
ENG000904,2026-05-10,Academic Block,MTR-01,1178.51,9936.68,452.83
ENG000905,2026-05-10,Hostel A,MTR-02,1116.4,10046.39,490.26
ENG000906,2026-05-10,Hostel B,MTR-03,1074.85,8693.59,431.15
ENG000907,2026-05-10,Library,MTR-04,610.12,4745.86,328.68
ENG000908,2026-05-10,Canteen,MTR-05,506.24,4496.75,250.04
ENG000909,2026-05-10,Computer Lab,MTR-06,1495.01,12372.22,536.16
ENG000910,2026-05-10,Admin Block,MTR-07,430.78,3509.98,197.3
ENG000911,2026-05-11,Academic Block,MTR-01,894.72,7760.98,371.04
ENG000912,2026-05-11,Hostel A,MTR-02,928.98,7481.67,384.34
ENG000913,2026-05-11,Hostel B,MTR-03,1143.86,10095.32,600.27
ENG000914,2026-05-11,Library,MTR-04,492.43,4243.34,235.18
ENG000915,2026-05-11,Canteen,MTR-05,499.38,3909.36,239.51
ENG000916,2026-05-11,Computer Lab,MTR-06,1516.46,10913.34,623.4
ENG000917,2026-05-11,Admin Block,MTR-07,386.47,3079.59,177.27
ENG000918,2026-05-12,Academic Block,MTR-01,1054.05,8260.68,563.26
ENG000919,2026-05-12,Hostel A,MTR-02,1237.55,8904.79,553.02
ENG000920,2026-05-12,Hostel B,MTR-03,994.13,7121.55,459.35
ENG000921,2026-05-12,Library,MTR-04,659.21,5081.73,314.13
ENG000922,2026-05-12,Canteen,MTR-05,391.21,3389.06,175.29
ENG000923,2026-05-12,Computer Lab,MTR-06,997.88,8933.33,504.16
ENG000924,2026-05-12,Admin Block,MTR-07,405.38,3018.1,173.27
ENG000925,2026-05-13,Academic Block,MTR-01,871.79,6959.17,368.25
ENG000926,2026-05-13,Hostel A,MTR-02,1271.34,10910.63,560.4
ENG000927,2026-05-13,Hostel B,MTR-03,1080.24,9211.87,454.33
ENG000928,2026-05-13,Library,MTR-04,699.74,5537.09,319.72
ENG000929,2026-05-13,Canteen,MTR-05,480.0,3499.39,185.89
ENG000930,2026-05-13,Computer Lab,MTR-06,1456.98,10558.06,749.46
ENG000931,2026-05-13,Admin Block,MTR-07,426.18,3374.9,174.48
ENG000932,2026-05-14,Academic Block,MTR-01,1012.35,8346.54,480.69
ENG000933,2026-05-14,Hostel A,MTR-02,1231.25,9098.9,574.6
ENG000934,2026-05-14,Hostel B,MTR-03,927.82,7726.22,476.61
ENG000935,2026-05-14,Library,MTR-04,581.71,4262.45,208.76
ENG000936,2026-05-14,Canteen,MTR-05,532.51,4470.82,274.7
ENG000937,2026-05-14,Computer Lab,MTR-06,1455.62,10221.64,539.15
ENG000938,2026-05-14,Admin Block,MTR-07,417.35,3750.98,180.09
ENG000939,2026-05-15,Academic Block,MTR-01,963.84,6973.94,451.86
ENG000940,2026-05-15,Hostel A,MTR-02,1246.92,11003.22,629.72
ENG000941,2026-05-15,Hostel B,MTR-03,1002.58,8587.3,445.32
ENG000942,2026-05-15,Library,MTR-04,601.0,4915.37,272.65
ENG000943,2026-05-15,Canteen,MTR-05,468.3,3885.41,198.53
ENG000944,2026-05-15,Computer Lab,MTR-06,1167.1,8305.65,578.85
ENG000945,2026-05-15,Admin Block,MTR-07,321.76,2380.36,165.58
ENG000946,2026-05-16,Academic Block,MTR-01,1064.66,9266.01,459.89
ENG000947,2026-05-16,Hostel A,MTR-02,1017.46,7261.7,388.87
ENG000948,2026-05-16,Hostel B,MTR-03,1206.21,10278.22,663.08
ENG000949,2026-05-16,Library,MTR-04,728.22,5877.18,314.97
ENG000950,2026-05-16,Canteen,MTR-05,446.48,3867.71,158.92
ENG000951,2026-05-16,Computer Lab,MTR-06,1278.85,11498.89,686.68
ENG000952,2026-05-16,Admin Block,MTR-07,450.28,3180.32,179.76
ENG000953,2026-05-17,Academic Block,MTR-01,870.85,6737.07,469.24
ENG000954,2026-05-17,Hostel A,MTR-02,1246.14,9146.99,667.11
ENG000955,2026-05-17,Hostel B,MTR-03,925.09,7372.63,360.05
ENG000956,2026-05-17,Library,MTR-04,836.04,6289.65,453.61
ENG000957,2026-05-17,Canteen,MTR-05,516.91,4453.08,202.38
ENG000958,2026-05-17,Computer Lab,MTR-06,1225.0,10579.68,621.73
ENG000959,2026-05-17,Admin Block,MTR-07,496.83,4317.45,226.73
ENG000960,2026-05-18,Academic Block,MTR-01,886.3,6555.35,461.19
ENG000961,2026-05-18,Hostel A,MTR-02,1406.94,12591.03,559.62
ENG000962,2026-05-18,Hostel B,MTR-03,1129.36,9721.82,525.03
ENG000963,2026-05-18,Library,MTR-04,720.94,6452.49,340.79
ENG000964,2026-05-18,Canteen,MTR-05,390.4,3380.14,179.22
ENG000965,2026-05-18,Computer Lab,MTR-06,1234.0,10785.26,601.31
ENG000966,2026-05-18,Admin Block,MTR-07,459.53,3610.43,162.73
ENG000967,2026-05-19,Academic Block,MTR-01,1017.0,8879.13,376.5
ENG000968,2026-05-19,Hostel A,MTR-02,1003.93,7566.23,434.59
ENG000969,2026-05-19,Hostel B,MTR-03,1336.7,11496.16,539.89
ENG000970,2026-05-19,Library,MTR-04,718.53,5617.62,298.23
ENG000971,2026-05-19,Canteen,MTR-05,383.87,3122.27,173.93
ENG000972,2026-05-19,Computer Lab,MTR-06,1270.07,9319.78,477.68
ENG000973,2026-05-19,Admin Block,MTR-07,371.47,2624.98,186.64
ENG000974,2026-05-20,Academic Block,MTR-01,1022.64,8632.4,538.71
ENG000975,2026-05-20,Hostel A,MTR-02,1187.22,9184.27,540.38
ENG000976,2026-05-20,Hostel B,MTR-03,933.09,8235.95,499.95
ENG000977,2026-05-20,Library,MTR-04,588.94,4987.79,221.42
ENG000978,2026-05-20,Canteen,MTR-05,444.38,3314.72,206.86
ENG000979,2026-05-20,Computer Lab,MTR-06,1369.43,10105.56,516.04
ENG000980,2026-05-20,Admin Block,MTR-07,470.15,3550.15,185.49
ENG000981,2026-05-21,Academic Block,MTR-01,910.2,7433.5,336.13
ENG000982,2026-05-21,Hostel A,MTR-02,1162.53,9942.15,602.59
ENG000983,2026-05-21,Hostel B,MTR-03,1120.78,9576.02,459.98
ENG000984,2026-05-21,Library,MTR-04,624.55,4777.79,262.94
ENG000985,2026-05-21,Canteen,MTR-05,469.98,3945.43,168.76
ENG000986,2026-05-21,Computer Lab,MTR-06,1325.08,9916.44,580.09
ENG000987,2026-05-21,Admin Block,MTR-07,462.72,3535.92,198.31
ENG000988,2026-05-22,Academic Block,MTR-01,997.22,8459.25,495.88
ENG000989,2026-05-22,Hostel A,MTR-02,891.04,6871.46,336.93
ENG000990,2026-05-22,Hostel B,MTR-03,1046.87,9247.69,515.2
ENG000991,2026-05-22,Library,MTR-04,569.42,4241.12,204.27
ENG000992,2026-05-22,Canteen,MTR-05,379.83,2803.31,183.14
ENG000993,2026-05-22,Computer Lab,MTR-06,1376.9,12120.8,495.42
ENG000994,2026-05-22,Admin Block,MTR-07,338.75,2910.19,126.94
ENG000995,2026-05-23,Academic Block,MTR-01,1055.13,9384.68,398.38
ENG000996,2026-05-23,Hostel A,MTR-02,1271.94,10731.46,593.66
ENG000997,2026-05-23,Hostel B,MTR-03,1132.9,9349.6,414.86
ENG000998,2026-05-23,Library,MTR-04,552.03,4359.74,218.63
ENG000999,2026-05-23,Canteen,MTR-05,410.12,3125.17,146.24
ENG001000,2026-05-23,Computer Lab,MTR-06,1316.29,10666.16,486.56
ENG001001,2026-05-23,Admin Block,MTR-07,319.51,2860.56,135.38
ENG001002,2026-05-24,Academic Block,MTR-01,994.87,8317.0,392.02
ENG001003,2026-05-24,Hostel A,MTR-02,1171.63,9998.16,547.3
ENG001004,2026-05-24,Hostel B,MTR-03,1125.05,9223.01,549.03
ENG001005,2026-05-24,Library,MTR-04,574.82,5161.95,286.03
ENG001006,2026-05-24,Canteen,MTR-05,484.32,3661.72,261.15
ENG001007,2026-05-24,Computer Lab,MTR-06,1048.69,7486.79,576.29
ENG001008,2026-05-24,Admin Block,MTR-07,400.53,2986.06,206.79
ENG001009,2026-05-25,Academic Block,MTR-01,1024.35,8414.52,472.67
ENG001010,2026-05-25,Hostel A,MTR-02,1066.55,9593.81,466.06
ENG001011,2026-05-25,Hostel B,MTR-03,868.41,7423.43,321.38
ENG001012,2026-05-25,Library,MTR-04,739.38,6343.88,306.63
ENG001013,2026-05-25,Canteen,MTR-05,455.01,3492.35,186.76
ENG001014,2026-05-25,Computer Lab,MTR-06,912.46,7179.34,356.12
ENG001015,2026-05-25,Admin Block,MTR-07,448.09,3945.05,192.72
ENG001016,2026-05-26,Academic Block,MTR-01,1010.46,7544.08,552.41
ENG001017,2026-05-26,Hostel A,MTR-02,1323.62,11378.89,720.37
ENG001018,2026-05-26,Hostel B,MTR-03,1124.26,9110.61,509.07
ENG001019,2026-05-26,Library,MTR-04,756.3,5342.16,310.25
ENG001020,2026-05-26,Canteen,MTR-05,373.8,3119.86,189.17
ENG001021,2026-05-26,Computer Lab,MTR-06,1360.24,11911.06,534.21
ENG001022,2026-05-26,Admin Block,MTR-07,373.07,2786.09,198.89
ENG001023,2026-05-27,Academic Block,MTR-01,1089.3,8052.71,533.17
ENG001024,2026-05-27,Hostel A,MTR-02,1156.71,8563.63,491.19
ENG001025,2026-05-27,Hostel B,MTR-03,1075.81,9652.52,566.64
ENG001026,2026-05-27,Library,MTR-04,751.8,6374.95,345.2
ENG001027,2026-05-27,Canteen,MTR-05,530.94,4123.63,243.21
ENG001028,2026-05-27,Computer Lab,MTR-06,1337.07,9697.04,484.86
ENG001029,2026-05-27,Admin Block,MTR-07,338.54,2664.38,124.1
ENG001030,2026-05-28,Academic Block,MTR-01,1043.18,8838.86,494.95
ENG001031,2026-05-28,Hostel A,MTR-02,1265.97,9208.14,671.9
ENG001032,2026-05-28,Hostel B,MTR-03,966.54,8523.43,385.88
ENG001033,2026-05-28,Library,MTR-04,655.77,5162.78,255.72
ENG001034,2026-05-28,Canteen,MTR-05,526.06,3808.41,252.16
ENG001035,2026-05-28,Computer Lab,MTR-06,1248.98,9903.78,592.28
ENG001036,2026-05-28,Admin Block,MTR-07,409.26,3046.38,218.07
ENG001037,2026-05-29,Academic Block,MTR-01,936.26,7995.21,393.11
ENG001038,2026-05-29,Hostel A,MTR-02,984.73,8295.72,425.68
ENG001039,2026-05-29,Hostel B,MTR-03,1099.93,9323.92,425.12
ENG001040,2026-05-29,Library,MTR-04,733.86,5968.73,269.28
ENG001041,2026-05-29,Canteen,MTR-05,460.45,3740.19,170.34
ENG001042,2026-05-29,Computer Lab,MTR-06,1320.84,9485.73,631.72
ENG001043,2026-05-29,Admin Block,MTR-07,326.87,2330.63,120.51
ENG001044,2026-05-30,Academic Block,MTR-01,1144.33,9423.29,499.73
ENG001045,2026-05-30,Hostel A,MTR-02,1388.46,10184.42,604.12
ENG001046,2026-05-30,Hostel B,MTR-03,946.4,8125.73,366.03
ENG001047,2026-05-30,Library,MTR-04,545.8,4091.12,282.41
ENG001048,2026-05-30,Canteen,MTR-05,482.52,4113.89,171.12
ENG001049,2026-05-30,Computer Lab,MTR-06,1161.72,8342.92,472.78
ENG001050,2026-05-30,Admin Block,MTR-07,380.24,3351.06,141.42
ENG001051,2026-05-31,Academic Block,MTR-01,1051.98,8449.01,476.04
ENG001052,2026-05-31,Hostel A,MTR-02,1087.92,7849.19,421.4
ENG001053,2026-05-31,Hostel B,MTR-03,1056.77,8411.09,492.78
ENG001054,2026-05-31,Library,MTR-04,498.51,4356.91,256.87
ENG001055,2026-05-31,Canteen,MTR-05,366.77,2795.58,136.71
ENG001056,2026-05-31,Computer Lab,MTR-06,1287.78,9997.71,585.29
ENG001057,2026-05-31,Admin Block,MTR-07,421.88,3770.12,228.36
ENG001058,2026-06-01,Academic Block,MTR-01,1050.52,9380.61,415.07
ENG001059,2026-06-01,Hostel A,MTR-02,787.57,6593.88,425.02
ENG001060,2026-06-01,Hostel B,MTR-03,996.49,7542.51,539.6
ENG001061,2026-06-01,Library,MTR-04,539.14,4579.62,235.62
ENG001062,2026-06-01,Canteen,MTR-05,532.07,4666.23,279.99
ENG001063,2026-06-01,Computer Lab,MTR-06,1424.38,11479.06,754.75
ENG001064,2026-06-01,Admin Block,MTR-07,384.5,3122.41,143.66
ENG001065,2026-06-02,Academic Block,MTR-01,815.94,7148.43,306.35
ENG001066,2026-06-02,Hostel A,MTR-02,999.27,8567.84,490.79
ENG001067,2026-06-02,Hostel B,MTR-03,1201.27,8753.99,580.56
ENG001068,2026-06-02,Library,MTR-04,662.29,4697.42,261.72
ENG001069,2026-06-02,Canteen,MTR-05,434.89,3667.61,202.41
ENG001070,2026-06-02,Computer Lab,MTR-06,1172.01,9158.31,512.72
ENG001071,2026-06-02,Admin Block,MTR-07,408.18,2952.43,176.89
ENG001072,2026-06-03,Academic Block,MTR-01,1198.46,10340.04,525.91
ENG001073,2026-06-03,Hostel A,MTR-02,1326.05,10690.55,695.81
ENG001074,2026-06-03,Hostel B,MTR-03,1236.74,10824.92,621.57
ENG001075,2026-06-03,Library,MTR-04,594.17,4538.53,239.41
ENG001076,2026-06-03,Canteen,MTR-05,409.78,3232.17,158.11
ENG001077,2026-06-03,Computer Lab,MTR-06,1168.59,8532.85,506.85
ENG001078,2026-06-03,Admin Block,MTR-07,446.77,3842.73,216.65
ENG001079,2026-06-04,Academic Block,MTR-01,915.82,6821.72,370.9
ENG001080,2026-06-04,Hostel A,MTR-02,1263.63,9489.77,666.74
ENG001081,2026-06-04,Hostel B,MTR-03,956.34,8184.77,407.49
ENG001082,2026-06-04,Library,MTR-04,714.72,6077.96,370.83
ENG001083,2026-06-04,Canteen,MTR-05,502.2,3691.58,267.68
ENG001084,2026-06-04,Computer Lab,MTR-06,979.97,7906.27,451.49
ENG001085,2026-06-04,Admin Block,MTR-07,425.85,3268.87,212.24
ENG001086,2026-06-05,Academic Block,MTR-01,843.54,6670.38,408.04
ENG001087,2026-06-05,Hostel A,MTR-02,1343.05,11140.7,589.73
ENG001088,2026-06-05,Hostel B,MTR-03,1202.81,9629.77,659.32
ENG001089,2026-06-05,Library,MTR-04,655.3,5047.05,274.4
ENG001090,2026-06-05,Canteen,MTR-05,557.26,4275.9,272.28
ENG001091,2026-06-05,Computer Lab,MTR-06,1087.98,8992.47,401.37
ENG001092,2026-06-05,Admin Block,MTR-07,410.63,3278.05,210.22
ENG001093,2026-06-06,Academic Block,MTR-01,937.01,7838.43,496.42
ENG001094,2026-06-06,Hostel A,MTR-02,1064.76,8826.35,566.06
ENG001095,2026-06-06,Hostel B,MTR-03,1023.51,8449.5,516.41
ENG001096,2026-06-06,Library,MTR-04,616.43,5217.74,290.62
ENG001097,2026-06-06,Canteen,MTR-05,491.87,4047.84,176.84
ENG001098,2026-06-06,Computer Lab,MTR-06,1121.77,9537.85,554.4
ENG001099,2026-06-06,Admin Block,MTR-07,398.95,3207.31,207.16
ENG001100,2026-06-07,Academic Block,MTR-01,979.51,8102.26,343.81
